Heroe 1,Heroe 2,Resultado Comics,Resultado Peliculas,Ganador
Steppenwolf,Nebula,2,2,2
Steppenwolf,Nick Fury,2,2,2
Steppenwolf,Nomad,2,2,2
Steppenwolf,Odin,2,1,0
Steppenwolf,Okoye,1,2,0
Steppenwolf,Outrider,1,1,1
Steppenwolf,Pepper Potts (Extremis),1,1,1
Steppenwolf,Phastos,1,2,0
Steppenwolf,Photon,2,2,2
Steppenwolf,Proxima Midnight,2,1,0
Steppenwolf,Quake,2,1,0
Steppenwolf,Quicksilver,1,0,0
Steppenwolf,Red Guardian,2,2,2
Steppenwolf,Red Skull (Stonekeeper),2,2,2
Steppenwolf,Red Skull,1,1,1
Steppenwolf,Rescue,2,2,2
Steppenwolf,Rocket Raccoon,1,2,0
Steppenwolf,Ronan The Accuser (Power Stone),0,1,0
Steppenwolf,Ronan The Accuser,2,2,2
Steppenwolf,Ronin,2,1,0
Steppenwolf,Scarlet Witch,0,2,0
Steppenwolf,Sersi (uni-mind),1,1,1
Steppenwolf,Sersi,2,2,2
Steppenwolf,Shang-Chi,2,1,0
Steppenwolf,She-Hulk,2,0,0
Steppenwolf,Shuri,1,1,1
Steppenwolf,Sif,0,2,0
Steppenwolf,Sinister Strange,1,1,1
Steppenwolf,Smart Hulk,1,2,0
Steppenwolf,Spectral Vision,1,1,1
Steppenwolf,Spider-Man,1,2,0
Steppenwolf,Star-Lord (Celestial Power),2,1,0
Steppenwolf,Star-Lord,1,1,1
Steppenwolf,Stature,2,1,0
Steppenwolf,Surtur,1,1,1
Steppenwolf,Swole Groot,1,2,0
Steppenwolf,Talos The Untamed,0,2,0
Steppenwolf,Taskmaster,1,1,1
Steppenwolf,Teenage Groot,0,2,0
Steppenwolf,Thanos,2,1,0
Steppenwolf,Thanos (Infinity Gauntlet),2,1,0
Steppenwolf,The Collector,1,1,1
Steppenwolf,The Executioner,0,1,0
Steppenwolf,The Grandmaster,2,2,2
Steppenwolf,The Great Protector,2,2,2
Steppenwolf,The Punisher,1,1,1
Steppenwolf,Thena,2,2,2
Steppenwolf,Thor (Pre-Ragnarok),2,2,2
Steppenwolf,Thor (Awakened),2,1,0
Steppenwolf,Thor,2,1,0
Steppenwolf,Ultron,2,1,0
Steppenwolf,Unworthy Thor,2,2,2
Steppenwolf,Valkyrie,1,2,0
Steppenwolf,Vision,2,2,2
Steppenwolf,Vulture,2,1,0
Steppenwolf,Wanda Maximoff (Pre-WandaVision),2,2,2
Steppenwolf,War Machine,2,0,0
Steppenwolf,Warlock,0,2,0
Steppenwolf,Wasp,1,1,1
Steppenwolf,Whiplash,1,1,1
Steppenwolf,Whiplash (Mark II),1,2,0
Steppenwolf,White Wolf,1,2,0
Steppenwolf,Winter Soldier,2,2,2
Steppenwolf,Wolverine,0,1,0
Steppenwolf,Wong,2,2,2
Steppenwolf,YellowJacket,2,2,2
Steppenwolf,Yondu,1,2,0
Steppenwolf,Zeus,1,2,0
Supergirl,Superman,2,1,0
Supergirl,T.D.K.,2,1,0
Supergirl,The Flash,2,2,2
Supergirl,Vigilante,2,1,0
Supergirl,White Dragon,2,0,0
Supergirl,Wonder Woman (Armor of Asteria),2,1,0
Supergirl,Wrath,2,2,2
Supergirl,Zeus,2,1,0
Supergirl,Agatha Harkness,2,1,0
Supergirl,Abomination,0,1,0
Supergirl,Ajak,2,1,0
Supergirl,Ancient One (time stone),1,0,0
Supergirl,Ancient One,2,1,0
Supergirl,Ant-Man,1,2,0
Supergirl,Arishem The Judge,1,0,0
Supergirl,Ayo,1,2,0
Supergirl,Baby Groot,1,2,0
Supergirl,Baron Mordo,1,2,0
Supergirl,Baron Zemo,2,1,0
Supergirl,Black Bolt (Earth 838),0,2,0
Supergirl,Black Bolt,1,1,1
Supergirl,Black Panther,1,1,1
Supergirl,Black Panther,2,1,0
Supergirl,Black Widow,1,1,1
Supergirl,Black Widow,1,1,1
Supergirl,Bucky Barnes,1,1,1
Supergirl,Bullseye,2,1,0
Supergirl,Captain America,1,2,0
Supergirl,Captain America (Worthy),1,2,0
Supergirl,Captain Carter (Earth 838),1,1,1
Supergirl,Captain Marvel,2,1,0
Supergirl,Chitauri Footsoldier,1,2,0
Supergirl,Corvus Glaive,2,1,0
Supergirl,Crossbones,1,1,1
Supergirl,Cull Obsidian,1,2,0
Supergirl,Dar-Benn,0,2,0
Supergirl,Daredevil,0,2,0
Supergirl,Deathlok,1,1,1
Supergirl,Destroyer,1,1,1
Supergirl,Doctor Strange,1,1,1
Supergirl,Dormammu,2,1,0
Supergirl,Drax The Destroyer,2,1,0
Supergirl,Ebony Maw,1,1,1
Supergirl,Echo,2,1,0
Supergirl,Ego,2,1,0
Supergirl,Elektra,2,2,2
Supergirl,Eternity,1,2,0
Supergirl,Falcon,2,2,2
Supergirl,Fandral,1,1,1
Supergirl,Fat Thor,1,1,1
Supergirl,Fenris,1,2,0
Supergirl,Frigga,1,2,0
Supergirl,G'iah,1,2,0
Supergirl,Gamora,1,1,1
Supergirl,Gargantos,2,2,2
Supergirl,Ghost,1,2,0
Supergirl,Ghost Rider,1,0,0
Supergirl,Giant-Man,1,1,1
Supergirl,Gilgamesh,1,1,1
Supergirl,Gorr The God Butcher,2,2,2
Supergirl,Gravik,2,0,0
Supergirl,Groot,0,2,0
Supergirl,Hawkeye,1,0,0
Supergirl,Hawkeye,2,2,2
Supergirl,Heimdall,0,0,0
Supergirl,Hela,2,1,0
Supergirl,High Evolutionary,1,2,0
Supergirl,Hulk (Stark Gauntlet),1,2,0
Supergirl,Hulk,1,2,0
Supergirl,Ikaris,1,1,1
Supergirl,Iron Fist,1,1,1
Supergirl,Iron Man,2,0,0
Supergirl,Iron Man (Mk 1),2,1,0
Supergirl,Iron Man (Stark Gauntlet),2,1,0
Supergirl,Iron Man (Hulkbuster),2,0,0
Supergirl,Iron Monger,1,2,0
Supergirl,Iron Spider,2,1,0
Supergirl,Ironheart,1,2,0
Supergirl,Jemiah The Analyzer,2,2,2
Supergirl,Jessica Jones,1,1,1
Supergirl,Kaecilius,2,2,2
Supergirl,Kang the Conqueror,2,1,0
Supergirl,Killian,1,2,0
Supergirl,Killmonger,0,2,0
Supergirl,Kingo,1,2,0
Supergirl,Kingpin,1,2,0
Supergirl,Korath The Pursuer,2,1,0
Supergirl,Korg,2,1,0
Supergirl,Kro,1,2,0
Supergirl,Kurse,1,1,1
Supergirl,Kid Loki,2,2,2
Supergirl,Lady Loki,1,2,0
Supergirl,Leo Fitz,1,1,1
Supergirl,Leviathan,2,0,0
Supergirl,Loki,2,1,0
Supergirl,Loki (Mind Stone),0,2,0
Supergirl,Loki (Keeper Of The Multiverse),1,0,0
Supergirl,Loki (Variant L1130),2,2,2
Supergirl,Loki (King of Asgard),2,2,2
Supergirl,Luke Cage,2,1,0
Supergirl,M'baku,1,2,0
Supergirl,Makkari,2,2,2
Supergirl,Malekith (Reality Stone),2,1,0
Supergirl,Malekith,2,2,2
Supergirl,Mandarin,2,1,0
Supergirl,Mantis,1,1,1
Supergirl,Mighty Thor,2,2,2
Supergirl,MODOK,1,1,1
Supergirl,Moon Knight,1,1,1
Supergirl,Mr. Fantastic (Earth 838),2,2,2
Supergirl,Mr. Knight,2,2,2
Supergirl,Ms. America,2,0,0
Supergirl,Ms. Marvel,1,1,1
Supergirl,Mysterio,1,1,1
Supergirl,Namor,2,2,2
Supergirl,Nebula,0,2,0
Supergirl,Nick Fury,2,2,2
Supergirl,Nomad,1,2,0
Supergirl,Odin,2,1,0
Supergirl,Okoye,1,1,1
Supergirl,Outrider,2,1,0
Supergirl,Pepper Potts (Extremis),2,1,0
Supergirl,Phastos,1,2,0
Supergirl,Photon,2,2,2
Supergirl,Proxima Midnight,2,1,0
Supergirl,Quake,2,2,2
Supergirl,Quicksilver,2,1,0
Supergirl,Red Guardian,1,1,1
Supergirl,Red Skull (Stonekeeper),1,1,1
Supergirl,Red Skull,0,1,0
Supergirl,Rescue,1,1,1
Supergirl,Rocket Raccoon,1,2,0
Supergirl,Ronan The Accuser (Power Stone),2,1,0
Supergirl,Ronan The Accuser,1,2,0
Supergirl,Ronin,0,1,0
Supergirl,Scarlet Witch,0,2,0
Supergirl,Sersi (uni-mind),2,2,2
Supergirl,Sersi,2,1,0
Supergirl,Shang-Chi,1,1,1
Supergirl,She-Hulk,2,1,0
Supergirl,Shuri,0,2,0
Supergirl,Sif,2,2,2
Supergirl,Sinister Strange,2,2,2
Supergirl,Smart Hulk,1,2,0
Supergirl,Spectral Vision,2,0,0
Supergirl,Spider-Man,2,1,0
Supergirl,Star-Lord (Celestial Power),1,0,0
Supergirl,Star-Lord,2,1,0
Supergirl,Stature,1,2,0
Supergirl,Surtur,1,2,0
Supergirl,Swole Groot,0,2,0
Supergirl,Talos The Untamed,1,1,1
Supergirl,Taskmaster,1,1,1
Supergirl,Teenage Groot,2,2,2
Supergirl,Thanos,0,1,0
Supergirl,Thanos (Infinity Gauntlet),1,1,1
Supergirl,The Collector,1,1,1
Supergirl,The Executioner,2,1,0
Supergirl,The Grandmaster,2,2,2
Supergirl,The Great Protector,2,1,0
Supergirl,The Punisher,2,2,2
Supergirl,Thena,2,2,2
Supergirl,Thor (Pre-Ragnarok),2,1,0
Supergirl,Thor (Awakened),2,2,2
Supergirl,Thor,0,1,0
Supergirl,Ultron,1,0,0
Supergirl,Unworthy Thor,2,2,2
Supergirl,Valkyrie,1,1,1
Supergirl,Vision,1,1,1
Supergirl,Vulture,2,1,0
Supergirl,Wanda Maximoff (Pre-WandaVision),2,1,0
Supergirl,War Machine,0,1,0
Supergirl,Warlock,2,1,0
Supergirl,Wasp,2,1,0
Supergirl,Whiplash,2,2,2
Supergirl,Whiplash (Mark II),2,1,0
Supergirl,White Wolf,2,0,0
Supergirl,Winter Soldier,1,1,1
Supergirl,Wolverine,1,2,0
Supergirl,Wong,1,2,0
Supergirl,YellowJacket,2,2,2
Supergirl,Yondu,2,2,2
Supergirl,Zeus,2,1,0
Superman,T.D.K.,1,1,1
Superman,The Flash,2,1,0
Superman,Vigilante,1,2,0
Superman,White Dragon,0,1,0
Superman,Wonder Woman (Armor of Asteria),1,2,0
Superman,Wrath,1,2,0
Superman,Zeus,2,2,2
Superman,Agatha Harkness,1,2,0
Superman,Abomination,1,2,0
Superman,Ajak,2,1,0
Superman,Ancient One (time stone),1,1,1
Superman,Ancient One,0,0,0
Superman,Ant-Man,1,1,1
Superman,Arishem The Judge,1,2,0
Superman,Ayo,1,1,1
Superman,Baby Groot,0,2,0
Superman,Baron Mordo,2,2,2
Superman,Baron Zemo,1,2,0
Superman,Black Bolt (Earth 838),1,2,0
Superman,Black Bolt,2,1,0
Superman,Black Panther,1,1,1
Superman,Black Panther,2,2,2
Superman,Black Widow,1,0,0
Superman,Black Widow,1,0,0
Superman,Bucky Barnes,2,1,0
Superman,Bullseye,0,1,0
Superman,Captain America,0,1,0
Superman,Captain America (Worthy),2,2,2
Superman,Captain Carter (Earth 838),1,2,0
Superman,Captain Marvel,2,2,2
Superman,Chitauri Footsoldier,2,1,0
Superman,Corvus Glaive,1,1,1
Superman,Crossbones,2,2,2
Superman,Cull Obsidian,1,2,0
Superman,Dar-Benn,2,1,0
Superman,Daredevil,2,2,2
Superman,Deathlok,2,2,2
Superman,Destroyer,1,1,1
Superman,Doctor Strange,2,1,0
Superman,Dormammu,1,1,1
Superman,Drax The Destroyer,1,2,0
Superman,Ebony Maw,2,1,0
Superman,Echo,0,2,0
Superman,Ego,2,2,2
Superman,Elektra,1,1,1
Superman,Eternity,2,2,2
Superman,Falcon,1,1,1
Superman,Fandral,1,2,0
Superman,Fat Thor,1,2,0
Superman,Fenris,2,2,2
Superman,Frigga,1,1,1
Superman,G'iah,2,0,0
Superman,Gamora,0,2,0
Superman,Gargantos,0,1,0
Superman,Ghost,0,1,0
Superman,Ghost Rider,1,0,0
Superman,Giant-Man,2,1,0
Superman,Gilgamesh,2,1,0
Superman,Gorr The God Butcher,1,2,0
Superman,Gravik,2,2,2
Superman,Groot,2,1,0
Superman,Hawkeye,1,2,0
Superman,Hawkeye,1,1,1
Superman,Heimdall,1,1,1
Superman,Hela,1,1,1
Superman,High Evolutionary,0,2,0
Superman,Hulk (Stark Gauntlet),1,2,0
Superman,Hulk,2,1,0
Superman,Ikaris,0,1,0
Superman,Iron Fist,1,1,1
Superman,Iron Man,1,2,0
Superman,Iron Man (Mk 1),0,2,0
Superman,Iron Man (Stark Gauntlet),1,2,0
Superman,Iron Man (Hulkbuster),2,1,0
Superman,Iron Monger,0,1,0
Superman,Iron Spider,2,2,2
Superman,Ironheart,1,2,0
Superman,Jemiah The Analyzer,2,1,0
Superman,Jessica Jones,2,1,0
Superman,Kaecilius,1,2,0
Superman,Kang the Conqueror,2,0,0
Superman,Killian,1,1,1
Superman,Killmonger,2,1,0
Superman,Kingo,1,1,1
Superman,Kingpin,2,1,0
Superman,Korath The Pursuer,2,2,2
Superman,Korg,2,1,0
Superman,Kro,1,1,1
Superman,Kurse,1,2,0
Superman,Kid Loki,2,2,2
Superman,Lady Loki,2,2,2
Superman,Leo Fitz,2,2,2
Superman,Leviathan,1,2,0
Superman,Loki,2,2,2
Superman,Loki (Mind Stone),1,2,0
Superman,Loki (Keeper Of The Multiverse),1,2,0
Superman,Loki (Variant L1130),1,2,0
Superman,Loki (King of Asgard),1,2,0
Superman,Luke Cage,2,2,2
Superman,M'baku,1,2,0
Superman,Makkari,2,2,2
Superman,Malekith (Reality Stone),2,1,0
Superman,Malekith,1,2,0
Superman,Mandarin,1,1,1
Superman,Mantis,2,1,0
Superman,Mighty Thor,1,2,0
Superman,MODOK,2,1,0
Superman,Moon Knight,2,1,0
Superman,Mr. Fantastic (Earth 838),1,1,1
Superman,Mr. Knight,1,0,0
Superman,Ms. America,1,0,0
Superman,Ms. Marvel,2,2,2
Superman,Mysterio,1,2,0
Superman,Namor,0,1,0
Superman,Nebula,1,2,0
Superman,Nick Fury,2,2,2
Superman,Nomad,1,1,1
Superman,Odin,1,2,0
Superman,Okoye,2,1,0
Superman,Outrider,2,2,2
Superman,Pepper Potts (Extremis),2,1,0
Superman,Phastos,2,2,2
Superman,Photon,2,0,0
Superman,Proxima Midnight,2,1,0
Superman,Quake,2,1,0
Superman,Quicksilver,2,2,2
Superman,Red Guardian,2,1,0
Superman,Red Skull (Stonekeeper),1,1,1
Superman,Red Skull,1,1,1
Superman,Rescue,2,1,0
Superman,Rocket Raccoon,1,2,0
Superman,Ronan The Accuser (Power Stone),2,1,0
Superman,Ronan The Accuser,1,2,0
Superman,Ronin,2,1,0
Superman,Scarlet Witch,1,0,0
Superman,Sersi (uni-mind),2,1,0
Superman,Sersi,2,2,2
Superman,Shang-Chi,1,2,0
Superman,She-Hulk,1,1,1
Superman,Shuri,1,2,0
Superman,Sif,1,2,0
Superman,Sinister Strange,1,1,1
Superman,Smart Hulk,0,2,0
Superman,Spectral Vision,2,1,0
Superman,Spider-Man,0,0,0
Superman,Star-Lord (Celestial Power),2,1,0
Superman,Star-Lord,1,2,0
Superman,Stature,2,1,0
Superman,Surtur,1,1,1
Superman,Swole Groot,2,1,0
Superman,Talos The Untamed,2,1,0
Superman,Taskmaster,2,1,0
Superman,Teenage Groot,1,2,0
Superman,Thanos,2,0,0
Superman,Thanos (Infinity Gauntlet),1,2,0
Superman,The Collector,0,1,0
Superman,The Executioner,1,2,0
Superman,The Grandmaster,1,1,1
Superman,The Great Protector,1,2,0
Superman,The Punisher,2,2,2
Superman,Thena,1,1,1
Superman,Thor (Pre-Ragnarok),1,2,0
Superman,Thor (Awakened),0,1,0
Superman,Thor,2,1,0
Superman,Ultron,2,2,2
Superman,Unworthy Thor,1,1,1
Superman,Valkyrie,2,1,0
Superman,Vision,1,1,1
Superman,Vulture,1,1,1
Superman,Wanda Maximoff (Pre-WandaVision),1,2,0
Superman,War Machine,2,1,0
Superman,Warlock,2,1,0
Superman,Wasp,1,1,1
Superman,Whiplash,1,1,1
Superman,Whiplash (Mark II),1,2,0
Superman,White Wolf,2,2,2
Superman,Winter Soldier,2,1,0
Superman,Wolverine,1,2,0
Superman,Wong,1,0,0
Superman,YellowJacket,2,0,0
Superman,Yondu,2,2,2
Superman,Zeus,2,2,2
T.D.K.,The Flash,2,2,2
T.D.K.,Vigilante,2,2,2
T.D.K.,White Dragon,0,1,0
T.D.K.,Wonder Woman (Armor of Asteria),1,2,0
T.D.K.,Wrath,0,0,0
T.D.K.,Zeus,2,2,2
T.D.K.,Agatha Harkness,0,1,0
T.D.K.,Abomination,1,2,0
T.D.K.,Ajak,1,2,0
T.D.K.,Ancient One (time stone),1,1,1
T.D.K.,Ancient One,2,1,0
T.D.K.,Ant-Man,1,0,0
T.D.K.,Arishem The Judge,1,2,0
T.D.K.,Ayo,2,1,0
T.D.K.,Baby Groot,0,1,0
T.D.K.,Baron Mordo,2,2,2
T.D.K.,Baron Zemo,2,2,2
T.D.K.,Black Bolt (Earth 838),2,2,2
T.D.K.,Black Bolt,2,1,0
T.D.K.,Black Panther,1,2,0
T.D.K.,Black Panther,2,2,2
T.D.K.,Black Widow,0,2,0
T.D.K.,Black Widow,1,1,1
T.D.K.,Bucky Barnes,0,2,0
T.D.K.,Bullseye,1,2,0
T.D.K.,Captain America,2,2,2
T.D.K.,Captain America (Worthy),1,1,1
T.D.K.,Captain Carter (Earth 838),2,1,0
T.D.K.,Captain Marvel,1,2,0
T.D.K.,Chitauri Footsoldier,1,1,1
T.D.K.,Corvus Glaive,2,2,2
T.D.K.,Crossbones,1,1,1
T.D.K.,Cull Obsidian,2,1,0
T.D.K.,Dar-Benn,1,1,1
T.D.K.,Daredevil,0,1,0
T.D.K.,Deathlok,1,2,0
T.D.K.,Destroyer,2,1,0
T.D.K.,Doctor Strange,0,2,0
T.D.K.,Dormammu,0,2,0
T.D.K.,Drax The Destroyer,1,1,1
T.D.K.,Ebony Maw,2,2,2
T.D.K.,Echo,2,2,2
T.D.K.,Ego,2,2,2
T.D.K.,Elektra,1,2,0
T.D.K.,Eternity,2,1,0
T.D.K.,Falcon,2,1,0
T.D.K.,Fandral,2,0,0
T.D.K.,Fat Thor,2,1,0
T.D.K.,Fenris,2,1,0
T.D.K.,Frigga,1,2,0
T.D.K.,G'iah,2,0,0
T.D.K.,Gamora,2,0,0
T.D.K.,Gargantos,0,1,0
T.D.K.,Ghost,0,1,0
T.D.K.,Ghost Rider,2,2,2
T.D.K.,Giant-Man,1,2,0
T.D.K.,Gilgamesh,2,1,0
T.D.K.,Gorr The God Butcher,1,0,0
T.D.K.,Gravik,1,1,1
T.D.K.,Groot,0,2,0
T.D.K.,Hawkeye,1,2,0
T.D.K.,Hawkeye,1,1,1
T.D.K.,Heimdall,1,2,0
T.D.K.,Hela,2,2,2
T.D.K.,High Evolutionary,2,0,0
T.D.K.,Hulk (Stark Gauntlet),1,2,0
T.D.K.,Hulk,1,1,1
T.D.K.,Ikaris,1,2,0
T.D.K.,Iron Fist,1,1,1
T.D.K.,Iron Man,1,1,1
T.D.K.,Iron Man (Mk 1),0,2,0
T.D.K.,Iron Man (Stark Gauntlet),0,1,0
T.D.K.,Iron Man (Hulkbuster),0,2,0
T.D.K.,Iron Monger,1,1,1
T.D.K.,Iron Spider,2,2,2
T.D.K.,Ironheart,1,1,1
T.D.K.,Jemiah The Analyzer,2,2,2
T.D.K.,Jessica Jones,2,1,0
T.D.K.,Kaecilius,2,1,0
T.D.K.,Kang the Conqueror,2,2,2
T.D.K.,Killian,1,2,0
T.D.K.,Killmonger,1,1,1
T.D.K.,Kingo,1,1,1
T.D.K.,Kingpin,2,1,0
T.D.K.,Korath The Pursuer,2,1,0
T.D.K.,Korg,2,2,2
T.D.K.,Kro,1,0,0
T.D.K.,Kurse,2,2,2
T.D.K.,Kid Loki,0,1,0
T.D.K.,Lady Loki,0,1,0
T.D.K.,Leo Fitz,2,1,0
T.D.K.,Leviathan,1,2,0
T.D.K.,Loki,2,1,0
T.D.K.,Loki (Mind Stone),0,1,0
T.D.K.,Loki (Keeper Of The Multiverse),2,0,0
T.D.K.,Loki (Variant L1130),1,2,0
T.D.K.,Loki (King of Asgard),2,1,0
T.D.K.,Luke Cage,2,2,2
T.D.K.,M'baku,2,2,2
T.D.K.,Makkari,1,1,1
T.D.K.,Malekith (Reality Stone),2,2,2
T.D.K.,Malekith,1,1,1
T.D.K.,Mandarin,0,2,0
T.D.K.,Mantis,1,1,1
T.D.K.,Mighty Thor,2,1,0
T.D.K.,MODOK,1,2,0
T.D.K.,Moon Knight,2,2,2
T.D.K.,Mr. Fantastic (Earth 838),2,2,2
T.D.K.,Mr. Knight,1,2,0
T.D.K.,Ms. America,2,1,0
T.D.K.,Ms. Marvel,0,1,0
T.D.K.,Mysterio,2,1,0
T.D.K.,Namor,1,2,0
T.D.K.,Nebula,1,2,0
T.D.K.,Nick Fury,1,2,0
T.D.K.,Nomad,1,1,1
T.D.K.,Odin,1,1,1
T.D.K.,Okoye,1,1,1
T.D.K.,Outrider,1,1,1
T.D.K.,Pepper Potts (Extremis),1,0,0
T.D.K.,Phastos,1,1,1
T.D.K.,Photon,2,1,0
T.D.K.,Proxima Midnight,2,1,0
T.D.K.,Quake,2,1,0
T.D.K.,Quicksilver,2,1,0
T.D.K.,Red Guardian,2,2,2
T.D.K.,Red Skull (Stonekeeper),2,1,0
T.D.K.,Red Skull,1,2,0
T.D.K.,Rescue,2,1,0
T.D.K.,Rocket Raccoon,0,2,0
T.D.K.,Ronan The Accuser (Power Stone),2,1,0
T.D.K.,Ronan The Accuser,2,1,0
T.D.K.,Ronin,1,2,0
T.D.K.,Scarlet Witch,2,2,2
T.D.K.,Sersi (uni-mind),0,1,0
T.D.K.,Sersi,1,0,0
T.D.K.,Shang-Chi,0,2,0
T.D.K.,She-Hulk,2,1,0
T.D.K.,Shuri,2,1,0
T.D.K.,Sif,2,2,2
T.D.K.,Sinister Strange,0,2,0
T.D.K.,Smart Hulk,1,1,1
T.D.K.,Spectral Vision,2,2,2
T.D.K.,Spider-Man,1,2,0
T.D.K.,Star-Lord (Celestial Power),2,0,0
T.D.K.,Star-Lord,0,2,0
T.D.K.,Stature,1,1,1
T.D.K.,Surtur,1,2,0
T.D.K.,Swole Groot,2,2,2
T.D.K.,Talos The Untamed,1,1,1
T.D.K.,Taskmaster,1,2,0
T.D.K.,Teenage Groot,1,1,1
T.D.K.,Thanos,1,1,1
T.D.K.,Thanos (Infinity Gauntlet),1,2,0
T.D.K.,The Collector,1,2,0
T.D.K.,The Executioner,2,2,2
T.D.K.,The Grandmaster,1,2,0
T.D.K.,The Great Protector,2,2,2
T.D.K.,The Punisher,2,1,0
T.D.K.,Thena,1,1,1
T.D.K.,Thor (Pre-Ragnarok),0,1,0
T.D.K.,Thor (Awakened),2,1,0
T.D.K.,Thor,0,2,0
T.D.K.,Ultron,1,2,0
T.D.K.,Unworthy Thor,0,2,0
T.D.K.,Valkyrie,2,2,2
T.D.K.,Vision,2,1,0
T.D.K.,Vulture,2,1,0
T.D.K.,Wanda Maximoff (Pre-WandaVision),2,2,2
T.D.K.,War Machine,1,2,0
T.D.K.,Warlock,1,0,0
T.D.K.,Wasp,1,1,1
T.D.K.,Whiplash,1,1,1
T.D.K.,Whiplash (Mark II),1,2,0
T.D.K.,White Wolf,1,2,0
T.D.K.,Winter Soldier,1,1,1
T.D.K.,Wolverine,1,1,1
T.D.K.,Wong,1,1,1
T.D.K.,YellowJacket,2,1,0
T.D.K.,Yondu,2,1,0
T.D.K.,Zeus,2,1,0
The Flash,Vigilante,1,1,1
The Flash,White Dragon,1,1,1
The Flash,Wonder Woman (Armor of Asteria),1,2,0
The Flash,Wrath,1,1,1
The Flash,Zeus,1,2,0
The Flash,Agatha Harkness,2,2,2
The Flash,Abomination,2,1,0
The Flash,Ajak,0,0,0
The Flash,Ancient One (time stone),1,1,1
The Flash,Ancient One,1,1,1
The Flash,Ant-Man,1,1,1
The Flash,Arishem The Judge,1,2,0
The Flash,Ayo,1,1,1
The Flash,Baby Groot,1,1,1
The Flash,Baron Mordo,1,2,0
The Flash,Baron Zemo,1,1,1
The Flash,Black Bolt (Earth 838),0,1,0
The Flash,Black Bolt,1,2,0
The Flash,Black Panther,2,1,0
The Flash,Black Panther,1,2,0
The Flash,Black Widow,2,2,2
The Flash,Black Widow,2,2,2
The Flash,Bucky Barnes,2,1,0
The Flash,Bullseye,2,1,0
The Flash,Captain America,2,1,0
The Flash,Captain America (Worthy),2,2,2
The Flash,Captain Carter (Earth 838),0,2,0
The Flash,Captain Marvel,1,1,1
The Flash,Chitauri Footsoldier,2,2,2
The Flash,Corvus Glaive,2,1,0
The Flash,Crossbones,2,1,0
The Flash,Cull Obsidian,2,1,0
The Flash,Dar-Benn,2,1,0
The Flash,Daredevil,2,2,2
The Flash,Deathlok,2,1,0
The Flash,Destroyer,1,2,0
The Flash,Doctor Strange,2,2,2
The Flash,Dormammu,2,2,2
The Flash,Drax The Destroyer,2,1,0
The Flash,Ebony Maw,2,2,2
The Flash,Echo,1,1,1
The Flash,Ego,0,2,0
The Flash,Elektra,2,1,0
The Flash,Eternity,2,2,2
The Flash,Falcon,1,2,0
The Flash,Fandral,1,2,0
The Flash,Fat Thor,2,2,2
The Flash,Fenris,2,0,0
The Flash,Frigga,2,1,0
The Flash,G'iah,2,1,0
The Flash,Gamora,1,1,1
The Flash,Gargantos,1,1,1
The Flash,Ghost,0,1,0
The Flash,Ghost Rider,2,2,2
The Flash,Giant-Man,0,2,0
The Flash,Gilgamesh,2,0,0
The Flash,Gorr The God Butcher,1,1,1
The Flash,Gravik,1,1,1
The Flash,Groot,2,1,0
The Flash,Hawkeye,0,2,0
The Flash,Hawkeye,2,0,0
The Flash,Heimdall,0,2,0
The Flash,Hela,0,1,0
The Flash,High Evolutionary,1,2,0
The Flash,Hulk (Stark Gauntlet),0,2,0
The Flash,Hulk,2,2,2
The Flash,Ikaris,1,1,1
The Flash,Iron Fist,0,1,0
The Flash,Iron Man,0,1,0
The Flash,Iron Man (Mk 1),2,2,2
The Flash,Iron Man (Stark Gauntlet),2,1,0
The Flash,Iron Man (Hulkbuster),1,2,0
The Flash,Iron Monger,2,2,2
The Flash,Iron Spider,2,2,2
The Flash,Ironheart,2,2,2
The Flash,Jemiah The Analyzer,1,1,1
The Flash,Jessica Jones,2,1,0
The Flash,Kaecilius,2,2,2
The Flash,Kang the Conqueror,2,2,2
The Flash,Killian,2,2,2
The Flash,Killmonger,2,2,2
The Flash,Kingo,1,2,0
The Flash,Kingpin,2,1,0
The Flash,Korath The Pursuer,1,2,0
The Flash,Korg,2,1,0
The Flash,Kro,0,1,0
The Flash,Kurse,1,1,1
The Flash,Kid Loki,2,1,0
The Flash,Lady Loki,2,1,0
The Flash,Leo Fitz,0,1,0
The Flash,Leviathan,1,1,1
The Flash,Loki,0,1,0
The Flash,Loki (Mind Stone),2,1,0
The Flash,Loki (Keeper Of The Multiverse),2,2,2
The Flash,Loki (Variant L1130),0,1,0
The Flash,Loki (King of Asgard),2,1,0
The Flash,Luke Cage,2,0,0
The Flash,M'baku,1,1,1
The Flash,Makkari,2,2,2
The Flash,Malekith (Reality Stone),1,2,0
The Flash,Malekith,2,2,2
The Flash,Mandarin,1,1,1
The Flash,Mantis,1,1,1
The Flash,Mighty Thor,1,1,1
The Flash,MODOK,1,2,0
The Flash,Moon Knight,2,2,2
The Flash,Mr. Fantastic (Earth 838),1,2,0
The Flash,Mr. Knight,1,1,1
The Flash,Ms. America,2,1,0
The Flash,Ms. Marvel,1,1,1
The Flash,Mysterio,1,2,0
The Flash,Namor,2,1,0
The Flash,Nebula,2,1,0
The Flash,Nick Fury,1,2,0
The Flash,Nomad,1,2,0
The Flash,Odin,2,0,0
The Flash,Okoye,1,0,0
