Heroe_1,Heroe_2,universo_1,Intelligence_1,Strength_1,Speed_1,Durability_1,Power_1,Combat_1,Tier_1,Tier2_1,universo_2,Intelligence_2,Strength_2,Speed_2,Durability_2,Power_2,Combat_2,Tier_2,Tier2_2,Resultado_x
Enchantress,Harley Quinn,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,60,5,8,10,10,80,1,,1
Enchantress,Hawkman,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,65,30,25,25,50,80,2,,1
Enchantress,Hespera,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,0,0,0,0,0,0,0,,1
Enchantress,Huntress,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,50,1,1,5,5,50,1,,1
Enchantress,Incubus,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,55,30,6,30,50,30,2,,1
Enchantress,Joker,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,65,1,7,5,10,45,1,,1
Enchantress,Jor-El,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,80,1,6,10,10,80,1,,1
Enchantress,Judomaster,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,60,1,6,15,10,100,1,,1
Enchantress,Karathen,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,75,95,25,50,60,30,3,,2
Enchantress,Katana,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,55,1,7,9,15,80,1,,1
Enchantress,Killer Croc,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,45,25,14,20,30,40,1,,1
Enchantress,King Nereus,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,70,45,30,25,45,75,2,,1
Enchantress,King Shark,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,50,30,17,25,40,40,1,1+,1
Enchantress,Lex Luthor,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,80,1,1,5,1,15,1,,1
Enchantress,Lust,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,65,65,65,40,60,65,3,,2
Enchantress,Mera,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,65,30,25,30,45,70,2,,1
Enchantress,Mister Zsasz,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,50,1,1,5,5,30,0,,1
Enchantress,Nam-Ek,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,65,95,50,40,70,65,3,,2
Enchantress,Nuidis Vulko,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,65,30,25,20,40,90,1,,1
Enchantress,Ocean Master,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,65,55,30,35,50,90,3,,1
Enchantress,Parademon,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,55,25,17,10,20,60,1,,1
Enchantress,Peacemaker,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,65,5,7,15,20,80,1,,1
Enchantress,Penthesileia,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,60,65,50,35,50,95,2,,2
Enchantress,Philippus,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,55,75,50,35,35,75,2,,1
Enchantress,Polka-Dot Man,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,60,1,6,10,35,35,1,,1
Enchantress,Queen Atlanna,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,70,30,25,30,50,75,2,,1
Enchantress,Queen Hippolyta,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,85,30,25,30,40,100,2,,1
Enchantress,Ratcatcher,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,65,1,6,5,10,20,1,,1
Enchantress,Rick Flag,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,55,1,6,10,10,70,1,,1
Enchantress,Sabbac,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,70,100,50,45,75,70,3,,2
Enchantress,Savant,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,55,1,1,5,10,40,1,,1
Enchantress,Shazam,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,60,95,60,40,70,30,3,3,2
Enchantress,Slipknot,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,45,1,1,5,5,30,0,,1
Enchantress,Sol Soria,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,55,1,1,5,5,40,0,,1
Enchantress,Starro,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,65,70,25,25,60,30,2,,1
Enchantress,Steppenwolf,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,90,90,25,45,65,100,3,,2
Enchantress,Supergirl,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,60,75,50,40,75,45,3,,2
Enchantress,Superman,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,80,100,85,45,80,50,3,4,2
Enchantress,T.D.K.,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,50,1,6,10,30,40,1,,1
Enchantress,The Flash,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,80,25,100,30,85,40,5,,2
Enchantress,Vigilante,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,60,1,7,10,10,70,1,,1
Enchantress,White Dragon,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,65,13,25,10,20,40,1,,1
Enchantress,Wonder Woman,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,80,95,70,60,55,100,3,,2
Enchantress,Wrath,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,65,65,65,40,60,65,3,,2
Enchantress,Zeus,DC Extended Universe,80,70,20,18,70,70,3,,DC Extended Universe,95,100,25,50,80,85,4,4,2
Envy,Faora,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,70,95,60,45,70,85,3,,2
Envy,Freddy Freeman,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,0,0,0,0,0,0,0,,1
Envy,General Zod,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,70,100,50,40,75,85,3,,2
Envy,Gluttony,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,65,65,65,40,60,65,3,,0
Envy,Green Lantern,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,65,75,25,40,65,70,3,,1
Envy,Harley Quinn,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,60,5,8,10,10,80,1,,1
Envy,Hawkman,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,65,30,25,25,50,80,2,,1
Envy,Hespera,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,0,0,0,0,0,0,0,,1
Envy,Huntress,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,50,1,1,5,5,50,1,,1
Envy,Incubus,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,55,30,6,30,50,30,2,,1
Envy,Joker,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,65,1,7,5,10,45,1,,1
Envy,Jor-El,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,80,1,6,10,10,80,1,,1
Envy,Judomaster,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,60,1,6,15,10,100,1,,1
Envy,Karathen,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,75,95,25,50,60,30,3,,1
Envy,Katana,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,55,1,7,9,15,80,1,,1
Envy,Killer Croc,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,45,25,14,20,30,40,1,,1
Envy,King Nereus,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,70,45,30,25,45,75,2,,1
Envy,King Shark,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,50,30,17,25,40,40,1,1+,1
Envy,Lex Luthor,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,80,1,1,5,1,15,1,,1
Envy,Lust,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,65,65,65,40,60,65,3,,0
Envy,Mera,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,65,30,25,30,45,70,2,,1
Envy,Mister Zsasz,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,50,1,1,5,5,30,0,,1
Envy,Nam-Ek,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,65,95,50,40,70,65,3,,2
Envy,Nuidis Vulko,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,65,30,25,20,40,90,1,,1
Envy,Ocean Master,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,65,55,30,35,50,90,3,,1
Envy,Parademon,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,55,25,17,10,20,60,1,,1
Envy,Peacemaker,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,65,5,7,15,20,80,1,,1
Envy,Penthesileia,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,60,65,50,35,50,95,2,,1
Envy,Philippus,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,55,75,50,35,35,75,2,,1
Envy,Polka-Dot Man,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,60,1,6,10,35,35,1,,1
Envy,Queen Atlanna,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,70,30,25,30,50,75,2,,1
Envy,Queen Hippolyta,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,85,30,25,30,40,100,2,,1
Envy,Ratcatcher,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,65,1,6,5,10,20,1,,1
Envy,Rick Flag,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,55,1,6,10,10,70,1,,1
Envy,Sabbac,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,70,100,50,45,75,70,3,,2
Envy,Savant,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,55,1,1,5,10,40,1,,1
Envy,Shazam,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,60,95,60,40,70,30,3,3,1
Envy,Slipknot,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,45,1,1,5,5,30,0,,1
Envy,Sol Soria,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,55,1,1,5,5,40,0,,1
Envy,Starro,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,65,70,25,25,60,30,2,,1
Envy,Steppenwolf,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,90,90,25,45,65,100,3,,2
Envy,Supergirl,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,60,75,50,40,75,45,3,,1
Envy,Superman,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,80,100,85,45,80,50,3,4,2
Envy,T.D.K.,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,50,1,6,10,30,40,1,,1
Envy,The Flash,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,80,25,100,30,85,40,5,,0
Envy,Vigilante,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,60,1,7,10,10,70,1,,1
Envy,White Dragon,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,65,13,25,10,20,40,1,,1
Envy,Wonder Woman,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,80,95,70,60,55,100,3,,2
Envy,Wrath,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,65,65,65,40,60,65,3,,0
Envy,Zeus,DC Extended Universe,65,65,65,40,60,65,3,,DC Extended Universe,95,100,25,50,80,85,4,4,2
Faora,Freddy Freeman,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,0,0,0,0,0,0,0,,1
Faora,General Zod,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,70,100,50,40,75,85,3,,1
Faora,Gluttony,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,65,65,65,40,60,65,3,,1
Faora,Green Lantern,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,65,75,25,40,65,70,3,,1
Faora,Harley Quinn,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,60,5,8,10,10,80,1,,1
Faora,Hawkman,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,65,30,25,25,50,80,2,,1
Faora,Hespera,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,0,0,0,0,0,0,0,,1
Faora,Huntress,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,50,1,1,5,5,50,1,,1
Faora,Incubus,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,55,30,6,30,50,30,2,,1
Faora,Joker,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,65,1,7,5,10,45,1,,1
Faora,Jor-El,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,80,1,6,10,10,80,1,,1
Faora,Judomaster,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,60,1,6,15,10,100,1,,1
Faora,Karathen,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,75,95,25,50,60,30,3,,1
Faora,Katana,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,55,1,7,9,15,80,1,,1
Faora,Killer Croc,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,45,25,14,20,30,40,1,,1
Faora,King Nereus,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,70,45,30,25,45,75,2,,1
Faora,King Shark,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,50,30,17,25,40,40,1,1+,1
Faora,Lex Luthor,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,80,1,1,5,1,15,1,,1
Faora,Lust,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,65,65,65,40,60,65,3,,1
Faora,Mera,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,65,30,25,30,45,70,2,,1
Faora,Mister Zsasz,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,50,1,1,5,5,30,0,,1
Faora,Nam-Ek,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,65,95,50,40,70,65,3,,1
Faora,Nuidis Vulko,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,65,30,25,20,40,90,1,,1
Faora,Ocean Master,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,65,55,30,35,50,90,3,,1
Faora,Parademon,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,55,25,17,10,20,60,1,,1
Faora,Peacemaker,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,65,5,7,15,20,80,1,,1
Faora,Penthesileia,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,60,65,50,35,50,95,2,,1
Faora,Philippus,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,55,75,50,35,35,75,2,,1
Faora,Polka-Dot Man,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,60,1,6,10,35,35,1,,1
Faora,Queen Atlanna,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,70,30,25,30,50,75,2,,1
Faora,Queen Hippolyta,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,85,30,25,30,40,100,2,,1
Faora,Ratcatcher,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,65,1,6,5,10,20,1,,1
Faora,Rick Flag,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,55,1,6,10,10,70,1,,1
Faora,Sabbac,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,70,100,50,45,75,70,3,,1
Faora,Savant,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,55,1,1,5,10,40,1,,1
Faora,Shazam,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,60,95,60,40,70,30,3,3,1
Faora,Slipknot,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,45,1,1,5,5,30,0,,1
Faora,Sol Soria,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,55,1,1,5,5,40,0,,1
Faora,Starro,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,65,70,25,25,60,30,2,,1
Faora,Steppenwolf,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,90,90,25,45,65,100,3,,1
Faora,Supergirl,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,60,75,50,40,75,45,3,,1
Faora,Superman,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,80,100,85,45,80,50,3,4,2
Faora,T.D.K.,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,50,1,6,10,30,40,1,,1
Faora,The Flash,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,80,25,100,30,85,40,5,,1
Faora,Vigilante,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,60,1,7,10,10,70,1,,1
Faora,White Dragon,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,65,13,25,10,20,40,1,,1
Faora,Wonder Woman,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,80,95,70,60,55,100,3,,2
Faora,Wrath,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,65,65,65,40,60,65,3,,1
Faora,Zeus,DC Extended Universe,70,95,60,45,70,85,3,,DC Extended Universe,95,100,25,50,80,85,4,4,2
Freddy Freeman,General Zod,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,70,100,50,40,75,85,3,,2
Freddy Freeman,Gluttony,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,65,65,65,40,60,65,3,,2
Freddy Freeman,Green Lantern,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,65,75,25,40,65,70,3,,2
Freddy Freeman,Harley Quinn,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,60,5,8,10,10,80,1,,2
Freddy Freeman,Hawkman,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,65,30,25,25,50,80,2,,2
Freddy Freeman,Hespera,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,0,0,0,0,0,0,0,,0
Freddy Freeman,Huntress,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,50,1,1,5,5,50,1,,2
Freddy Freeman,Incubus,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,55,30,6,30,50,30,2,,2
Freddy Freeman,Joker,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,65,1,7,5,10,45,1,,2
Freddy Freeman,Jor-El,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,80,1,6,10,10,80,1,,2
Freddy Freeman,Judomaster,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,60,1,6,15,10,100,1,,2
Freddy Freeman,Karathen,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,75,95,25,50,60,30,3,,2
Freddy Freeman,Katana,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,55,1,7,9,15,80,1,,2
Freddy Freeman,Killer Croc,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,45,25,14,20,30,40,1,,2
Freddy Freeman,King Nereus,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,70,45,30,25,45,75,2,,2
Freddy Freeman,King Shark,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,50,30,17,25,40,40,1,1+,2
Freddy Freeman,Lex Luthor,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,80,1,1,5,1,15,1,,2
Freddy Freeman,Lust,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,65,65,65,40,60,65,3,,2
Freddy Freeman,Mera,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,65,30,25,30,45,70,2,,2
Freddy Freeman,Mister Zsasz,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,50,1,1,5,5,30,0,,2
Freddy Freeman,Nam-Ek,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,65,95,50,40,70,65,3,,2
Freddy Freeman,Nuidis Vulko,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,65,30,25,20,40,90,1,,2
Freddy Freeman,Ocean Master,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,65,55,30,35,50,90,3,,2
Freddy Freeman,Parademon,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,55,25,17,10,20,60,1,,2
Freddy Freeman,Peacemaker,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,65,5,7,15,20,80,1,,2
Freddy Freeman,Penthesileia,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,60,65,50,35,50,95,2,,2
Freddy Freeman,Philippus,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,55,75,50,35,35,75,2,,2
Freddy Freeman,Polka-Dot Man,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,60,1,6,10,35,35,1,,2
Freddy Freeman,Queen Atlanna,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,70,30,25,30,50,75,2,,2
Freddy Freeman,Queen Hippolyta,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,85,30,25,30,40,100,2,,2
Freddy Freeman,Ratcatcher,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,65,1,6,5,10,20,1,,2
Freddy Freeman,Rick Flag,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,55,1,6,10,10,70,1,,2
Freddy Freeman,Sabbac,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,70,100,50,45,75,70,3,,2
Freddy Freeman,Savant,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,55,1,1,5,10,40,1,,2
Freddy Freeman,Shazam,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,60,95,60,40,70,30,3,3,2
Freddy Freeman,Slipknot,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,45,1,1,5,5,30,0,,2
Freddy Freeman,Sol Soria,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,55,1,1,5,5,40,0,,2
Freddy Freeman,Starro,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,65,70,25,25,60,30,2,,2
Freddy Freeman,Steppenwolf,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,90,90,25,45,65,100,3,,2
Freddy Freeman,Supergirl,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,60,75,50,40,75,45,3,,2
Freddy Freeman,Superman,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,80,100,85,45,80,50,3,4,2
Freddy Freeman,T.D.K.,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,50,1,6,10,30,40,1,,2
Freddy Freeman,The Flash,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,80,25,100,30,85,40,5,,2
Freddy Freeman,Vigilante,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,60,1,7,10,10,70,1,,2
Freddy Freeman,White Dragon,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,65,13,25,10,20,40,1,,2
Freddy Freeman,Wonder Woman,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,80,95,70,60,55,100,3,,2
Freddy Freeman,Wrath,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,65,65,65,40,60,65,3,,2
Freddy Freeman,Zeus,DC Extended Universe,0,0,0,0,0,0,0,,DC Extended Universe,95,100,25,50,80,85,4,4,2
General Zod,Gluttony,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,65,65,65,40,60,65,3,,1
General Zod,Green Lantern,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,65,75,25,40,65,70,3,,1
General Zod,Harley Quinn,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,60,5,8,10,10,80,1,,1
General Zod,Hawkman,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,65,30,25,25,50,80,2,,1
General Zod,Hespera,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,0,0,0,0,0,0,0,,1
General Zod,Huntress,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,50,1,1,5,5,50,1,,1
General Zod,Incubus,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,55,30,6,30,50,30,2,,1
General Zod,Joker,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,65,1,7,5,10,45,1,,1
General Zod,Jor-El,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,80,1,6,10,10,80,1,,1
General Zod,Judomaster,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,60,1,6,15,10,100,1,,1
General Zod,Karathen,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,75,95,25,50,60,30,3,,1
General Zod,Katana,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,55,1,7,9,15,80,1,,1
General Zod,Killer Croc,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,45,25,14,20,30,40,1,,1
General Zod,King Nereus,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,70,45,30,25,45,75,2,,1
General Zod,King Shark,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,50,30,17,25,40,40,1,1+,1
General Zod,Lex Luthor,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,80,1,1,5,1,15,1,,1
General Zod,Lust,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,65,65,65,40,60,65,3,,1
General Zod,Mera,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,65,30,25,30,45,70,2,,1
General Zod,Mister Zsasz,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,50,1,1,5,5,30,0,,1
General Zod,Nam-Ek,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,65,95,50,40,70,65,3,,1
General Zod,Nuidis Vulko,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,65,30,25,20,40,90,1,,1
General Zod,Ocean Master,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,65,55,30,35,50,90,3,,1
General Zod,Parademon,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,55,25,17,10,20,60,1,,1
General Zod,Peacemaker,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,65,5,7,15,20,80,1,,1
General Zod,Penthesileia,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,60,65,50,35,50,95,2,,1
General Zod,Philippus,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,55,75,50,35,35,75,2,,1
General Zod,Polka-Dot Man,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,60,1,6,10,35,35,1,,1
General Zod,Queen Atlanna,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,70,30,25,30,50,75,2,,1
General Zod,Queen Hippolyta,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,85,30,25,30,40,100,2,,1
General Zod,Ratcatcher,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,65,1,6,5,10,20,1,,1
General Zod,Rick Flag,DC Extended Universe,70,100,50,40,75,85,3,,DC Extended Universe,55,1,6,10,10,70,1,,1
