Heroe 1,Heroe 2
Captain America (Worthy),Drax The Destroyer
Captain America (Worthy),Ebony Maw
Captain America (Worthy),Echo
Captain America (Worthy),Ego
Captain America (Worthy),Elektra
Captain America (Worthy),Eternity
Captain America (Worthy),Falcon
Captain America (Worthy),Fandral
Captain America (Worthy),Fat Thor
Captain America (Worthy),Fenris
Captain America (Worthy),Frigga
Captain America (Worthy),G'iah
Captain America (Worthy),Gamora
Captain America (Worthy),Gargantos
Captain America (Worthy),Ghost
Captain America (Worthy),Ghost Rider
Captain America (Worthy),Giant-Man
Captain America (Worthy),Gilgamesh
Captain America (Worthy),Gorr The God Butcher
Captain America (Worthy),Gravik
Captain America (Worthy),Groot
Captain America (Worthy),Hawkeye
Captain America (Worthy),Hawkeye
Captain America (Worthy),Heimdall
Captain America (Worthy),Hela
Captain America (Worthy),High Evolutionary
Captain America (Worthy),Hulk (Stark Gauntlet)
Captain America (Worthy),Hulk
Captain America (Worthy),Ikaris
Captain America (Worthy),Iron Fist
Captain America (Worthy),Iron Man
Captain America (Worthy),Iron Man (Mk 1)
Captain America (Worthy),Iron Man (Stark Gauntlet)
Captain America (Worthy),Iron Man (Hulkbuster)
Captain America (Worthy),Iron Monger
Captain America (Worthy),Iron Spider
Captain America (Worthy),Ironheart
Captain America (Worthy),Jemiah The Analyzer
Captain America (Worthy),Jessica Jones
Captain America (Worthy),Kaecilius
Captain America (Worthy),Kang the Conqueror
Captain America (Worthy),Killian
Captain America (Worthy),Killmonger
Captain America (Worthy),Kingo
Captain America (Worthy),Kingpin
Captain America (Worthy),Korath The Pursuer
Captain America (Worthy),Korg
Captain America (Worthy),Kro
Captain America (Worthy),Kurse
Captain America (Worthy),Kid Loki
Captain America (Worthy),Lady Loki
Captain America (Worthy),Leo Fitz
Captain America (Worthy),Leviathan
Captain America (Worthy),Loki
Captain America (Worthy),Loki (Mind Stone)
Captain America (Worthy),Loki (Keeper Of The Multiverse)
Captain America (Worthy),Loki (Variant L1130)
Captain America (Worthy),Loki (King of Asgard)
Captain America (Worthy),Luke Cage
Captain America (Worthy),M'baku
Captain America (Worthy),Makkari
Captain America (Worthy),Malekith (Reality Stone)
Captain America (Worthy),Malekith
Captain America (Worthy),Mandarin
Captain America (Worthy),Mantis
Captain America (Worthy),Mighty Thor
Captain America (Worthy),MODOK
Captain America (Worthy),Moon Knight
Captain America (Worthy),Mr. Fantastic (Earth 838)
Captain America (Worthy),Mr. Knight
Captain America (Worthy),Ms. America
Captain America (Worthy),Ms. Marvel
Captain America (Worthy),Mysterio
Captain America (Worthy),Namor
Captain America (Worthy),Nebula
Captain America (Worthy),Nick Fury
Captain America (Worthy),Nomad
Captain America (Worthy),Odin
Captain America (Worthy),Okoye
Captain America (Worthy),Outrider
Captain America (Worthy),Pepper Potts (Extremis)
Captain America (Worthy),Phastos
Captain America (Worthy),Photon
Captain America (Worthy),Proxima Midnight
Captain America (Worthy),Quake
Captain America (Worthy),Quicksilver
Captain America (Worthy),Red Guardian
Captain America (Worthy),Red Skull (Stonekeeper)
Captain America (Worthy),Red Skull
Captain America (Worthy),Rescue
Captain America (Worthy),Rocket Raccoon
Captain America (Worthy),Ronan The Accuser (Power Stone)
Captain America (Worthy),Ronan The Accuser
Captain America (Worthy),Ronin
Captain America (Worthy),Scarlet Witch
Captain America (Worthy),Sersi (uni-mind)
Captain America (Worthy),Sersi
Captain America (Worthy),Shang-Chi
Captain America (Worthy),She-Hulk
Captain America (Worthy),Shuri
Captain America (Worthy),Sif
Captain America (Worthy),Sinister Strange
Captain America (Worthy),Smart Hulk
Captain America (Worthy),Spectral Vision
Captain America (Worthy),Spider-Man
Captain America (Worthy),Star-Lord (Celestial Power)
Captain America (Worthy),Star-Lord
Captain America (Worthy),Stature
Captain America (Worthy),Surtur
Captain America (Worthy),Swole Groot
Captain America (Worthy),Talos The Untamed
Captain America (Worthy),Taskmaster
Captain America (Worthy),Teenage Groot
Captain America (Worthy),Thanos
Captain America (Worthy),Thanos (Infinity Gauntlet)
Captain America (Worthy),The Collector
Captain America (Worthy),The Executioner
Captain America (Worthy),The Grandmaster
Captain America (Worthy),The Great Protector
Captain America (Worthy),The Punisher
Captain America (Worthy),Thena
Captain America (Worthy),Thor (Pre-Ragnarok)
Captain America (Worthy),Thor (Awakened)
Captain America (Worthy),Thor
Captain America (Worthy),Ultron
Captain America (Worthy),Unworthy Thor
Captain America (Worthy),Valkyrie
Captain America (Worthy),Vision
Captain America (Worthy),Volstagg
Captain America (Worthy),Vulture
Captain America (Worthy),Wanda Maximoff (Pre-WandaVision)
Captain America (Worthy),War Machine
Captain America (Worthy),Warlock
Captain America (Worthy),Wasp
Captain America (Worthy),Whiplash
Captain America (Worthy),Whiplash (Mark II)
Captain America (Worthy),White Wolf
Captain America (Worthy),Winter Soldier
Captain America (Worthy),Wolverine
Captain America (Worthy),Wong
Captain America (Worthy),YellowJacket
Captain America (Worthy),Yondu
Captain America (Worthy),Zeus
Captain Carter (Earth 838),Captain Marvel
Captain Carter (Earth 838),Chitauri Footsoldier
Captain Carter (Earth 838),Corvus Glaive
Captain Carter (Earth 838),Crossbones
Captain Carter (Earth 838),Cull Obsidian
Captain Carter (Earth 838),Dar-Benn
Captain Carter (Earth 838),Daredevil
Captain Carter (Earth 838),Deathlok
Captain Carter (Earth 838),Destroyer
Captain Carter (Earth 838),Doctor Strange
Captain Carter (Earth 838),Dormammu
Captain Carter (Earth 838),Drax The Destroyer
Captain Carter (Earth 838),Ebony Maw
Captain Carter (Earth 838),Echo
Captain Carter (Earth 838),Ego
Captain Carter (Earth 838),Elektra
Captain Carter (Earth 838),Eternity
Captain Carter (Earth 838),Falcon
Captain Carter (Earth 838),Fandral
Captain Carter (Earth 838),Fat Thor
Captain Carter (Earth 838),Fenris
Captain Carter (Earth 838),Frigga
Captain Carter (Earth 838),G'iah
Captain Carter (Earth 838),Gamora
Captain Carter (Earth 838),Gargantos
Captain Carter (Earth 838),Ghost
Captain Carter (Earth 838),Ghost Rider
Captain Carter (Earth 838),Giant-Man
Captain Carter (Earth 838),Gilgamesh
Captain Carter (Earth 838),Gorr The God Butcher
Captain Carter (Earth 838),Gravik
Captain Carter (Earth 838),Groot
Captain Carter (Earth 838),Hawkeye
Captain Carter (Earth 838),Hawkeye
Captain Carter (Earth 838),Heimdall
Captain Carter (Earth 838),Hela
Captain Carter (Earth 838),High Evolutionary
Captain Carter (Earth 838),Hulk (Stark Gauntlet)
Captain Carter (Earth 838),Hulk
Captain Carter (Earth 838),Ikaris
Captain Carter (Earth 838),Iron Fist
Captain Carter (Earth 838),Iron Man
Captain Carter (Earth 838),Iron Man (Mk 1)
Captain Carter (Earth 838),Iron Man (Stark Gauntlet)
Captain Carter (Earth 838),Iron Man (Hulkbuster)
Captain Carter (Earth 838),Iron Monger
Captain Carter (Earth 838),Iron Spider
Captain Carter (Earth 838),Ironheart
Captain Carter (Earth 838),Jemiah The Analyzer
Captain Carter (Earth 838),Jessica Jones
Captain Carter (Earth 838),Kaecilius
Captain Carter (Earth 838),Kang the Conqueror
Captain Carter (Earth 838),Killian
Captain Carter (Earth 838),Killmonger
Captain Carter (Earth 838),Kingo
Captain Carter (Earth 838),Kingpin
Captain Carter (Earth 838),Korath The Pursuer
Captain Carter (Earth 838),Korg
Captain Carter (Earth 838),Kro
Captain Carter (Earth 838),Kurse
Captain Carter (Earth 838),Kid Loki
Captain Carter (Earth 838),Lady Loki
Captain Carter (Earth 838),Leo Fitz
Captain Carter (Earth 838),Leviathan
Captain Carter (Earth 838),Loki
Captain Carter (Earth 838),Loki (Mind Stone)
Captain Carter (Earth 838),Loki (Keeper Of The Multiverse)
Captain Carter (Earth 838),Loki (Variant L1130)
Captain Carter (Earth 838),Loki (King of Asgard)
Captain Carter (Earth 838),Luke Cage
Captain Carter (Earth 838),M'baku
Captain Carter (Earth 838),Makkari
Captain Carter (Earth 838),Malekith (Reality Stone)
Captain Carter (Earth 838),Malekith
Captain Carter (Earth 838),Mandarin
Captain Carter (Earth 838),Mantis
Captain Carter (Earth 838),Mighty Thor
Captain Carter (Earth 838),MODOK
Captain Carter (Earth 838),Moon Knight
Captain Carter (Earth 838),Mr. Fantastic (Earth 838)
Captain Carter (Earth 838),Mr. Knight
Captain Carter (Earth 838),Ms. America
Captain Carter (Earth 838),Ms. Marvel
Captain Carter (Earth 838),Mysterio
Captain Carter (Earth 838),Namor
Captain Carter (Earth 838),Nebula
Captain Carter (Earth 838),Nick Fury
Captain Carter (Earth 838),Nomad
Captain Carter (Earth 838),Odin
Captain Carter (Earth 838),Okoye
Captain Carter (Earth 838),Outrider
Captain Carter (Earth 838),Pepper Potts (Extremis)
Captain Carter (Earth 838),Phastos
Captain Carter (Earth 838),Photon
Captain Carter (Earth 838),Proxima Midnight
Captain Carter (Earth 838),Quake
Captain Carter (Earth 838),Quicksilver
Captain Carter (Earth 838),Red Guardian
Captain Carter (Earth 838),Red Skull (Stonekeeper)
Captain Carter (Earth 838),Red Skull
Captain Carter (Earth 838),Rescue
Captain Carter (Earth 838),Rocket Raccoon
Captain Carter (Earth 838),Ronan The Accuser (Power Stone)
Captain Carter (Earth 838),Ronan The Accuser
Captain Carter (Earth 838),Ronin
Captain Carter (Earth 838),Scarlet Witch
Captain Carter (Earth 838),Sersi (uni-mind)
Captain Carter (Earth 838),Sersi
Captain Carter (Earth 838),Shang-Chi
Captain Carter (Earth 838),She-Hulk
Captain Carter (Earth 838),Shuri
Captain Carter (Earth 838),Sif
Captain Carter (Earth 838),Sinister Strange
Captain Carter (Earth 838),Smart Hulk
Captain Carter (Earth 838),Spectral Vision
Captain Carter (Earth 838),Spider-Man
Captain Carter (Earth 838),Star-Lord (Celestial Power)
Captain Carter (Earth 838),Star-Lord
Captain Carter (Earth 838),Stature
Captain Carter (Earth 838),Surtur
Captain Carter (Earth 838),Swole Groot
Captain Carter (Earth 838),Talos The Untamed
Captain Carter (Earth 838),Taskmaster
Captain Carter (Earth 838),Teenage Groot
Captain Carter (Earth 838),Thanos
Captain Carter (Earth 838),Thanos (Infinity Gauntlet)
Captain Carter (Earth 838),The Collector
Captain Carter (Earth 838),The Executioner
Captain Carter (Earth 838),The Grandmaster
Captain Carter (Earth 838),The Great Protector
Captain Carter (Earth 838),The Punisher
Captain Carter (Earth 838),Thena
Captain Carter (Earth 838),Thor (Pre-Ragnarok)
Captain Carter (Earth 838),Thor (Awakened)
Captain Carter (Earth 838),Thor
Captain Carter (Earth 838),Ultron
Captain Carter (Earth 838),Unworthy Thor
Captain Carter (Earth 838),Valkyrie
Captain Carter (Earth 838),Vision
Captain Carter (Earth 838),Volstagg
Captain Carter (Earth 838),Vulture
Captain Carter (Earth 838),Wanda Maximoff (Pre-WandaVision)
Captain Carter (Earth 838),War Machine
Captain Carter (Earth 838),Warlock
Captain Carter (Earth 838),Wasp
Captain Carter (Earth 838),Whiplash
Captain Carter (Earth 838),Whiplash (Mark II)
Captain Carter (Earth 838),White Wolf
Captain Carter (Earth 838),Winter Soldier
Captain Carter (Earth 838),Wolverine
Captain Carter (Earth 838),Wong
Captain Carter (Earth 838),YellowJacket
Captain Carter (Earth 838),Yondu
Captain Carter (Earth 838),Zeus
Captain Marvel,Chitauri Footsoldier
Captain Marvel,Corvus Glaive
Captain Marvel,Crossbones
Captain Marvel,Cull Obsidian
Captain Marvel,Dar-Benn
Captain Marvel,Daredevil
Captain Marvel,Deathlok
Captain Marvel,Destroyer
Captain Marvel,Doctor Strange
Captain Marvel,Dormammu
Captain Marvel,Drax The Destroyer
Captain Marvel,Ebony Maw
Captain Marvel,Echo
Captain Marvel,Ego
Captain Marvel,Elektra
Captain Marvel,Eternity
Captain Marvel,Falcon
Captain Marvel,Fandral
Captain Marvel,Fat Thor
Captain Marvel,Fenris
Captain Marvel,Frigga
Captain Marvel,G'iah
Captain Marvel,Gamora
Captain Marvel,Gargantos
Captain Marvel,Ghost
Captain Marvel,Ghost Rider
Captain Marvel,Giant-Man
Captain Marvel,Gilgamesh
Captain Marvel,Gorr The God Butcher
Captain Marvel,Gravik
Captain Marvel,Groot
Captain Marvel,Hawkeye
Captain Marvel,Hawkeye
Captain Marvel,Heimdall
Captain Marvel,Hela
Captain Marvel,High Evolutionary
Captain Marvel,Hulk (Stark Gauntlet)
Captain Marvel,Hulk
Captain Marvel,Ikaris
Captain Marvel,Iron Fist
Captain Marvel,Iron Man
Captain Marvel,Iron Man (Mk 1)
Captain Marvel,Iron Man (Stark Gauntlet)
Captain Marvel,Iron Man (Hulkbuster)
Captain Marvel,Iron Monger
Captain Marvel,Iron Spider
Captain Marvel,Ironheart
Captain Marvel,Jemiah The Analyzer
Captain Marvel,Jessica Jones
Captain Marvel,Kaecilius
Captain Marvel,Kang the Conqueror
Captain Marvel,Killian
Captain Marvel,Killmonger
Captain Marvel,Kingo
Captain Marvel,Kingpin
Captain Marvel,Korath The Pursuer
Captain Marvel,Korg
Captain Marvel,Kro
Captain Marvel,Kurse
Captain Marvel,Kid Loki
Captain Marvel,Lady Loki
Captain Marvel,Leo Fitz
Captain Marvel,Leviathan
Captain Marvel,Loki
Captain Marvel,Loki (Mind Stone)
Captain Marvel,Loki (Keeper Of The Multiverse)
Captain Marvel,Loki (Variant L1130)
Captain Marvel,Loki (King of Asgard)
Captain Marvel,Luke Cage
Captain Marvel,M'baku
Captain Marvel,Makkari
Captain Marvel,Malekith (Reality Stone)
Captain Marvel,Malekith
Captain Marvel,Mandarin
Captain Marvel,Mantis
Captain Marvel,Mighty Thor
Captain Marvel,MODOK
Captain Marvel,Moon Knight
Captain Marvel,Mr. Fantastic (Earth 838)
Captain Marvel,Mr. Knight
Captain Marvel,Ms. America
Captain Marvel,Ms. Marvel
Captain Marvel,Mysterio
Captain Marvel,Namor
Captain Marvel,Nebula
Captain Marvel,Nick Fury
Captain Marvel,Nomad
Captain Marvel,Odin
Captain Marvel,Okoye
Captain Marvel,Outrider
Captain Marvel,Pepper Potts (Extremis)
Captain Marvel,Phastos
Captain Marvel,Photon
Captain Marvel,Proxima Midnight
Captain Marvel,Quake
Captain Marvel,Quicksilver
Captain Marvel,Red Guardian
Captain Marvel,Red Skull (Stonekeeper)
Captain Marvel,Red Skull
Captain Marvel,Rescue
Captain Marvel,Rocket Raccoon
Captain Marvel,Ronan The Accuser (Power Stone)
Captain Marvel,Ronan The Accuser
Captain Marvel,Ronin
Captain Marvel,Scarlet Witch
Captain Marvel,Sersi (uni-mind)
Captain Marvel,Sersi
Captain Marvel,Shang-Chi
Captain Marvel,She-Hulk
Captain Marvel,Shuri
Captain Marvel,Sif
Captain Marvel,Sinister Strange
Captain Marvel,Smart Hulk
Captain Marvel,Spectral Vision
Captain Marvel,Spider-Man
Captain Marvel,Star-Lord (Celestial Power)
Captain Marvel,Star-Lord
Captain Marvel,Stature
Captain Marvel,Surtur
Captain Marvel,Swole Groot
Captain Marvel,Talos The Untamed
Captain Marvel,Taskmaster
Captain Marvel,Teenage Groot
Captain Marvel,Thanos
Captain Marvel,Thanos (Infinity Gauntlet)
Captain Marvel,The Collector
Captain Marvel,The Executioner
Captain Marvel,The Grandmaster
Captain Marvel,The Great Protector
Captain Marvel,The Punisher
Captain Marvel,Thena
Captain Marvel,Thor (Pre-Ragnarok)
Captain Marvel,Thor (Awakened)
Captain Marvel,Thor
Captain Marvel,Ultron
Captain Marvel,Unworthy Thor
Captain Marvel,Valkyrie
Captain Marvel,Vision
Captain Marvel,Volstagg
Captain Marvel,Vulture
Captain Marvel,Wanda Maximoff (Pre-WandaVision)
Captain Marvel,War Machine
Captain Marvel,Warlock
Captain Marvel,Wasp
Captain Marvel,Whiplash
Captain Marvel,Whiplash (Mark II)
Captain Marvel,White Wolf
Captain Marvel,Winter Soldier
Captain Marvel,Wolverine
Captain Marvel,Wong
Captain Marvel,YellowJacket
Captain Marvel,Yondu
Captain Marvel,Zeus
Chitauri Footsoldier,Corvus Glaive
Chitauri Footsoldier,Crossbones
Chitauri Footsoldier,Cull Obsidian
Chitauri Footsoldier,Dar-Benn
Chitauri Footsoldier,Daredevil
Chitauri Footsoldier,Deathlok
Chitauri Footsoldier,Destroyer
Chitauri Footsoldier,Doctor Strange
Chitauri Footsoldier,Dormammu
Chitauri Footsoldier,Drax The Destroyer
Chitauri Footsoldier,Ebony Maw
Chitauri Footsoldier,Echo
Chitauri Footsoldier,Ego
Chitauri Footsoldier,Elektra
Chitauri Footsoldier,Eternity
Chitauri Footsoldier,Falcon
Chitauri Footsoldier,Fandral
Chitauri Footsoldier,Fat Thor
Chitauri Footsoldier,Fenris
Chitauri Footsoldier,Frigga
Chitauri Footsoldier,G'iah
Chitauri Footsoldier,Gamora
Chitauri Footsoldier,Gargantos
Chitauri Footsoldier,Ghost
Chitauri Footsoldier,Ghost Rider
Chitauri Footsoldier,Giant-Man
Chitauri Footsoldier,Gilgamesh
Chitauri Footsoldier,Gorr The God Butcher
Chitauri Footsoldier,Gravik
Chitauri Footsoldier,Groot
Chitauri Footsoldier,Hawkeye
Chitauri Footsoldier,Hawkeye
Chitauri Footsoldier,Heimdall
Chitauri Footsoldier,Hela
Chitauri Footsoldier,High Evolutionary
Chitauri Footsoldier,Hulk (Stark Gauntlet)
Chitauri Footsoldier,Hulk
Chitauri Footsoldier,Ikaris
Chitauri Footsoldier,Iron Fist
Chitauri Footsoldier,Iron Man
Chitauri Footsoldier,Iron Man (Mk 1)
Chitauri Footsoldier,Iron Man (Stark Gauntlet)
Chitauri Footsoldier,Iron Man (Hulkbuster)
Chitauri Footsoldier,Iron Monger
Chitauri Footsoldier,Iron Spider
Chitauri Footsoldier,Ironheart
Chitauri Footsoldier,Jemiah The Analyzer
Chitauri Footsoldier,Jessica Jones
Chitauri Footsoldier,Kaecilius
Chitauri Footsoldier,Kang the Conqueror
Chitauri Footsoldier,Killian
Chitauri Footsoldier,Killmonger
Chitauri Footsoldier,Kingo
Chitauri Footsoldier,Kingpin
Chitauri Footsoldier,Korath The Pursuer
Chitauri Footsoldier,Korg
Chitauri Footsoldier,Kro
Chitauri Footsoldier,Kurse
Chitauri Footsoldier,Kid Loki
Chitauri Footsoldier,Lady Loki
Chitauri Footsoldier,Leo Fitz
Chitauri Footsoldier,Leviathan
Chitauri Footsoldier,Loki
Chitauri Footsoldier,Loki (Mind Stone)
Chitauri Footsoldier,Loki (Keeper Of The Multiverse)
Chitauri Footsoldier,Loki (Variant L1130)
Chitauri Footsoldier,Loki (King of Asgard)
Chitauri Footsoldier,Luke Cage
Chitauri Footsoldier,M'baku
Chitauri Footsoldier,Makkari
Chitauri Footsoldier,Malekith (Reality Stone)
Chitauri Footsoldier,Malekith
Chitauri Footsoldier,Mandarin
Chitauri Footsoldier,Mantis
Chitauri Footsoldier,Mighty Thor
Chitauri Footsoldier,MODOK
Chitauri Footsoldier,Moon Knight
Chitauri Footsoldier,Mr. Fantastic (Earth 838)
Chitauri Footsoldier,Mr. Knight
Chitauri Footsoldier,Ms. America
Chitauri Footsoldier,Ms. Marvel
Chitauri Footsoldier,Mysterio
Chitauri Footsoldier,Namor
Chitauri Footsoldier,Nebula
Chitauri Footsoldier,Nick Fury
Chitauri Footsoldier,Nomad
Chitauri Footsoldier,Odin
Chitauri Footsoldier,Okoye
Chitauri Footsoldier,Outrider
Chitauri Footsoldier,Pepper Potts (Extremis)
Chitauri Footsoldier,Phastos
Chitauri Footsoldier,Photon
Chitauri Footsoldier,Proxima Midnight
Chitauri Footsoldier,Quake
Chitauri Footsoldier,Quicksilver
Chitauri Footsoldier,Red Guardian
Chitauri Footsoldier,Red Skull (Stonekeeper)
Chitauri Footsoldier,Red Skull
Chitauri Footsoldier,Rescue
Chitauri Footsoldier,Rocket Raccoon
Chitauri Footsoldier,Ronan The Accuser (Power Stone)
Chitauri Footsoldier,Ronan The Accuser
Chitauri Footsoldier,Ronin
Chitauri Footsoldier,Scarlet Witch
Chitauri Footsoldier,Sersi (uni-mind)
Chitauri Footsoldier,Sersi
Chitauri Footsoldier,Shang-Chi
Chitauri Footsoldier,She-Hulk
Chitauri Footsoldier,Shuri
Chitauri Footsoldier,Sif
Chitauri Footsoldier,Sinister Strange
Chitauri Footsoldier,Smart Hulk
Chitauri Footsoldier,Spectral Vision
Chitauri Footsoldier,Spider-Man
Chitauri Footsoldier,Star-Lord (Celestial Power)
Chitauri Footsoldier,Star-Lord
Chitauri Footsoldier,Stature
Chitauri Footsoldier,Surtur
Chitauri Footsoldier,Swole Groot
Chitauri Footsoldier,Talos The Untamed
Chitauri Footsoldier,Taskmaster
Chitauri Footsoldier,Teenage Groot
Chitauri Footsoldier,Thanos
Chitauri Footsoldier,Thanos (Infinity Gauntlet)
Chitauri Footsoldier,The Collector
Chitauri Footsoldier,The Executioner
Chitauri Footsoldier,The Grandmaster
Chitauri Footsoldier,The Great Protector
Chitauri Footsoldier,The Punisher
Chitauri Footsoldier,Thena
Chitauri Footsoldier,Thor (Pre-Ragnarok)
Chitauri Footsoldier,Thor (Awakened)
Chitauri Footsoldier,Thor
Chitauri Footsoldier,Ultron
Chitauri Footsoldier,Unworthy Thor
Chitauri Footsoldier,Valkyrie
Chitauri Footsoldier,Vision
Chitauri Footsoldier,Volstagg
Chitauri Footsoldier,Vulture
Chitauri Footsoldier,Wanda Maximoff (Pre-WandaVision)
Chitauri Footsoldier,War Machine
Chitauri Footsoldier,Warlock
Chitauri Footsoldier,Wasp
Chitauri Footsoldier,Whiplash
Chitauri Footsoldier,Whiplash (Mark II)
Chitauri Footsoldier,White Wolf
Chitauri Footsoldier,Winter Soldier
Chitauri Footsoldier,Wolverine
Chitauri Footsoldier,Wong
Chitauri Footsoldier,YellowJacket
Chitauri Footsoldier,Yondu
Chitauri Footsoldier,Zeus
Corvus Glaive,Crossbones
Corvus Glaive,Cull Obsidian
Corvus Glaive,Dar-Benn
Corvus Glaive,Daredevil
Corvus Glaive,Deathlok
Corvus Glaive,Destroyer
Corvus Glaive,Doctor Strange
Corvus Glaive,Dormammu
Corvus Glaive,Drax The Destroyer
Corvus Glaive,Ebony Maw
Corvus Glaive,Echo
Corvus Glaive,Ego
Corvus Glaive,Elektra
Corvus Glaive,Eternity
Corvus Glaive,Falcon
Corvus Glaive,Fandral
Corvus Glaive,Fat Thor
Corvus Glaive,Fenris
Corvus Glaive,Frigga
Corvus Glaive,G'iah
Corvus Glaive,Gamora
Corvus Glaive,Gargantos
Corvus Glaive,Ghost
Corvus Glaive,Ghost Rider
Corvus Glaive,Giant-Man
Corvus Glaive,Gilgamesh
Corvus Glaive,Gorr The God Butcher
Corvus Glaive,Gravik
Corvus Glaive,Groot
Corvus Glaive,Hawkeye
Corvus Glaive,Hawkeye
Corvus Glaive,Heimdall
Corvus Glaive,Hela
Corvus Glaive,High Evolutionary
Corvus Glaive,Hulk (Stark Gauntlet)
Corvus Glaive,Hulk
Corvus Glaive,Ikaris
Corvus Glaive,Iron Fist
Corvus Glaive,Iron Man
Corvus Glaive,Iron Man (Mk 1)
Corvus Glaive,Iron Man (Stark Gauntlet)
Corvus Glaive,Iron Man (Hulkbuster)
Corvus Glaive,Iron Monger
Corvus Glaive,Iron Spider
Corvus Glaive,Ironheart
Corvus Glaive,Jemiah The Analyzer
Corvus Glaive,Jessica Jones
Corvus Glaive,Kaecilius
Corvus Glaive,Kang the Conqueror
Corvus Glaive,Killian
Corvus Glaive,Killmonger
Corvus Glaive,Kingo
Corvus Glaive,Kingpin
Corvus Glaive,Korath The Pursuer
Corvus Glaive,Korg
Corvus Glaive,Kro
Corvus Glaive,Kurse
Corvus Glaive,Kid Loki
Corvus Glaive,Lady Loki
Corvus Glaive,Leo Fitz
Corvus Glaive,Leviathan
Corvus Glaive,Loki
Corvus Glaive,Loki (Mind Stone)
Corvus Glaive,Loki (Keeper Of The Multiverse)
Corvus Glaive,Loki (Variant L1130)
Corvus Glaive,Loki (King of Asgard)
Corvus Glaive,Luke Cage
Corvus Glaive,M'baku
Corvus Glaive,Makkari
Corvus Glaive,Malekith (Reality Stone)
Corvus Glaive,Malekith
Corvus Glaive,Mandarin
Corvus Glaive,Mantis
Corvus Glaive,Mighty Thor
Corvus Glaive,MODOK
Corvus Glaive,Moon Knight
Corvus Glaive,Mr. Fantastic (Earth 838)
Corvus Glaive,Mr. Knight
Corvus Glaive,Ms. America
Corvus Glaive,Ms. Marvel
Corvus Glaive,Mysterio
Corvus Glaive,Namor
Corvus Glaive,Nebula
Corvus Glaive,Nick Fury
Corvus Glaive,Nomad
Corvus Glaive,Odin
Corvus Glaive,Okoye
Corvus Glaive,Outrider
Corvus Glaive,Pepper Potts (Extremis)
Corvus Glaive,Phastos
Corvus Glaive,Photon
Corvus Glaive,Proxima Midnight
Corvus Glaive,Quake
Corvus Glaive,Quicksilver
Corvus Glaive,Red Guardian
Corvus Glaive,Red Skull (Stonekeeper)
Corvus Glaive,Red Skull
Corvus Glaive,Rescue
Corvus Glaive,Rocket Raccoon
Corvus Glaive,Ronan The Accuser (Power Stone)
Corvus Glaive,Ronan The Accuser
Corvus Glaive,Ronin
Corvus Glaive,Scarlet Witch
Corvus Glaive,Sersi (uni-mind)
Corvus Glaive,Sersi
Corvus Glaive,Shang-Chi
Corvus Glaive,She-Hulk
Corvus Glaive,Shuri
Corvus Glaive,Sif
Corvus Glaive,Sinister Strange
Corvus Glaive,Smart Hulk
Corvus Glaive,Spectral Vision
Corvus Glaive,Spider-Man
Corvus Glaive,Star-Lord (Celestial Power)
Corvus Glaive,Star-Lord
Corvus Glaive,Stature
Corvus Glaive,Surtur
Corvus Glaive,Swole Groot
Corvus Glaive,Talos The Untamed
Corvus Glaive,Taskmaster
Corvus Glaive,Teenage Groot
Corvus Glaive,Thanos
Corvus Glaive,Thanos (Infinity Gauntlet)
Corvus Glaive,The Collector
Corvus Glaive,The Executioner
Corvus Glaive,The Grandmaster
Corvus Glaive,The Great Protector
Corvus Glaive,The Punisher
Corvus Glaive,Thena
Corvus Glaive,Thor (Pre-Ragnarok)
Corvus Glaive,Thor (Awakened)
Corvus Glaive,Thor
Corvus Glaive,Ultron
Corvus Glaive,Unworthy Thor
Corvus Glaive,Valkyrie
Corvus Glaive,Vision
Corvus Glaive,Volstagg
Corvus Glaive,Vulture
Corvus Glaive,Wanda Maximoff (Pre-WandaVision)
Corvus Glaive,War Machine
Corvus Glaive,Warlock
Corvus Glaive,Wasp
Corvus Glaive,Whiplash
Corvus Glaive,Whiplash (Mark II)
Corvus Glaive,White Wolf
Corvus Glaive,Winter Soldier
Corvus Glaive,Wolverine
Corvus Glaive,Wong
Corvus Glaive,YellowJacket
Corvus Glaive,Yondu
Corvus Glaive,Zeus
Crossbones,Cull Obsidian
Crossbones,Dar-Benn
Crossbones,Daredevil
Crossbones,Deathlok
Crossbones,Destroyer
Crossbones,Doctor Strange
Crossbones,Dormammu
Crossbones,Drax The Destroyer
Crossbones,Ebony Maw
Crossbones,Echo
Crossbones,Ego
Crossbones,Elektra
Crossbones,Eternity
Crossbones,Falcon
Crossbones,Fandral
Crossbones,Fat Thor
Crossbones,Fenris
Crossbones,Frigga
Crossbones,G'iah
Crossbones,Gamora
Crossbones,Gargantos
Crossbones,Ghost
Crossbones,Ghost Rider
Crossbones,Giant-Man
Crossbones,Gilgamesh
Crossbones,Gorr The God Butcher
Crossbones,Gravik
Crossbones,Groot
Crossbones,Hawkeye
Crossbones,Hawkeye
Crossbones,Heimdall
Crossbones,Hela
Crossbones,High Evolutionary
Crossbones,Hulk (Stark Gauntlet)
Crossbones,Hulk
Crossbones,Ikaris
Crossbones,Iron Fist
Crossbones,Iron Man
Crossbones,Iron Man (Mk 1)
Crossbones,Iron Man (Stark Gauntlet)
Crossbones,Iron Man (Hulkbuster)
Crossbones,Iron Monger
Crossbones,Iron Spider
Crossbones,Ironheart
