Heroe 1,Heroe 2,Ganador
Agatha Harkness,Captain Marvel,2
Agatha Harkness,Chitauri Footsoldier,1
Agatha Harkness,Corvus Glaive,2
Agatha Harkness,Crossbones,2
Agatha Harkness,Cull Obsidian,2
Agatha Harkness,Dar-Benn,1
Agatha Harkness,Daredevil,2
Agatha Harkness,Deathlok,2
Agatha Harkness,Destroyer,2
Agatha Harkness,Doctor Strange,2
Agatha Harkness,Dormammu,1
Agatha Harkness,Drax The Destroyer,2
Agatha Harkness,Ebony Maw,2
Agatha Harkness,Echo,1
Agatha Harkness,Ego,1
Agatha Harkness,Elektra,2
Agatha Harkness,Eternity,2
Agatha Harkness,Falcon,1
Agatha Harkness,Fandral,2
Agatha Harkness,Fat Thor,1
Agatha Harkness,Fenris,1
Agatha Harkness,Frigga,1
Agatha Harkness,G'iah,2
Agatha Harkness,Gamora,1
Agatha Harkness,Gargantos,1
Agatha Harkness,Ghost,1
Agatha Harkness,Ghost Rider,2
Agatha Harkness,Giant-Man,2
Agatha Harkness,Gilgamesh,2
Agatha Harkness,Gorr The God Butcher,2
Agatha Harkness,Gravik,1
Agatha Harkness,Groot,2
Agatha Harkness,Hawkeye,2
Agatha Harkness,Hawkeye,1
Agatha Harkness,Heimdall,2
Agatha Harkness,Hela,1
Agatha Harkness,High Evolutionary,1
Agatha Harkness,Hulk (Stark Gauntlet),2
Agatha Harkness,Hulk,1
Agatha Harkness,Ikaris,1
Agatha Harkness,Iron Fist,1
Agatha Harkness,Iron Man,2
Agatha Harkness,Iron Man (Mk 1),2
Agatha Harkness,Iron Man (Stark Gauntlet),1
Agatha Harkness,Iron Man (Hulkbuster),1
Agatha Harkness,Iron Monger,2
Agatha Harkness,Iron Spider,2
Agatha Harkness,Ironheart,1
Agatha Harkness,Jemiah The Analyzer,1
Agatha Harkness,Jessica Jones,2
Agatha Harkness,Kaecilius,2
Agatha Harkness,Kang the Conqueror,1
Agatha Harkness,Killian,2
Agatha Harkness,Killmonger,1
Agatha Harkness,Kingo,1
Agatha Harkness,Kingpin,1
Agatha Harkness,Korath The Pursuer,1
Agatha Harkness,Korg,2
Agatha Harkness,Kro,1
Agatha Harkness,Kurse,2
Agatha Harkness,Kid Loki,2
Agatha Harkness,Lady Loki,2
Agatha Harkness,Leo Fitz,1
Agatha Harkness,Leviathan,2
Agatha Harkness,Loki,2
Agatha Harkness,Loki (Mind Stone),2
Agatha Harkness,Loki (Keeper Of The Multiverse),1
Agatha Harkness,Loki (Variant L1130),1
Agatha Harkness,Loki (King of Asgard),2
Agatha Harkness,Luke Cage,2
Agatha Harkness,M'baku,2
Agatha Harkness,Makkari,2
Agatha Harkness,Malekith (Reality Stone),1
Agatha Harkness,Malekith,2
Agatha Harkness,Mandarin,1
Agatha Harkness,Mantis,2
Agatha Harkness,Mighty Thor,2
Agatha Harkness,MODOK,2
Agatha Harkness,Moon Knight,1
Agatha Harkness,Mr. Fantastic (Earth 838),2
Agatha Harkness,Mr. Knight,2
Agatha Harkness,Ms. America,2
Agatha Harkness,Ms. Marvel,1
Agatha Harkness,Mysterio,1
Agatha Harkness,Namor,1
Agatha Harkness,Nebula,1
Agatha Harkness,Nick Fury,1
Agatha Harkness,Nomad,2
Agatha Harkness,Odin,1
Agatha Harkness,Okoye,1
Agatha Harkness,Outrider,1
Agatha Harkness,Pepper Potts (Extremis),2
Agatha Harkness,Phastos,2
Agatha Harkness,Photon,1
Agatha Harkness,Proxima Midnight,2
Agatha Harkness,Quake,2
Agatha Harkness,Quicksilver,1
Agatha Harkness,Red Guardian,2
Agatha Harkness,Red Skull (Stonekeeper),1
Agatha Harkness,Red Skull,2
Agatha Harkness,Rescue,2
Agatha Harkness,Rocket Raccoon,2
Agatha Harkness,Ronan The Accuser (Power Stone),2
Agatha Harkness,Ronan The Accuser,1
Agatha Harkness,Ronin,1
Agatha Harkness,Scarlet Witch,2
Agatha Harkness,Sersi (uni-mind),1
Agatha Harkness,Sersi,2
Agatha Harkness,Shang-Chi,2
Agatha Harkness,She-Hulk,1
Agatha Harkness,Shuri,1
Agatha Harkness,Sif,1
Agatha Harkness,Sinister Strange,1
Agatha Harkness,Smart Hulk,2
Agatha Harkness,Spectral Vision,1
Agatha Harkness,Spider-Man,2
Agatha Harkness,Star-Lord (Celestial Power),2
Agatha Harkness,Star-Lord,1
Agatha Harkness,Stature,2
Agatha Harkness,Surtur,1
Agatha Harkness,Swole Groot,1
Agatha Harkness,Talos The Untamed,2
Agatha Harkness,Taskmaster,2
Agatha Harkness,Teenage Groot,2
Agatha Harkness,Thanos,2
Agatha Harkness,Thanos (Infinity Gauntlet),2
Agatha Harkness,The Collector,1
Agatha Harkness,The Executioner,2
Agatha Harkness,The Grandmaster,1
Agatha Harkness,The Great Protector,1
Agatha Harkness,The Punisher,1
Agatha Harkness,Thena,2
Agatha Harkness,Thor (Pre-Ragnarok),2
Agatha Harkness,Thor (Awakened),2
Agatha Harkness,Thor,2
Agatha Harkness,Ultron,2
Agatha Harkness,Unworthy Thor,1
Agatha Harkness,Valkyrie,1
Agatha Harkness,Vision,2
Agatha Harkness,Vulture,1
Agatha Harkness,Wanda Maximoff (Pre-WandaVision),2
Agatha Harkness,War Machine,1
Agatha Harkness,Warlock,2
Agatha Harkness,Wasp,2
Agatha Harkness,Whiplash,1
Agatha Harkness,Whiplash (Mark II),2
Agatha Harkness,White Wolf,2
Agatha Harkness,Winter Soldier,2
Agatha Harkness,Wolverine,2
Agatha Harkness,Wong,1
Agatha Harkness,YellowJacket,1
Agatha Harkness,Yondu,2
Agatha Harkness,Zeus,1
Abomination,Ajak,2
Abomination,Ancient One (time stone),2
Abomination,Ancient One,2
Abomination,Ant-Man,1
Abomination,Arishem The Judge,1
Abomination,Ayo,2
Abomination,Baby Groot,1
Abomination,Baron Mordo,1
Abomination,Baron Zemo,1
Abomination,Black Bolt (Earth 838),1
Abomination,Black Bolt,1
Abomination,Black Panther,1
Abomination,Black Panther,2
Abomination,Black Widow,2
Abomination,Black Widow,2
Abomination,Bucky Barnes,2
Abomination,Bullseye,2
Abomination,Captain America,1
Abomination,Captain America (Worthy),1
Abomination,Captain Carter (Earth 838),1
Abomination,Captain Marvel,1
Abomination,Chitauri Footsoldier,1
Abomination,Corvus Glaive,1
Abomination,Crossbones,1
Abomination,Cull Obsidian,1
Abomination,Dar-Benn,2
Abomination,Daredevil,2
Abomination,Deathlok,2
Abomination,Destroyer,2
Abomination,Doctor Strange,2
Abomination,Dormammu,2
Abomination,Drax The Destroyer,2
Abomination,Ebony Maw,2
Abomination,Echo,2
Abomination,Ego,2
Abomination,Elektra,1
Abomination,Eternity,1
Abomination,Falcon,1
Abomination,Fandral,1
Abomination,Fat Thor,1
Abomination,Fenris,2
Abomination,Frigga,1
Abomination,G'iah,1
Abomination,Gamora,1
Abomination,Gargantos,2
Abomination,Ghost,2
Abomination,Ghost Rider,2
Abomination,Giant-Man,1
Abomination,Gilgamesh,2
Abomination,Gorr The God Butcher,1
Abomination,Gravik,1
Abomination,Groot,1
Abomination,Hawkeye,1
Abomination,Hawkeye,1
Abomination,Heimdall,1
Abomination,Hela,2
Abomination,High Evolutionary,2
Abomination,Hulk (Stark Gauntlet),2
Abomination,Hulk,1
Abomination,Ikaris,2
Abomination,Iron Fist,1
Abomination,Iron Man,2
Abomination,Iron Man (Mk 1),2
Abomination,Iron Man (Stark Gauntlet),1
Abomination,Iron Man (Hulkbuster),1
Abomination,Iron Monger,2
Abomination,Iron Spider,1
Abomination,Ironheart,1
Abomination,Jemiah The Analyzer,2
Abomination,Jessica Jones,1
Abomination,Kaecilius,1
Abomination,Kang the Conqueror,2
Abomination,Killian,1
Abomination,Killmonger,1
Abomination,Kingo,1
Abomination,Kingpin,2
Abomination,Korath The Pursuer,2
Abomination,Korg,2
Abomination,Kro,1
Abomination,Kurse,1
Abomination,Kid Loki,2
Abomination,Lady Loki,1
Abomination,Leo Fitz,1
Abomination,Leviathan,1
Abomination,Loki,1
Abomination,Loki (Mind Stone),1
Abomination,Loki (Keeper Of The Multiverse),1
Abomination,Loki (Variant L1130),1
Abomination,Loki (King of Asgard),2
Abomination,Luke Cage,1
Abomination,M'baku,1
Abomination,Makkari,1
Abomination,Malekith (Reality Stone),2
Abomination,Malekith,2
Abomination,Mandarin,1
Abomination,Mantis,1
Abomination,Mighty Thor,2
Abomination,MODOK,2
Abomination,Moon Knight,2
Abomination,Mr. Fantastic (Earth 838),1
Abomination,Mr. Knight,1
Abomination,Ms. America,2
Abomination,Ms. Marvel,1
Abomination,Mysterio,2
Abomination,Namor,1
Abomination,Nebula,2
Abomination,Nick Fury,2
Abomination,Nomad,1
Abomination,Odin,2
Abomination,Okoye,2
Abomination,Outrider,1
Abomination,Pepper Potts (Extremis),1
Abomination,Phastos,1
Abomination,Photon,1
Abomination,Proxima Midnight,1
Abomination,Quake,1
Abomination,Quicksilver,1
Abomination,Red Guardian,1
Abomination,Red Skull (Stonekeeper),2
Abomination,Red Skull,2
Abomination,Rescue,2
Abomination,Rocket Raccoon,2
Abomination,Ronan The Accuser (Power Stone),1
Abomination,Ronan The Accuser,1
Abomination,Ronin,1
Abomination,Scarlet Witch,1
Abomination,Sersi (uni-mind),2
Abomination,Sersi,1
Abomination,Shang-Chi,2
Abomination,She-Hulk,2
Abomination,Shuri,2
Abomination,Sif,2
Abomination,Sinister Strange,2
Abomination,Smart Hulk,1
Abomination,Spectral Vision,1
Abomination,Spider-Man,2
Abomination,Star-Lord (Celestial Power),1
Abomination,Star-Lord,1
Abomination,Stature,2
Abomination,Surtur,2
Abomination,Swole Groot,2
Abomination,Talos The Untamed,1
Abomination,Taskmaster,2
Abomination,Teenage Groot,2
Abomination,Thanos,1
Abomination,Thanos (Infinity Gauntlet),1
Abomination,The Collector,2
Abomination,The Executioner,1
Abomination,The Grandmaster,1
Abomination,The Great Protector,1
Abomination,The Punisher,2
Abomination,Thena,1
Abomination,Thor (Pre-Ragnarok),2
Abomination,Thor (Awakened),2
Abomination,Thor,2
Abomination,Ultron,2
Abomination,Unworthy Thor,1
Abomination,Valkyrie,2
Abomination,Vision,2
Abomination,Vulture,2
Abomination,Wanda Maximoff (Pre-WandaVision),1
Abomination,War Machine,2
Abomination,Warlock,2
Abomination,Wasp,2
Abomination,Whiplash,2
Abomination,Whiplash (Mark II),2
Abomination,White Wolf,2
Abomination,Winter Soldier,1
Abomination,Wolverine,2
Abomination,Wong,1
Abomination,YellowJacket,1
Abomination,Yondu,2
Abomination,Zeus,2
Ajak,Ancient One (time stone),1
Ajak,Ancient One,2
Ajak,Ant-Man,2
Ajak,Arishem The Judge,1
Ajak,Ayo,1
Ajak,Baby Groot,2
Ajak,Baron Mordo,2
Ajak,Baron Zemo,1
Ajak,Black Bolt (Earth 838),1
Ajak,Black Bolt,2
Ajak,Black Panther,2
Ajak,Black Panther,1
Ajak,Black Widow,2
Ajak,Black Widow,1
Ajak,Bucky Barnes,1
Ajak,Bullseye,1
Ajak,Captain America,2
Ajak,Captain America (Worthy),2
Ajak,Captain Carter (Earth 838),1
Ajak,Captain Marvel,2
Ajak,Chitauri Footsoldier,1
Ajak,Corvus Glaive,1
Ajak,Crossbones,1
Ajak,Cull Obsidian,2
Ajak,Dar-Benn,2
Ajak,Daredevil,2
Ajak,Deathlok,2
Ajak,Destroyer,1
Ajak,Doctor Strange,2
Ajak,Dormammu,2
Ajak,Drax The Destroyer,1
Ajak,Ebony Maw,1
Ajak,Echo,1
Ajak,Ego,2
Ajak,Elektra,2
Ajak,Eternity,1
Ajak,Falcon,2
Ajak,Fandral,2
Ajak,Fat Thor,1
Ajak,Fenris,2
Ajak,Frigga,1
Ajak,G'iah,1
Ajak,Gamora,1
Ajak,Gargantos,2
Ajak,Ghost,1
Ajak,Ghost Rider,2
Ajak,Giant-Man,1
Ajak,Gilgamesh,1
Ajak,Gorr The God Butcher,1
Ajak,Gravik,2
Ajak,Groot,2
Ajak,Hawkeye,1
Ajak,Hawkeye,2
Ajak,Heimdall,2
Ajak,Hela,1
Ajak,High Evolutionary,1
Ajak,Hulk (Stark Gauntlet),1
Ajak,Hulk,2
Ajak,Ikaris,2
Ajak,Iron Fist,1
Ajak,Iron Man,2
Ajak,Iron Man (Mk 1),2
Ajak,Iron Man (Stark Gauntlet),1
Ajak,Iron Man (Hulkbuster),2
Ajak,Iron Monger,1
Ajak,Iron Spider,1
Ajak,Ironheart,2
Ajak,Jemiah The Analyzer,2
Ajak,Jessica Jones,2
Ajak,Kaecilius,2
Ajak,Kang the Conqueror,2
Ajak,Killian,2
Ajak,Killmonger,1
Ajak,Kingo,1
Ajak,Kingpin,1
Ajak,Korath The Pursuer,1
Ajak,Korg,1
Ajak,Kro,1
Ajak,Kurse,1
Ajak,Kid Loki,2
Ajak,Lady Loki,2
Ajak,Leo Fitz,1
Ajak,Leviathan,2
Ajak,Loki,1
Ajak,Loki (Mind Stone),2
Ajak,Loki (Keeper Of The Multiverse),2
Ajak,Loki (Variant L1130),2
Ajak,Loki (King of Asgard),1
Ajak,Luke Cage,2
Ajak,M'baku,1
Ajak,Makkari,2
Ajak,Malekith (Reality Stone),1
Ajak,Malekith,2
Ajak,Mandarin,1
Ajak,Mantis,1
Ajak,Mighty Thor,2
Ajak,MODOK,2
Ajak,Moon Knight,2
Ajak,Mr. Fantastic (Earth 838),1
Ajak,Mr. Knight,2
Ajak,Ms. America,1
Ajak,Ms. Marvel,2
Ajak,Mysterio,1
Ajak,Namor,1
Ajak,Nebula,1
Ajak,Nick Fury,2
Ajak,Nomad,2
Ajak,Odin,2
Ajak,Okoye,2
Ajak,Outrider,2
Ajak,Pepper Potts (Extremis),2
Ajak,Phastos,1
Ajak,Photon,2
Ajak,Proxima Midnight,1
Ajak,Quake,2
Ajak,Quicksilver,2
Ajak,Red Guardian,1
Ajak,Red Skull (Stonekeeper),2
Ajak,Red Skull,2
Ajak,Rescue,2
Ajak,Rocket Raccoon,1
Ajak,Ronan The Accuser (Power Stone),1
Ajak,Ronan The Accuser,2
Ajak,Ronin,1
Ajak,Scarlet Witch,1
Ajak,Sersi (uni-mind),1
Ajak,Sersi,1
Ajak,Shang-Chi,1
Ajak,She-Hulk,1
Ajak,Shuri,1
Ajak,Sif,1
Ajak,Sinister Strange,2
Ajak,Smart Hulk,1
Ajak,Spectral Vision,1
Ajak,Spider-Man,2
Ajak,Star-Lord (Celestial Power),1
Ajak,Star-Lord,2
Ajak,Stature,1
Ajak,Surtur,2
Ajak,Swole Groot,2
Ajak,Talos The Untamed,1
Ajak,Taskmaster,1
Ajak,Teenage Groot,2
Ajak,Thanos,1
Ajak,Thanos (Infinity Gauntlet),1
Ajak,The Collector,1
Ajak,The Executioner,2
Ajak,The Grandmaster,2
Ajak,The Great Protector,2
Ajak,The Punisher,1
Ajak,Thena,2
Ajak,Thor (Pre-Ragnarok),1
Ajak,Thor (Awakened),1
Ajak,Thor,2
Ajak,Ultron,1
Ajak,Unworthy Thor,1
Ajak,Valkyrie,2
Ajak,Vision,2
Ajak,Vulture,2
Ajak,Wanda Maximoff (Pre-WandaVision),1
Ajak,War Machine,2
Ajak,Warlock,2
Ajak,Wasp,2
Ajak,Whiplash,1
Ajak,Whiplash (Mark II),2
Ajak,White Wolf,2
Ajak,Winter Soldier,2
Ajak,Wolverine,2
Ajak,Wong,2
Ajak,YellowJacket,2
Ajak,Yondu,2
Ajak,Zeus,1
Ancient One (time stone),Ancient One,1
Ancient One (time stone),Ant-Man,2
Ancient One (time stone),Arishem The Judge,2
Ancient One (time stone),Ayo,2
Ancient One (time stone),Baby Groot,1
Ancient One (time stone),Baron Mordo,1
Ancient One (time stone),Baron Zemo,1
Ancient One (time stone),Black Bolt (Earth 838),1
Ancient One (time stone),Black Bolt,1
Ancient One (time stone),Black Panther,1
Ancient One (time stone),Black Panther,2
Ancient One (time stone),Black Widow,1
Ancient One (time stone),Black Widow,1
Ancient One (time stone),Bucky Barnes,1
Ancient One (time stone),Bullseye,2
Ancient One (time stone),Captain America,1
Ancient One (time stone),Captain America (Worthy),1
Ancient One (time stone),Captain Carter (Earth 838),1
Ancient One (time stone),Captain Marvel,2
Ancient One (time stone),Chitauri Footsoldier,1
Ancient One (time stone),Corvus Glaive,2
Ancient One (time stone),Crossbones,1
Ancient One (time stone),Cull Obsidian,1
Ancient One (time stone),Dar-Benn,1
Ancient One (time stone),Daredevil,2
Ancient One (time stone),Deathlok,1
Ancient One (time stone),Destroyer,2
Ancient One (time stone),Doctor Strange,2
Ancient One (time stone),Dormammu,2
Ancient One (time stone),Drax The Destroyer,1
Ancient One (time stone),Ebony Maw,1
Ancient One (time stone),Echo,2
Ancient One (time stone),Ego,2
Ancient One (time stone),Elektra,2
Ancient One (time stone),Eternity,1
Ancient One (time stone),Falcon,1
Ancient One (time stone),Fandral,1
Ancient One (time stone),Fat Thor,2
Ancient One (time stone),Fenris,2
Ancient One (time stone),Frigga,2
Ancient One (time stone),G'iah,2
Ancient One (time stone),Gamora,1
Ancient One (time stone),Gargantos,2
Ancient One (time stone),Ghost,1
Ancient One (time stone),Ghost Rider,1
Ancient One (time stone),Giant-Man,1
Ancient One (time stone),Gilgamesh,1
Ancient One (time stone),Gorr The God Butcher,2
Ancient One (time stone),Gravik,2
Ancient One (time stone),Groot,2
Ancient One (time stone),Hawkeye,2
Ancient One (time stone),Hawkeye,1
Ancient One (time stone),Heimdall,2
Ancient One (time stone),Hela,2
Ancient One (time stone),High Evolutionary,1
Ancient One (time stone),Hulk (Stark Gauntlet),2
Ancient One (time stone),Hulk,1
Ancient One (time stone),Ikaris,2
Ancient One (time stone),Iron Fist,2
Ancient One (time stone),Iron Man,2
Ancient One (time stone),Iron Man (Mk 1),2
Ancient One (time stone),Iron Man (Stark Gauntlet),2
Ancient One (time stone),Iron Man (Hulkbuster),1
Ancient One (time stone),Iron Monger,2
Ancient One (time stone),Iron Spider,2
Ancient One (time stone),Ironheart,1
Ancient One (time stone),Jemiah The Analyzer,2
Ancient One (time stone),Jessica Jones,1
Ancient One (time stone),Kaecilius,1
Ancient One (time stone),Kang the Conqueror,1
Ancient One (time stone),Killian,2
Ancient One (time stone),Killmonger,2
Ancient One (time stone),Kingo,2
Ancient One (time stone),Kingpin,2
Ancient One (time stone),Korath The Pursuer,2
Ancient One (time stone),Korg,1
Ancient One (time stone),Kro,2
Ancient One (time stone),Kurse,2
Ancient One (time stone),Kid Loki,2
Ancient One (time stone),Lady Loki,1
Ancient One (time stone),Leo Fitz,1
Ancient One (time stone),Leviathan,1
Ancient One (time stone),Loki,1
Ancient One (time stone),Loki (Mind Stone),1
Ancient One (time stone),Loki (Keeper Of The Multiverse),2
Ancient One (time stone),Loki (Variant L1130),2
Ancient One (time stone),Loki (King of Asgard),1
Ancient One (time stone),Luke Cage,1
Ancient One (time stone),M'baku,1
Ancient One (time stone),Makkari,1
Ancient One (time stone),Malekith (Reality Stone),1
Ancient One (time stone),Malekith,1
Ancient One (time stone),Mandarin,1
Ancient One (time stone),Mantis,2
Ancient One (time stone),Mighty Thor,2
Ancient One (time stone),MODOK,2
Ancient One (time stone),Moon Knight,1
Ancient One (time stone),Mr. Fantastic (Earth 838),2
Ancient One (time stone),Mr. Knight,1
Ancient One (time stone),Ms. America,2
Ancient One (time stone),Ms. Marvel,2
Ancient One (time stone),Mysterio,2
Ancient One (time stone),Namor,2
Ancient One (time stone),Nebula,2
Ancient One (time stone),Nick Fury,2
Ancient One (time stone),Nomad,2
Ancient One (time stone),Odin,2
Ancient One (time stone),Okoye,1
Ancient One (time stone),Outrider,2
Ancient One (time stone),Pepper Potts (Extremis),2
Ancient One (time stone),Phastos,1
Ancient One (time stone),Photon,1
Ancient One (time stone),Proxima Midnight,2
Ancient One (time stone),Quake,1
Ancient One (time stone),Quicksilver,2
Ancient One (time stone),Red Guardian,1
Ancient One (time stone),Red Skull (Stonekeeper),1
Ancient One (time stone),Red Skull,2
Ancient One (time stone),Rescue,2
Ancient One (time stone),Rocket Raccoon,2
Ancient One (time stone),Ronan The Accuser (Power Stone),1
Ancient One (time stone),Ronan The Accuser,1
Ancient One (time stone),Ronin,1
Ancient One (time stone),Scarlet Witch,2
Ancient One (time stone),Sersi (uni-mind),1
Ancient One (time stone),Sersi,1
Ancient One (time stone),Shang-Chi,2
Ancient One (time stone),She-Hulk,2
Ancient One (time stone),Shuri,1
Ancient One (time stone),Sif,1
Ancient One (time stone),Sinister Strange,2
Ancient One (time stone),Smart Hulk,1
Ancient One (time stone),Spectral Vision,2
Ancient One (time stone),Spider-Man,2
Ancient One (time stone),Star-Lord (Celestial Power),1
Ancient One (time stone),Star-Lord,2
Ancient One (time stone),Stature,1
Ancient One (time stone),Surtur,2
Ancient One (time stone),Swole Groot,1
Ancient One (time stone),Talos The Untamed,1
Ancient One (time stone),Taskmaster,1
Ancient One (time stone),Teenage Groot,2
Ancient One (time stone),Thanos,2
Ancient One (time stone),Thanos (Infinity Gauntlet),2
Ancient One (time stone),The Collector,1
Ancient One (time stone),The Executioner,1
Ancient One (time stone),The Grandmaster,1
Ancient One (time stone),The Great Protector,2
Ancient One (time stone),The Punisher,1
Ancient One (time stone),Thena,2
Ancient One (time stone),Thor (Pre-Ragnarok),1
Ancient One (time stone),Thor (Awakened),1
Ancient One (time stone),Thor,2
Ancient One (time stone),Ultron,2
Ancient One (time stone),Unworthy Thor,1
Ancient One (time stone),Valkyrie,2
Ancient One (time stone),Vision,2
Ancient One (time stone),Vulture,1
Ancient One (time stone),Wanda Maximoff (Pre-WandaVision),2
Ancient One (time stone),War Machine,1
Ancient One (time stone),Warlock,1
Ancient One (time stone),Wasp,2
Ancient One (time stone),Whiplash,2
Ancient One (time stone),Whiplash (Mark II),2
Ancient One (time stone),White Wolf,2
Ancient One (time stone),Winter Soldier,2
Ancient One (time stone),Wolverine,1
Ancient One (time stone),Wong,2
Ancient One (time stone),YellowJacket,1
Ancient One (time stone),Yondu,2
Ancient One (time stone),Zeus,1
Ancient One,Ant-Man,1
Ancient One,Arishem The Judge,2
Ancient One,Ayo,2
Ancient One,Baby Groot,1
Ancient One,Baron Mordo,2
Ancient One,Baron Zemo,1
Ancient One,Black Bolt (Earth 838),2
Ancient One,Black Bolt,2
Ancient One,Black Panther,2
Ancient One,Black Panther,2
Ancient One,Black Widow,1
Ancient One,Black Widow,2
Ancient One,Bucky Barnes,1
Ancient One,Bullseye,1
Ancient One,Captain America,1
Ancient One,Captain America (Worthy),1
Ancient One,Captain Carter (Earth 838),1
Ancient One,Captain Marvel,2
Ancient One,Chitauri Footsoldier,1
Ancient One,Corvus Glaive,1
Ancient One,Crossbones,2
Ancient One,Cull Obsidian,2
Ancient One,Dar-Benn,2
Ancient One,Daredevil,2
Ancient One,Deathlok,1
Ancient One,Destroyer,2
Ancient One,Doctor Strange,1
Ancient One,Dormammu,1
Ancient One,Drax The Destroyer,2
Ancient One,Ebony Maw,1
Ancient One,Echo,1
Ancient One,Ego,1
Ancient One,Elektra,2
Ancient One,Eternity,2
Ancient One,Falcon,1
Ancient One,Fandral,2
Ancient One,Fat Thor,1
Ancient One,Fenris,1
Ancient One,Frigga,2
Ancient One,G'iah,2
Ancient One,Gamora,1
Ancient One,Gargantos,1
Ancient One,Ghost,1
Ancient One,Ghost Rider,1
Ancient One,Giant-Man,1
Ancient One,Gilgamesh,2
Ancient One,Gorr The God Butcher,1
Ancient One,Gravik,1
Ancient One,Groot,1
Ancient One,Hawkeye,2
Ancient One,Hawkeye,2
Ancient One,Heimdall,1
Ancient One,Hela,1
Ancient One,High Evolutionary,2
Ancient One,Hulk (Stark Gauntlet),2
Ancient One,Hulk,1
Ancient One,Ikaris,1
Ancient One,Iron Fist,2
Ancient One,Iron Man,2
Ancient One,Iron Man (Mk 1),1
Ancient One,Iron Man (Stark Gauntlet),2
Ancient One,Iron Man (Hulkbuster),2
Ancient One,Iron Monger,2
Ancient One,Iron Spider,1
Ancient One,Ironheart,2
Ancient One,Jemiah The Analyzer,2
Ancient One,Jessica Jones,1
Ancient One,Kaecilius,1
Ancient One,Kang the Conqueror,2
Ancient One,Killian,2
Ancient One,Killmonger,2
Ancient One,Kingo,1
Ancient One,Kingpin,2
Ancient One,Korath The Pursuer,1
Ancient One,Korg,1
Ancient One,Kro,1
Ancient One,Kurse,1
Ancient One,Kid Loki,1
Ancient One,Lady Loki,2
Ancient One,Leo Fitz,1
Ancient One,Leviathan,2
Ancient One,Loki,2
Ancient One,Loki (Mind Stone),1
Ancient One,Loki (Keeper Of The Multiverse),2
Ancient One,Loki (Variant L1130),1
Ancient One,Loki (King of Asgard),1
Ancient One,Luke Cage,1
Ancient One,M'baku,2
Ancient One,Makkari,1
Ancient One,Malekith (Reality Stone),2
Ancient One,Malekith,2
Ancient One,Mandarin,1
Ancient One,Mantis,2
Ancient One,Mighty Thor,1
Ancient One,MODOK,2
Ancient One,Moon Knight,2
Ancient One,Mr. Fantastic (Earth 838),2
Ancient One,Mr. Knight,2
Ancient One,Ms. America,1
Ancient One,Ms. Marvel,2
Ancient One,Mysterio,2
Ancient One,Namor,2
Ancient One,Nebula,1
Ancient One,Nick Fury,2
Ancient One,Nomad,1
Ancient One,Odin,2
Ancient One,Okoye,2
Ancient One,Outrider,2
Ancient One,Pepper Potts (Extremis),2
Ancient One,Phastos,2
Ancient One,Photon,2
Ancient One,Proxima Midnight,2
Ancient One,Quake,1
Ancient One,Quicksilver,1
Ancient One,Red Guardian,1
Ancient One,Red Skull (Stonekeeper),2
Ancient One,Red Skull,1
Ancient One,Rescue,2
Ancient One,Rocket Raccoon,1
Ancient One,Ronan The Accuser (Power Stone),1
Ancient One,Ronan The Accuser,1
Ancient One,Ronin,1
Ancient One,Scarlet Witch,2
Ancient One,Sersi (uni-mind),2
Ancient One,Sersi,2
Ancient One,Shang-Chi,2
Ancient One,She-Hulk,2
Ancient One,Shuri,2
Ancient One,Sif,2
Ancient One,Sinister Strange,1
Ancient One,Smart Hulk,1
Ancient One,Spectral Vision,2
Ancient One,Spider-Man,1
Ancient One,Star-Lord (Celestial Power),1
Ancient One,Star-Lord,2
Ancient One,Stature,1
Ancient One,Surtur,1
Ancient One,Swole Groot,2
Ancient One,Talos The Untamed,2
Ancient One,Taskmaster,1
Ancient One,Teenage Groot,2
Ancient One,Thanos,2
Ancient One,Thanos (Infinity Gauntlet),2
Ancient One,The Collector,2
Ancient One,The Executioner,1
Ancient One,The Grandmaster,1
Ancient One,The Great Protector,2
Ancient One,The Punisher,1
Ancient One,Thena,1
Ancient One,Thor (Pre-Ragnarok),1
Ancient One,Thor (Awakened),1
Ancient One,Thor,1
Ancient One,Ultron,1
Ancient One,Unworthy Thor,2
Ancient One,Valkyrie,2
Ancient One,Vision,1
Ancient One,Vulture,1
Ancient One,Wanda Maximoff (Pre-WandaVision),1
Ancient One,War Machine,1
Ancient One,Warlock,1
Ancient One,Wasp,1
Ancient One,Whiplash,2
Ancient One,Whiplash (Mark II),2
Ancient One,White Wolf,2
Ancient One,Winter Soldier,1
Ancient One,Wolverine,2
Ancient One,Wong,1
Ancient One,YellowJacket,1
Ancient One,Yondu,2
Ancient One,Zeus,2
Ant-Man,Arishem The Judge,2
Ant-Man,Ayo,1
Ant-Man,Baby Groot,1
Ant-Man,Baron Mordo,1
Ant-Man,Baron Zemo,2
Ant-Man,Black Bolt (Earth 838),2
Ant-Man,Black Bolt,2
Ant-Man,Black Panther,1
Ant-Man,Black Panther,1
Ant-Man,Black Widow,1
Ant-Man,Black Widow,2
Ant-Man,Bucky Barnes,2
Ant-Man,Bullseye,1
Ant-Man,Captain America,1
Ant-Man,Captain America (Worthy),1
Ant-Man,Captain Carter (Earth 838),1
Ant-Man,Captain Marvel,2
Ant-Man,Chitauri Footsoldier,2
Ant-Man,Corvus Glaive,1
