Heroe_1,Heroe_2
Black Panther,Bardock
Black Panther,Basil
Black Panther,Beerus
Black Panther,Belmod
Black Panther,Bergamo
Black Panther,Biarra
Black Panther,Bido
Black Panther,Bikal
Black Panther,Black Frieza
Black Panther,Bojack
Black Panther,Borareta
Black Panther,Botamo
Black Panther,Broly (Z)
Black Panther,Broly (Ikari)
Black Panther,Broly (Super Saiyan)
Black Panther,Broly
Black Panther,Bujin
Black Panther,Burter
Black Panther,Buu (Good)
Black Panther,Buu (Grand Supreme Kai)
Black Panther,Buuhan
Black Panther,Buutenks
Black Panther,Cabba (Super Saiyan)
Black Panther,Cabba (Super Saiyan 2)
Black Panther,Cabba
Black Panther,Dende
Black Panther,Dercori
Black Panther,Dodoria
Black Panther,Dore
Black Panther,Dr Gero
Black Panther,Dyspo (Super Maximum Light Speed)
Black Panther,Dyspo
Black Panther,Frieza
Black Panther,Frieza (First Form)
Black Panther,Frieza (Second Form)
Black Panther,Frieza (Third Form)
Black Panther,Fusion Zamasu
Black Panther,Future Trunks (Cell Saga)
Black Panther,Gogeta
Black Panther,Gogeta (Super Saiyan)
Black Panther,Gogeta (Super Saiyan Blue)
Black Panther,Gohan (Beast)
Black Panther,Gohan (Potential Unleashed)
Black Panther,Gohan (SS2)
Black Panther,Gohan (Super Saiyan)
Black Panther,Gohan
Black Panther,Goku (Super Saiyan Blue Kaioken)
Black Panther,Goku
Black Panther,Goku (Mastered Ultra Instinct)
Black Panther,Goku (Saiyan Saga)
Black Panther,Goku (True Ultra Instinct)
Black Panther,Goku (Super Saiyan God)
Black Panther,Goku (Super Saiyan 2)
Black Panther,Goku (Ultra Instinct)
Black Panther,Goku (Super Saiyan Blue)
Black Panther,Goku (Super Saiyan 3)
Black Panther,Goku Black (Super Saiyan Rosé)
Black Panther,Goku Black
Black Panther,Goten (Super Saiyan)
Black Panther,Goten
Black Panther,Gotenks (Super Saiyan 3)
Black Panther,Gotenks (SS2)
Black Panther,Grand Priest
Black Panther,Jaco
Black Panther,Kami
Black Panther,Kid Buu
Black Panther,Kid Gohan
Black Panther,Kid Goku
Black Panther,King Vegeta
Black Panther,Krillin
Black Panther,Vegeta (Ascended Super Saiyan)
Black Panther,Vegeta (Unbound Ultra Ego)
Black Panther,Vegeta (Super Saiyan Blue Evolved)
Black Panther,Vegeta (Super Saiyan 2)
Black Panther,Vegeta (Super Saiyan Blue)
Black Panther,Vegeta (Hakai Energy)
Black Panther,Vegeta (Super Saiyan)
Black Panther,Vegeta
Black Panther,Vegeta (Super Saiyan God)
Black Panther,Vegito
Black Panther,Vegito (Super Saiyan)
Black Panther,Black Widow
Black Panther,Black Widow
Black Panther,Bucky Barnes
Black Panther,Bullseye
Black Panther,Captain America
Black Panther,Captain America (Worthy)
Black Panther,Captain Carter (Earth 838)
Black Panther,Captain Marvel
Black Panther,Chitauri Footsoldier
Black Panther,Corvus Glaive
Black Panther,Crossbones
Black Panther,Cull Obsidian
Black Panther,Dar-Benn
Black Panther,Daredevil
Black Panther,Deathlok
Black Panther,Destroyer
Black Panther,Doctor Strange
Black Panther,Dormammu
Black Panther,Drax The Destroyer
Black Panther,Ebony Maw
Black Panther,Echo
Black Panther,Ego
Black Panther,Elektra
Black Panther,Eternity
Black Panther,Falcon
Black Panther,Fandral
Black Panther,Fat Thor
Black Panther,Fenris
Black Panther,Frigga
Black Panther,G'iah
Black Panther,Gamora
Black Panther,Gargantos
Black Panther,Ghost
Black Panther,Ghost Rider
Black Panther,Giant-Man
Black Panther,Gilgamesh
Black Panther,Gorr The God Butcher
Black Panther,Gravik
Black Panther,Groot
Black Panther,Hawkeye
Black Panther,Hawkeye
Black Panther,Heimdall
Black Panther,Hela
Black Panther,High Evolutionary
Black Panther,Hulk (Stark Gauntlet)
Black Panther,Hulk
Black Panther,Ikaris
Black Panther,Iron Fist
Black Panther,Iron Man
Black Panther,Iron Man (Mk 1)
Black Panther,Iron Man (Stark Gauntlet)
Black Panther,Iron Man (Hulkbuster)
Black Panther,Iron Monger
Black Panther,Iron Spider
Black Panther,Ironheart
Black Panther,Jemiah The Analyzer
Black Panther,Jessica Jones
Black Panther,Kaecilius
Black Panther,Kang the Conqueror
Black Panther,Killian
Black Panther,Killmonger
Black Panther,Kingo
Black Panther,Kingpin
Black Panther,Korath The Pursuer
Black Panther,Korg
Black Panther,Kro
Black Panther,Kurse
Black Panther,Kid Loki
Black Panther,Lady Loki
Black Panther,Leo Fitz
Black Panther,Leviathan
Black Panther,Loki
Black Panther,Loki (Mind Stone)
Black Panther,Loki (Keeper Of The Multiverse)
Black Panther,Loki (Variant L1130)
Black Panther,Loki (King of Asgard)
Black Panther,Luke Cage
Black Panther,M'baku
Black Panther,Makkari
Black Panther,Malekith (Reality Stone)
Black Panther,Malekith
Black Panther,Mandarin
Black Panther,Mantis
Black Panther,Mighty Thor
Black Panther,MODOK
Black Panther,Moon Knight
Black Panther,Mr. Fantastic (Earth 838)
Black Panther,Mr. Knight
Black Panther,Ms. America
Black Panther,Ms. Marvel
Black Panther,Mysterio
Black Panther,Namor
Black Panther,Nebula
Black Panther,Nick Fury
Black Panther,Nomad
Black Panther,Odin
Black Panther,Okoye
Black Panther,Outrider
Black Panther,Pepper Potts (Extremis)
Black Panther,Phastos
Black Panther,Photon
Black Panther,Proxima Midnight
Black Panther,Quake
Black Panther,Quicksilver
Black Panther,Red Guardian
Black Panther,Red Skull (Stonekeeper)
Black Panther,Red Skull
Black Panther,Rescue
Black Panther,Rocket Raccoon
Black Panther,Ronan The Accuser (Power Stone)
Black Panther,Ronan The Accuser
Black Panther,Ronin
Black Panther,Scarlet Witch
Black Panther,Sersi (uni-mind)
Black Panther,Sersi
Black Panther,Shang-Chi
Black Panther,She-Hulk
Black Panther,Shuri
Black Panther,Sif
Black Panther,Sinister Strange
Black Panther,Smart Hulk
Black Panther,Spectral Vision
Black Panther,Spider-Man
Black Panther,Star-Lord (Celestial Power)
Black Panther,Star-Lord
Black Panther,Stature
Black Panther,Surtur
Black Panther,Swole Groot
Black Panther,Talos The Untamed
Black Panther,Taskmaster
Black Panther,Teenage Groot
Black Panther,Thanos
Black Panther,Thanos (Infinity Gauntlet)
Black Panther,The Collector
Black Panther,The Executioner
Black Panther,The Grandmaster
Black Panther,The Great Protector
Black Panther,The Punisher
Black Panther,Thena
Black Panther,Thor (Pre-Ragnarok)
Black Panther,Thor (Awakened)
Black Panther,Thor
Black Panther,Ultron
Black Panther,Unworthy Thor
Black Panther,Valkyrie
Black Panther,Vision
Black Panther,Volstagg
Black Panther,Vulture
Black Panther,Wanda Maximoff (Pre-WandaVision)
Black Panther,War Machine
Black Panther,Warlock
Black Panther,Wasp
Black Panther,Whiplash
Black Panther,Whiplash (Mark II)
Black Panther,White Wolf
Black Panther,Winter Soldier
Black Panther,Wolverine
Black Panther,Wong
Black Panther,YellowJacket
Black Panther,Yondu
Black Panther,Zeus
Black Panther,Gogeta (Super Saiyan 4)
Black Panther,Goku (Super Saiyan 3)
Black Panther,Goku (Super Saiyan 2)
Black Panther,Goku (Super Saiyan 4)
Black Panther,Goku Jr.
Black Panther,Goten
Black Panther,Pan
Black Panther,Piccolo
Black Panther,Son Goku
Black Panther,Syn Shenron
Black Panther,Trunks
Black Panther,Uub
Black Panther,Android 16
Black Panther,Android 17
Black Panther,Android 18
Black Panther,Android 19
Black Panther,Aniraza
Black Panther,Arak
Black Panther,Bandages The Mummy
Black Panther,Bardock (Super Saiyan)
Black Panther,Bardock
Black Panther,Basil
Black Panther,Beerus
Black Panther,Belmod
Black Panther,Bergamo
Black Panther,Biarra
Black Panther,Bido
Black Panther,Bikal
Black Panther,Black Frieza
Black Panther,Bojack
Black Panther,Borareta
Black Panther,Botamo
Black Panther,Broly (Z)
Black Panther,Broly (Ikari)
Black Panther,Broly (Super Saiyan)
Black Panther,Broly
Black Panther,Bujin
Black Panther,Burter
Black Panther,Buu (Good)
Black Panther,Buu (Grand Supreme Kai)
Black Panther,Buuhan
Black Panther,Buutenks
Black Panther,Cabba (Super Saiyan)
Black Panther,Cabba (Super Saiyan 2)
Black Panther,Cabba
Black Panther,Dende
Black Panther,Dercori
Black Panther,Dodoria
Black Panther,Dore
Black Panther,Dr Gero
Black Panther,Dyspo (Super Maximum Light Speed)
Black Panther,Dyspo
Black Panther,Frieza
Black Panther,Frieza (First Form)
Black Panther,Frieza (Second Form)
Black Panther,Frieza (Third Form)
Black Panther,Fusion Zamasu
Black Panther,Future Trunks (Cell Saga)
Black Panther,Gogeta
Black Panther,Gogeta (Super Saiyan)
Black Panther,Gogeta (Super Saiyan Blue)
Black Panther,Gohan (Beast)
Black Panther,Gohan (Potential Unleashed)
Black Panther,Gohan (SS2)
Black Panther,Gohan (Super Saiyan)
Black Panther,Gohan
Black Panther,Goku (Super Saiyan Blue Kaioken)
Black Panther,Goku
Black Panther,Goku (Mastered Ultra Instinct)
Black Panther,Goku (Saiyan Saga)
Black Panther,Goku (True Ultra Instinct)
Black Panther,Goku (Super Saiyan God)
Black Panther,Goku (Super Saiyan 2)
Black Panther,Goku (Ultra Instinct)
Black Panther,Goku (Super Saiyan Blue)
Black Panther,Goku (Super Saiyan 3)
Black Panther,Goku Black (Super Saiyan Rosé)
Black Panther,Goku Black
Black Panther,Goten (Super Saiyan)
Black Panther,Goten
Black Panther,Gotenks (Super Saiyan 3)
Black Panther,Gotenks (SS2)
Black Panther,Grand Priest
Black Panther,Jaco
Black Panther,Kami
Black Panther,Kid Buu
Black Panther,Kid Gohan
Black Panther,Kid Goku
Black Panther,King Vegeta
Black Panther,Krillin
Black Panther,Vegeta (Ascended Super Saiyan)
Black Panther,Vegeta (Unbound Ultra Ego)
Black Panther,Vegeta (Super Saiyan Blue Evolved)
Black Panther,Vegeta (Super Saiyan 2)
Black Panther,Vegeta (Super Saiyan Blue)
Black Panther,Vegeta (Hakai Energy)
Black Panther,Vegeta (Super Saiyan)
Black Panther,Vegeta
Black Panther,Vegeta (Super Saiyan God)
Black Panther,Vegito
Black Panther,Vegito (Super Saiyan)
Black Widow,Black Widow
Black Widow,Bucky Barnes
Black Widow,Bullseye
Black Widow,Captain America
Black Widow,Captain America (Worthy)
Black Widow,Captain Carter (Earth 838)
Black Widow,Captain Marvel
Black Widow,Chitauri Footsoldier
Black Widow,Corvus Glaive
Black Widow,Crossbones
Black Widow,Cull Obsidian
Black Widow,Dar-Benn
Black Widow,Daredevil
Black Widow,Deathlok
Black Widow,Destroyer
Black Widow,Doctor Strange
Black Widow,Dormammu
Black Widow,Drax The Destroyer
Black Widow,Ebony Maw
Black Widow,Echo
Black Widow,Ego
Black Widow,Elektra
Black Widow,Eternity
Black Widow,Falcon
Black Widow,Fandral
Black Widow,Fat Thor
Black Widow,Fenris
Black Widow,Frigga
Black Widow,G'iah
Black Widow,Gamora
Black Widow,Gargantos
Black Widow,Ghost
Black Widow,Ghost Rider
Black Widow,Giant-Man
Black Widow,Gilgamesh
Black Widow,Gorr The God Butcher
Black Widow,Gravik
Black Widow,Groot
Black Widow,Hawkeye
Black Widow,Hawkeye
Black Widow,Heimdall
Black Widow,Hela
Black Widow,High Evolutionary
Black Widow,Hulk (Stark Gauntlet)
Black Widow,Hulk
Black Widow,Ikaris
Black Widow,Iron Fist
Black Widow,Iron Man
Black Widow,Iron Man (Mk 1)
Black Widow,Iron Man (Stark Gauntlet)
Black Widow,Iron Man (Hulkbuster)
Black Widow,Iron Monger
Black Widow,Iron Spider
Black Widow,Ironheart
Black Widow,Jemiah The Analyzer
Black Widow,Jessica Jones
Black Widow,Kaecilius
Black Widow,Kang the Conqueror
Black Widow,Killian
Black Widow,Killmonger
Black Widow,Kingo
Black Widow,Kingpin
Black Widow,Korath The Pursuer
Black Widow,Korg
Black Widow,Kro
Black Widow,Kurse
Black Widow,Kid Loki
Black Widow,Lady Loki
Black Widow,Leo Fitz
Black Widow,Leviathan
Black Widow,Loki
Black Widow,Loki (Mind Stone)
Black Widow,Loki (Keeper Of The Multiverse)
Black Widow,Loki (Variant L1130)
Black Widow,Loki (King of Asgard)
Black Widow,Luke Cage
Black Widow,M'baku
Black Widow,Makkari
Black Widow,Malekith (Reality Stone)
Black Widow,Malekith
Black Widow,Mandarin
Black Widow,Mantis
Black Widow,Mighty Thor
Black Widow,MODOK
Black Widow,Moon Knight
Black Widow,Mr. Fantastic (Earth 838)
Black Widow,Mr. Knight
Black Widow,Ms. America
Black Widow,Ms. Marvel
Black Widow,Mysterio
Black Widow,Namor
Black Widow,Nebula
Black Widow,Nick Fury
Black Widow,Nomad
Black Widow,Odin
Black Widow,Okoye
Black Widow,Outrider
Black Widow,Pepper Potts (Extremis)
Black Widow,Phastos
Black Widow,Photon
Black Widow,Proxima Midnight
Black Widow,Quake
Black Widow,Quicksilver
Black Widow,Red Guardian
Black Widow,Red Skull (Stonekeeper)
Black Widow,Red Skull
Black Widow,Rescue
Black Widow,Rocket Raccoon
Black Widow,Ronan The Accuser (Power Stone)
Black Widow,Ronan The Accuser
Black Widow,Ronin
Black Widow,Scarlet Witch
Black Widow,Sersi (uni-mind)
Black Widow,Sersi
Black Widow,Shang-Chi
Black Widow,She-Hulk
Black Widow,Shuri
Black Widow,Sif
Black Widow,Sinister Strange
Black Widow,Smart Hulk
Black Widow,Spectral Vision
Black Widow,Spider-Man
Black Widow,Star-Lord (Celestial Power)
Black Widow,Star-Lord
Black Widow,Stature
Black Widow,Surtur
Black Widow,Swole Groot
Black Widow,Talos The Untamed
Black Widow,Taskmaster
Black Widow,Teenage Groot
Black Widow,Thanos
Black Widow,Thanos (Infinity Gauntlet)
Black Widow,The Collector
Black Widow,The Executioner
Black Widow,The Grandmaster
Black Widow,The Great Protector
Black Widow,The Punisher
Black Widow,Thena
Black Widow,Thor (Pre-Ragnarok)
Black Widow,Thor (Awakened)
Black Widow,Thor
Black Widow,Ultron
Black Widow,Unworthy Thor
Black Widow,Valkyrie
Black Widow,Vision
Black Widow,Volstagg
Black Widow,Vulture
Black Widow,Wanda Maximoff (Pre-WandaVision)
Black Widow,War Machine
Black Widow,Warlock
Black Widow,Wasp
Black Widow,Whiplash
Black Widow,Whiplash (Mark II)
Black Widow,White Wolf
Black Widow,Winter Soldier
Black Widow,Wolverine
Black Widow,Wong
Black Widow,YellowJacket
Black Widow,Yondu
Black Widow,Zeus
Black Widow,Gogeta (Super Saiyan 4)
Black Widow,Goku (Super Saiyan 3)
Black Widow,Goku (Super Saiyan 2)
Black Widow,Goku (Super Saiyan 4)
Black Widow,Goku Jr.
Black Widow,Goten
Black Widow,Pan
Black Widow,Piccolo
Black Widow,Son Goku
Black Widow,Syn Shenron
Black Widow,Trunks
Black Widow,Uub
Black Widow,Android 16
Black Widow,Android 17
Black Widow,Android 18
Black Widow,Android 19
Black Widow,Aniraza
Black Widow,Arak
Black Widow,Bandages The Mummy
Black Widow,Bardock (Super Saiyan)
Black Widow,Bardock
Black Widow,Basil
Black Widow,Beerus
Black Widow,Belmod
Black Widow,Bergamo
Black Widow,Biarra
Black Widow,Bido
Black Widow,Bikal
Black Widow,Black Frieza
Black Widow,Bojack
Black Widow,Borareta
Black Widow,Botamo
Black Widow,Broly (Z)
Black Widow,Broly (Ikari)
Black Widow,Broly (Super Saiyan)
Black Widow,Broly
Black Widow,Bujin
Black Widow,Burter
Black Widow,Buu (Good)
Black Widow,Buu (Grand Supreme Kai)
Black Widow,Buuhan
Black Widow,Buutenks
Black Widow,Cabba (Super Saiyan)
Black Widow,Cabba (Super Saiyan 2)
Black Widow,Cabba
Black Widow,Dende
Black Widow,Dercori
Black Widow,Dodoria
Black Widow,Dore
Black Widow,Dr Gero
Black Widow,Dyspo (Super Maximum Light Speed)
Black Widow,Dyspo
Black Widow,Frieza
Black Widow,Frieza (First Form)
Black Widow,Frieza (Second Form)
Black Widow,Frieza (Third Form)
Black Widow,Fusion Zamasu
Black Widow,Future Trunks (Cell Saga)
Black Widow,Gogeta
Black Widow,Gogeta (Super Saiyan)
Black Widow,Gogeta (Super Saiyan Blue)
Black Widow,Gohan (Beast)
Black Widow,Gohan (Potential Unleashed)
Black Widow,Gohan (SS2)
Black Widow,Gohan (Super Saiyan)
Black Widow,Gohan
Black Widow,Goku (Super Saiyan Blue Kaioken)
Black Widow,Goku
Black Widow,Goku (Mastered Ultra Instinct)
Black Widow,Goku (Saiyan Saga)
Black Widow,Goku (True Ultra Instinct)
Black Widow,Goku (Super Saiyan God)
Black Widow,Goku (Super Saiyan 2)
Black Widow,Goku (Ultra Instinct)
Black Widow,Goku (Super Saiyan Blue)
Black Widow,Goku (Super Saiyan 3)
Black Widow,Goku Black (Super Saiyan Rosé)
Black Widow,Goku Black
Black Widow,Goten (Super Saiyan)
Black Widow,Goten
Black Widow,Gotenks (Super Saiyan 3)
Black Widow,Gotenks (SS2)
Black Widow,Grand Priest
Black Widow,Jaco
Black Widow,Kami
Black Widow,Kid Buu
Black Widow,Kid Gohan
Black Widow,Kid Goku
Black Widow,King Vegeta
Black Widow,Krillin
Black Widow,Vegeta (Ascended Super Saiyan)
Black Widow,Vegeta (Unbound Ultra Ego)
Black Widow,Vegeta (Super Saiyan Blue Evolved)
Black Widow,Vegeta (Super Saiyan 2)
Black Widow,Vegeta (Super Saiyan Blue)
Black Widow,Vegeta (Hakai Energy)
Black Widow,Vegeta (Super Saiyan)
Black Widow,Vegeta
Black Widow,Vegeta (Super Saiyan God)
Black Widow,Vegito
Black Widow,Vegito (Super Saiyan)
Black Widow,Bucky Barnes
Black Widow,Bullseye
Black Widow,Captain America
Black Widow,Captain America (Worthy)
Black Widow,Captain Carter (Earth 838)
Black Widow,Captain Marvel
Black Widow,Chitauri Footsoldier
Black Widow,Corvus Glaive
Black Widow,Crossbones
Black Widow,Cull Obsidian
Black Widow,Dar-Benn
Black Widow,Daredevil
Black Widow,Deathlok
Black Widow,Destroyer
Black Widow,Doctor Strange
Black Widow,Dormammu
Black Widow,Drax The Destroyer
Black Widow,Ebony Maw
Black Widow,Echo
Black Widow,Ego
Black Widow,Elektra
Black Widow,Eternity
Black Widow,Falcon
Black Widow,Fandral
Black Widow,Fat Thor
Black Widow,Fenris
Black Widow,Frigga
Black Widow,G'iah
Black Widow,Gamora
Black Widow,Gargantos
Black Widow,Ghost
Black Widow,Ghost Rider
Black Widow,Giant-Man
Black Widow,Gilgamesh
Black Widow,Gorr The God Butcher
Black Widow,Gravik
Black Widow,Groot
Black Widow,Hawkeye
Black Widow,Hawkeye
Black Widow,Heimdall
Black Widow,Hela
Black Widow,High Evolutionary
Black Widow,Hulk (Stark Gauntlet)
Black Widow,Hulk
Black Widow,Ikaris
Black Widow,Iron Fist
Black Widow,Iron Man
Black Widow,Iron Man (Mk 1)
Black Widow,Iron Man (Stark Gauntlet)
Black Widow,Iron Man (Hulkbuster)
Black Widow,Iron Monger
Black Widow,Iron Spider
Black Widow,Ironheart
Black Widow,Jemiah The Analyzer
Black Widow,Jessica Jones
Black Widow,Kaecilius
Black Widow,Kang the Conqueror
Black Widow,Killian
Black Widow,Killmonger
Black Widow,Kingo
Black Widow,Kingpin
Black Widow,Korath The Pursuer
Black Widow,Korg
Black Widow,Kro
Black Widow,Kurse
Black Widow,Kid Loki
Black Widow,Lady Loki
Black Widow,Leo Fitz
Black Widow,Leviathan
Black Widow,Loki
Black Widow,Loki (Mind Stone)
Black Widow,Loki (Keeper Of The Multiverse)
Black Widow,Loki (Variant L1130)
Black Widow,Loki (King of Asgard)
Black Widow,Luke Cage
Black Widow,M'baku
Black Widow,Makkari
Black Widow,Malekith (Reality Stone)
Black Widow,Malekith
Black Widow,Mandarin
Black Widow,Mantis
Black Widow,Mighty Thor
Black Widow,MODOK
Black Widow,Moon Knight
Black Widow,Mr. Fantastic (Earth 838)
Black Widow,Mr. Knight
Black Widow,Ms. America
Black Widow,Ms. Marvel
Black Widow,Mysterio
Black Widow,Namor
Black Widow,Nebula
Black Widow,Nick Fury
Black Widow,Nomad
Black Widow,Odin
Black Widow,Okoye
Black Widow,Outrider
Black Widow,Pepper Potts (Extremis)
Black Widow,Phastos
Black Widow,Photon
Black Widow,Proxima Midnight
Black Widow,Quake
Black Widow,Quicksilver
Black Widow,Red Guardian
Black Widow,Red Skull (Stonekeeper)
Black Widow,Red Skull
Black Widow,Rescue
Black Widow,Rocket Raccoon
Black Widow,Ronan The Accuser (Power Stone)
Black Widow,Ronan The Accuser
Black Widow,Ronin
Black Widow,Scarlet Witch
Black Widow,Sersi (uni-mind)
Black Widow,Sersi
Black Widow,Shang-Chi
Black Widow,She-Hulk
Black Widow,Shuri
Black Widow,Sif
Black Widow,Sinister Strange
Black Widow,Smart Hulk
Black Widow,Spectral Vision
Black Widow,Spider-Man
Black Widow,Star-Lord (Celestial Power)
Black Widow,Star-Lord
Black Widow,Stature
Black Widow,Surtur
Black Widow,Swole Groot
Black Widow,Talos The Untamed
Black Widow,Taskmaster
Black Widow,Teenage Groot
Black Widow,Thanos
Black Widow,Thanos (Infinity Gauntlet)
Black Widow,The Collector
Black Widow,The Executioner
Black Widow,The Grandmaster
Black Widow,The Great Protector
Black Widow,The Punisher
Black Widow,Thena
Black Widow,Thor (Pre-Ragnarok)
Black Widow,Thor (Awakened)
Black Widow,Thor
Black Widow,Ultron
Black Widow,Unworthy Thor
Black Widow,Valkyrie
Black Widow,Vision
Black Widow,Volstagg
Black Widow,Vulture
Black Widow,Wanda Maximoff (Pre-WandaVision)
Black Widow,War Machine
Black Widow,Warlock
Black Widow,Wasp
Black Widow,Whiplash
Black Widow,Whiplash (Mark II)
Black Widow,White Wolf
Black Widow,Winter Soldier
Black Widow,Wolverine
Black Widow,Wong
Black Widow,YellowJacket
Black Widow,Yondu
Black Widow,Zeus
Black Widow,Gogeta (Super Saiyan 4)
Black Widow,Goku (Super Saiyan 3)
Black Widow,Goku (Super Saiyan 2)
Black Widow,Goku (Super Saiyan 4)
Black Widow,Goku Jr.
Black Widow,Goten
Black Widow,Pan
Black Widow,Piccolo
Black Widow,Son Goku
Black Widow,Syn Shenron
Black Widow,Trunks
Black Widow,Uub
Black Widow,Android 16
Black Widow,Android 17
Black Widow,Android 18
Black Widow,Android 19
Black Widow,Aniraza
Black Widow,Arak
Black Widow,Bandages The Mummy
Black Widow,Bardock (Super Saiyan)
Black Widow,Bardock
Black Widow,Basil
Black Widow,Beerus
Black Widow,Belmod
Black Widow,Bergamo
Black Widow,Biarra
Black Widow,Bido
Black Widow,Bikal
Black Widow,Black Frieza
Black Widow,Bojack
Black Widow,Borareta
Black Widow,Botamo
Black Widow,Broly (Z)
Black Widow,Broly (Ikari)
Black Widow,Broly (Super Saiyan)
Black Widow,Broly
Black Widow,Bujin
Black Widow,Burter
Black Widow,Buu (Good)
Black Widow,Buu (Grand Supreme Kai)
Black Widow,Buuhan
Black Widow,Buutenks
Black Widow,Cabba (Super Saiyan)
Black Widow,Cabba (Super Saiyan 2)
Black Widow,Cabba
Black Widow,Dende
Black Widow,Dercori
Black Widow,Dodoria
Black Widow,Dore
Black Widow,Dr Gero
Black Widow,Dyspo (Super Maximum Light Speed)
Black Widow,Dyspo
Black Widow,Frieza
Black Widow,Frieza (First Form)
Black Widow,Frieza (Second Form)
Black Widow,Frieza (Third Form)
Black Widow,Fusion Zamasu
Black Widow,Future Trunks (Cell Saga)
Black Widow,Gogeta
Black Widow,Gogeta (Super Saiyan)
Black Widow,Gogeta (Super Saiyan Blue)
Black Widow,Gohan (Beast)
Black Widow,Gohan (Potential Unleashed)
Black Widow,Gohan (SS2)
Black Widow,Gohan (Super Saiyan)
Black Widow,Gohan
Black Widow,Goku (Super Saiyan Blue Kaioken)
Black Widow,Goku
Black Widow,Goku (Mastered Ultra Instinct)
Black Widow,Goku (Saiyan Saga)
Black Widow,Goku (True Ultra Instinct)
Black Widow,Goku (Super Saiyan God)
Black Widow,Goku (Super Saiyan 2)
Black Widow,Goku (Ultra Instinct)
Black Widow,Goku (Super Saiyan Blue)
Black Widow,Goku (Super Saiyan 3)
Black Widow,Goku Black (Super Saiyan Rosé)
Black Widow,Goku Black
Black Widow,Goten (Super Saiyan)
Black Widow,Goten
Black Widow,Gotenks (Super Saiyan 3)
Black Widow,Gotenks (SS2)
Black Widow,Grand Priest
Black Widow,Jaco
Black Widow,Kami
Black Widow,Kid Buu
Black Widow,Kid Gohan
Black Widow,Kid Goku
Black Widow,King Vegeta
Black Widow,Krillin
Black Widow,Vegeta (Ascended Super Saiyan)
Black Widow,Vegeta (Unbound Ultra Ego)
Black Widow,Vegeta (Super Saiyan Blue Evolved)
Black Widow,Vegeta (Super Saiyan 2)
Black Widow,Vegeta (Super Saiyan Blue)
Black Widow,Vegeta (Hakai Energy)
Black Widow,Vegeta (Super Saiyan)
Black Widow,Vegeta
Black Widow,Vegeta (Super Saiyan God)
Black Widow,Vegito
Black Widow,Vegito (Super Saiyan)
Bucky Barnes,Bullseye
Bucky Barnes,Captain America
Bucky Barnes,Captain America (Worthy)
Bucky Barnes,Captain Carter (Earth 838)
Bucky Barnes,Captain Marvel
Bucky Barnes,Chitauri Footsoldier
Bucky Barnes,Corvus Glaive
Bucky Barnes,Crossbones
Bucky Barnes,Cull Obsidian
Bucky Barnes,Dar-Benn
Bucky Barnes,Daredevil
Bucky Barnes,Deathlok
Bucky Barnes,Destroyer
Bucky Barnes,Doctor Strange
Bucky Barnes,Dormammu
Bucky Barnes,Drax The Destroyer
Bucky Barnes,Ebony Maw
Bucky Barnes,Echo
Bucky Barnes,Ego
Bucky Barnes,Elektra
Bucky Barnes,Eternity
Bucky Barnes,Falcon
Bucky Barnes,Fandral
Bucky Barnes,Fat Thor
Bucky Barnes,Fenris
Bucky Barnes,Frigga
Bucky Barnes,G'iah
Bucky Barnes,Gamora
Bucky Barnes,Gargantos
Bucky Barnes,Ghost
Bucky Barnes,Ghost Rider
Bucky Barnes,Giant-Man
Bucky Barnes,Gilgamesh
Bucky Barnes,Gorr The God Butcher
Bucky Barnes,Gravik
Bucky Barnes,Groot
Bucky Barnes,Hawkeye
Bucky Barnes,Hawkeye
Bucky Barnes,Heimdall
Bucky Barnes,Hela
Bucky Barnes,High Evolutionary
Bucky Barnes,Hulk (Stark Gauntlet)
Bucky Barnes,Hulk
Bucky Barnes,Ikaris
Bucky Barnes,Iron Fist
Bucky Barnes,Iron Man
Bucky Barnes,Iron Man (Mk 1)
Bucky Barnes,Iron Man (Stark Gauntlet)
Bucky Barnes,Iron Man (Hulkbuster)
Bucky Barnes,Iron Monger
Bucky Barnes,Iron Spider
Bucky Barnes,Ironheart
Bucky Barnes,Jemiah The Analyzer
Bucky Barnes,Jessica Jones
Bucky Barnes,Kaecilius
Bucky Barnes,Kang the Conqueror
Bucky Barnes,Killian
Bucky Barnes,Killmonger
Bucky Barnes,Kingo
Bucky Barnes,Kingpin
Bucky Barnes,Korath The Pursuer
Bucky Barnes,Korg
Bucky Barnes,Kro
Bucky Barnes,Kurse
Bucky Barnes,Kid Loki
Bucky Barnes,Lady Loki
Bucky Barnes,Leo Fitz
Bucky Barnes,Leviathan
Bucky Barnes,Loki
Bucky Barnes,Loki (Mind Stone)
Bucky Barnes,Loki (Keeper Of The Multiverse)
Bucky Barnes,Loki (Variant L1130)
Bucky Barnes,Loki (King of Asgard)
Bucky Barnes,Luke Cage
Bucky Barnes,M'baku
Bucky Barnes,Makkari
Bucky Barnes,Malekith (Reality Stone)
Bucky Barnes,Malekith
Bucky Barnes,Mandarin
Bucky Barnes,Mantis
Bucky Barnes,Mighty Thor
Bucky Barnes,MODOK
Bucky Barnes,Moon Knight
Bucky Barnes,Mr. Fantastic (Earth 838)
Bucky Barnes,Mr. Knight
Bucky Barnes,Ms. America
Bucky Barnes,Ms. Marvel
Bucky Barnes,Mysterio
Bucky Barnes,Namor
Bucky Barnes,Nebula
