Heroe 1,Heroe 2,Resultado
Gravik,The Executioner,1
Gravik,The Grandmaster,1
Gravik,The Great Protector,1
Gravik,The Punisher,1
Gravik,Thena,1
Gravik,Thor (Pre-Ragnarok),1
Gravik,Thor (Awakened),1
Gravik,Thor,1
Gravik,Ultron,1
Gravik,Unworthy Thor,1
Gravik,Valkyrie,1
Gravik,Vision,1
Gravik,Vulture,1
Gravik,Wanda Maximoff (Pre-Wandavision),1
Gravik,War Machine,1
Gravik,Warlock,1
Gravik,Wasp,1
Gravik,Whiplash,1
Gravik,Whiplash Mark II,1
Gravik,White Wolf,1
Gravik,Winter Soldier,1
Gravik,Wolverine,1
Gravik,Wong,1
Gravik,Yellowjacket,1
Gravik,Yondu,1
Groot,Aquaman,1
Groot,Ares,1
Groot,Atom Smasher,1
Groot,Batman,1
Groot,Black Adam,1
Groot,Black Canary,1
Groot,Black Manta,1
Groot,Black Mask,1
Groot,Bloodsport,1
Groot,Captain Boomerang,1
Groot,Cassandra Cain,1
Groot,Cheetah,1
Groot,Cyborg,1
Groot,Cyclone,1
Groot,Dark Flash,1
Groot,Darkseid,1
Groot,Deadshot,1
Groot,Doctor Fate,1
Groot,Doctor Sivana,1
Groot,Doomsday,1
Groot,El Diablo,1
Groot,Enchantress,1
Groot,Envy,1
Groot,Faora,1
Groot,Freddy Freeman,1
Groot,General Zod,1
Groot,Gluttony,1
Groot,Green Lantern,1
Groot,Harley Quinn,1
Groot,Hawkman,1
Groot,Hespera,1
Groot,Huntress,1
Groot,Incubus,1
Groot,Joker,1
Groot,Jor-El,1
Groot,Judomaster,1
Groot,Karathen,1
Groot,Katana,1
Groot,Killer Croc,1
Groot,King Nereus,1
Groot,King Shark,1
Groot,Lex Luthor,1
Groot,Lust,1
Groot,Mera,1
Groot,Mister Zsasz,1
Groot,Nam-Ek,1
Groot,Nuidis Vulko,1
Groot,Ocean Master,1
Groot,Parademon,1
Groot,Peacemaker,1
Groot,Penthesileia,1
Groot,Philippus,1
Groot,Polka-Dot Man,1
Groot,Queen Atlanna,1
Groot,Queen Hippolyta,1
Groot,Ratcatcher,1
Groot,Rick Flag,1
Groot,Sabbac,1
Groot,Savant,1
Groot,Shazam,1
Groot,Slipknot,1
Groot,Sol Soria,1
Groot,Starro,1
Groot,Steppenwolf,1
Groot,Supergirl,1
Groot,Superman,1
Groot,T.D.K.,1
Groot,The Flash,1
Groot,Vigilante,1
Groot,White Dragon,1
Groot,Wonder Woman,1
Groot,Wrath,1
Groot,Zeus,1
Groot,Agatha Harkness,1
Groot,Abomination,1
Groot,Ajak,1
Groot,Ancient One (Time Stone),1
Groot,Ancient One,1
Groot,Ant-Man,1
Groot,Arishem the Judge,1
Groot,Ayo,1
Groot,Baby Groot,1
Groot,Baron Mordo,1
Groot,Baron Zemo,1
Groot,Black Bolt (Earth-838),1
Groot,Black Bolt,1
Groot,Black Panther,1
Groot,Black Panther (Variant),1
Groot,Black Widow,1
Groot,Black Widow (Variant),1
Groot,Bucky Barnes,1
Groot,Bullseye,1
Groot,Captain America,1
Groot,Captain America (Worthy),1
Groot,Captain Carter (Earth-838),1
Groot,Captain Marvel,1
Groot,Chitauri Footsoldier,1
Groot,Corvus Glaive,1
Groot,Crossbones,1
Groot,Cull Obsidian,1
Groot,Dar-Benn,1
Groot,Daredevil,1
Groot,Deathlok,1
Groot,Destroyer,1
Groot,Doctor Strange,1
Groot,Dormammu,1
Groot,Drax the Destroyer,1
Groot,Ebony Maw,1
Groot,Echo,1
Groot,Ego,1
Groot,Elektra,1
Groot,Eternity,1
Groot,Falcon,1
Groot,Fandral,1
Groot,Fat Thor,1
Groot,Fenris,1
Groot,Frigga,1
Groot,Giah,1
Groot,Gamora,1
Groot,Gargantos,1
Groot,Ghost,1
Groot,Ghost Rider,1
Groot,Giant-Man,1
Groot,Gilgamesh,1
Groot,Gorr the God Butcher,1
Groot,Gravik,1
Groot,Hawkeye,1
Groot,Hawkeye (Variant),1
Groot,Heimdall,1
Groot,Hela,1
Groot,High Evolutionary,1
Groot,Hulk (Stark Gauntlet),1
Groot,Hulk,1
Groot,Ikaris,1
Groot,Iron Fist,1
Groot,Iron Man,1
Groot,Iron Man (MK 1),1
Groot,Iron Man (Stark Gauntlet),1
Groot,Iron Man (Hulkbuster),1
Groot,Iron Monger,1
Groot,Iron Spider,1
Groot,Ironheart,1
Groot,Jemiah the Analyzer,1
Groot,Jessica Jones,1
Groot,Kaecilius,1
Groot,Kang the Conqueror,1
Groot,Killian,1
Groot,Killmonger,1
Groot,Kingo,1
Groot,Kingpin,1
Groot,Korath the Pursuer,1
Groot,Korg,1
Groot,Kro,1
Groot,Kurse,1
Groot,Kid Loki,1
Groot,Lady Loki,1
Groot,Leo Fitz,1
Groot,Leviathan,1
Groot,Loki,1
Groot,Loki (Mind Stone),1
Groot,Loki (Keeper of the Multiverse),1
Groot,Loki (Variant L1130),1
Groot,Loki (King of Asgard),1
Groot,Luke Cage,1
Groot,MBaku,1
Groot,Makkari,1
Groot,Malekith (Reality Stone),1
Groot,Malekith,1
Groot,Mandarin,1
Groot,Mantis,1
Groot,Mighty Thor,1
Groot,MODOK,1
Groot,Moon Knight,1
Groot,Mr. Fantastic (Earth-838),1
Groot,Mr. Knight,1
Groot,Ms. America,1
Groot,Ms. Marvel,1
Groot,Mysterio,1
Groot,Namor,1
Groot,Nebula,1
Groot,Nick Fury,1
Groot,Nomad,1
Groot,Odin,1
Groot,Okoye,1
Groot,Outrider,1
Groot,Pepper Potts (Extremis),1
Groot,Phastos,1
Groot,Photon,1
Groot,Proxima Midnight,1
Groot,Quake,1
Groot,Quicksilver,1
Groot,Red Guardian,1
Groot,Red Skull (Stonekeeper),1
Groot,Red Skull,1
Groot,Rescue,1
Groot,Rocket Raccoon,1
Groot,Ronan the Accuser (Power Stone),1
Groot,Ronan the Accuser,1
Groot,Ronin,1
Groot,Scarlet Witch,1
Groot,Sersi (Uni-Mind),1
Groot,Sersi,1
Groot,Shang-Chi,1
Groot,She-Hulk,1
Groot,Shuri,1
Groot,Sif,1
Groot,Sinister Strange,1
Groot,Smart Hulk,1
Groot,Spectral Vision,1
Groot,Spider-Man,1
Groot,Star-Lord (Celestial Power),1
Groot,Star-Lord,1
Groot,Stature,1
Groot,Surtur,1
Groot,Swole Groot,1
Groot,Talos the Untamed,1
Groot,Taskmaster,1
Groot,Teenage Groot,1
Groot,Thanos,1
Groot,Thanos (Infinity Gauntlet),1
Groot,The Collector,1
Groot,The Executioner,1
Groot,The Grandmaster,1
Groot,The Great Protector,1
Groot,The Punisher,1
Groot,Thena,1
Groot,Thor (Pre-Ragnarok),1
Groot,Thor (Awakened),1
Groot,Thor,1
Groot,Ultron,1
Groot,Unworthy Thor,1
Groot,Valkyrie,1
Groot,Vision,1
Groot,Vulture,1
Groot,Wanda Maximoff (Pre-Wandavision),1
Groot,War Machine,1
Groot,Warlock,1
Groot,Wasp,1
Groot,Whiplash,1
Groot,Whiplash Mark II,1
Groot,White Wolf,1
Groot,Winter Soldier,1
Groot,Wolverine,1
Groot,Wong,1
Groot,Yellowjacket,1
Groot,Yondu,1
Hawkeye,Aquaman,1
Hawkeye,Ares,1
Hawkeye,Atom Smasher,1
Hawkeye,Batman,1
Hawkeye,Black Adam,1
Hawkeye,Black Canary,1
Hawkeye,Black Manta,1
Hawkeye,Black Mask,1
Hawkeye,Bloodsport,1
Hawkeye,Captain Boomerang,1
Hawkeye,Cassandra Cain,1
Hawkeye,Cheetah,1
Hawkeye,Cyborg,1
Hawkeye,Cyclone,1
Hawkeye,Dark Flash,1
Hawkeye,Darkseid,1
Hawkeye,Deadshot,1
Hawkeye,Doctor Fate,1
Hawkeye,Doctor Sivana,1
Hawkeye,Doomsday,1
Hawkeye,El Diablo,1
Hawkeye,Enchantress,1
Hawkeye,Envy,1
Hawkeye,Faora,1
Hawkeye,Freddy Freeman,1
Hawkeye,General Zod,1
Hawkeye,Gluttony,1
Hawkeye,Green Lantern,1
Hawkeye,Harley Quinn,1
Hawkeye,Hawkman,1
Hawkeye,Hespera,1
Hawkeye,Huntress,1
Hawkeye,Incubus,1
Hawkeye,Joker,1
Hawkeye,Jor-El,1
Hawkeye,Judomaster,1
Hawkeye,Karathen,1
Hawkeye,Katana,1
Hawkeye,Killer Croc,1
Hawkeye,King Nereus,1
Hawkeye,King Shark,1
Hawkeye,Lex Luthor,1
Hawkeye,Lust,1
Hawkeye,Mera,1
Hawkeye,Mister Zsasz,1
Hawkeye,Nam-Ek,1
Hawkeye,Nuidis Vulko,1
Hawkeye,Ocean Master,1
Hawkeye,Parademon,1
Hawkeye,Peacemaker,1
Hawkeye,Penthesileia,1
Hawkeye,Philippus,1
Hawkeye,Polka-Dot Man,1
Hawkeye,Queen Atlanna,1
Hawkeye,Queen Hippolyta,1
Hawkeye,Ratcatcher,1
Hawkeye,Rick Flag,1
Hawkeye,Sabbac,1
Hawkeye,Savant,1
Hawkeye,Shazam,1
Hawkeye,Slipknot,1
Hawkeye,Sol Soria,1
Hawkeye,Starro,1
Hawkeye,Steppenwolf,1
Hawkeye,Supergirl,1
Hawkeye,Superman,1
Hawkeye,T.D.K.,1
Hawkeye,The Flash,1
Hawkeye,Vigilante,1
Hawkeye,White Dragon,1
Hawkeye,Wonder Woman,1
Hawkeye,Wrath,1
Hawkeye,Zeus,1
Hawkeye,Agatha Harkness,1
Hawkeye,Abomination,1
Hawkeye,Ajak,1
Hawkeye,Ancient One (Time Stone),1
Hawkeye,Ancient One,1
Hawkeye,Ant-Man,1
Hawkeye,Arishem the Judge,1
Hawkeye,Ayo,1
Hawkeye,Baby Groot,1
Hawkeye,Baron Mordo,1
Hawkeye,Baron Zemo,1
Hawkeye,Black Bolt (Earth-838),1
Hawkeye,Black Bolt,1
Hawkeye,Black Panther,1
Hawkeye,Black Panther (Variant),1
Hawkeye,Black Widow,1
Hawkeye,Black Widow (Variant),1
Hawkeye,Bucky Barnes,1
Hawkeye,Bullseye,1
Hawkeye,Captain America,1
Hawkeye,Captain America (Worthy),1
Hawkeye,Captain Carter (Earth-838),1
Hawkeye,Captain Marvel,1
Hawkeye,Chitauri Footsoldier,1
Hawkeye,Corvus Glaive,1
Hawkeye,Crossbones,1
Hawkeye,Cull Obsidian,1
Hawkeye,Dar-Benn,1
Hawkeye,Daredevil,1
Hawkeye,Deathlok,1
Hawkeye,Destroyer,1
Hawkeye,Doctor Strange,1
Hawkeye,Dormammu,1
Hawkeye,Drax the Destroyer,1
Hawkeye,Ebony Maw,1
Hawkeye,Echo,1
Hawkeye,Ego,1
Hawkeye,Elektra,1
Hawkeye,Eternity,1
Hawkeye,Falcon,1
Hawkeye,Fandral,1
Hawkeye,Fat Thor,1
Hawkeye,Fenris,1
Hawkeye,Frigga,1
Hawkeye,Giah,1
Hawkeye,Gamora,1
Hawkeye,Gargantos,1
Hawkeye,Ghost,1
Hawkeye,Ghost Rider,1
Hawkeye,Giant-Man,1
Hawkeye,Gilgamesh,1
Hawkeye,Gorr the God Butcher,1
Hawkeye,Gravik,1
Hawkeye,Groot,1
Hawkeye,Hawkeye (Variant),1
Hawkeye,Heimdall,1
Hawkeye,Hela,1
Hawkeye,High Evolutionary,1
Hawkeye,Hulk (Stark Gauntlet),1
Hawkeye,Hulk,1
Hawkeye,Ikaris,1
Hawkeye,Iron Fist,1
Hawkeye,Iron Man,1
Hawkeye,Iron Man (MK 1),1
Hawkeye,Iron Man (Stark Gauntlet),1
Hawkeye,Iron Man (Hulkbuster),1
Hawkeye,Iron Monger,1
Hawkeye,Iron Spider,1
Hawkeye,Ironheart,1
Hawkeye,Jemiah the Analyzer,1
Hawkeye,Jessica Jones,1
Hawkeye,Kaecilius,1
Hawkeye,Kang the Conqueror,1
Hawkeye,Killian,1
Hawkeye,Killmonger,1
Hawkeye,Kingo,1
Hawkeye,Kingpin,1
Hawkeye,Korath the Pursuer,1
Hawkeye,Korg,1
Hawkeye,Kro,1
Hawkeye,Kurse,1
Hawkeye,Kid Loki,1
Hawkeye,Lady Loki,1
Hawkeye,Leo Fitz,1
Hawkeye,Leviathan,1
Hawkeye,Loki,1
Hawkeye,Loki (Mind Stone),1
Hawkeye,Loki (Keeper of the Multiverse),1
Hawkeye,Loki (Variant L1130),1
Hawkeye,Loki (King of Asgard),1
Hawkeye,Luke Cage,1
Hawkeye,MBaku,1
Hawkeye,Makkari,1
Hawkeye,Malekith (Reality Stone),1
Hawkeye,Malekith,1
Hawkeye,Mandarin,1
Hawkeye,Mantis,1
Hawkeye,Mighty Thor,1
Hawkeye,MODOK,1
Hawkeye,Moon Knight,1
Hawkeye,Mr. Fantastic (Earth-838),1
Hawkeye,Mr. Knight,1
Hawkeye,Ms. America,1
Hawkeye,Ms. Marvel,1
Hawkeye,Mysterio,1
Hawkeye,Namor,1
Hawkeye,Nebula,1
Hawkeye,Nick Fury,1
Hawkeye,Nomad,1
Hawkeye,Odin,1
Hawkeye,Okoye,1
Hawkeye,Outrider,1
Hawkeye,Pepper Potts (Extremis),1
Hawkeye,Phastos,1
Hawkeye,Photon,1
Hawkeye,Proxima Midnight,1
Hawkeye,Quake,1
Hawkeye,Quicksilver,1
Hawkeye,Red Guardian,1
Hawkeye,Red Skull (Stonekeeper),1
Hawkeye,Red Skull,1
Hawkeye,Rescue,1
Hawkeye,Rocket Raccoon,1
Hawkeye,Ronan the Accuser (Power Stone),1
Hawkeye,Ronan the Accuser,1
Hawkeye,Ronin,1
Hawkeye,Scarlet Witch,1
Hawkeye,Sersi (Uni-Mind),1
Hawkeye,Sersi,1
Hawkeye,Shang-Chi,1
Hawkeye,She-Hulk,1
Hawkeye,Shuri,1
Hawkeye,Sif,1
Hawkeye,Sinister Strange,1
Hawkeye,Smart Hulk,1
Hawkeye,Spectral Vision,1
Hawkeye,Spider-Man,1
Hawkeye,Star-Lord (Celestial Power),1
Hawkeye,Star-Lord,1
Hawkeye,Stature,1
Hawkeye,Surtur,1
Hawkeye,Swole Groot,1
Hawkeye,Talos the Untamed,1
Hawkeye,Taskmaster,1
Hawkeye,Teenage Groot,1
Hawkeye,Thanos,1
Hawkeye,Thanos (Infinity Gauntlet),1
Hawkeye,The Collector,1
Hawkeye,The Executioner,1
Hawkeye,The Grandmaster,1
Hawkeye,The Great Protector,1
Hawkeye,The Punisher,1
Hawkeye,Thena,1
Hawkeye,Thor (Pre-Ragnarok),1
Hawkeye,Thor (Awakened),1
Hawkeye,Thor,1
Hawkeye,Ultron,1
Hawkeye,Unworthy Thor,1
Hawkeye,Valkyrie,1
Hawkeye,Vision,1
Hawkeye,Vulture,1
Hawkeye,Wanda Maximoff (Pre-Wandavision),1
Hawkeye,War Machine,1
Hawkeye,Warlock,1
Hawkeye,Wasp,1
Hawkeye,Whiplash,1
Hawkeye,Whiplash Mark II,1
Hawkeye,White Wolf,1
Hawkeye,Winter Soldier,1
Hawkeye,Wolverine,1
Hawkeye,Wong,1
Hawkeye,Yellowjacket,1
Hawkeye,Yondu,1
Hawkeye (Variant),Aquaman,1
Hawkeye (Variant),Ares,1
Hawkeye (Variant),Atom Smasher,1
Hawkeye (Variant),Batman,1
Hawkeye (Variant),Black Adam,1
Hawkeye (Variant),Black Canary,1
Hawkeye (Variant),Black Manta,1
Hawkeye (Variant),Black Mask,1
Hawkeye (Variant),Bloodsport,1
Hawkeye (Variant),Captain Boomerang,1
Hawkeye (Variant),Cassandra Cain,1
Hawkeye (Variant),Cheetah,1
Hawkeye (Variant),Cyborg,1
Hawkeye (Variant),Cyclone,1
Hawkeye (Variant),Dark Flash,1
Hawkeye (Variant),Darkseid,1
Hawkeye (Variant),Deadshot,1
Hawkeye (Variant),Doctor Fate,1
Hawkeye (Variant),Doctor Sivana,1
Hawkeye (Variant),Doomsday,1
Hawkeye (Variant),El Diablo,1
Hawkeye (Variant),Enchantress,1
Hawkeye (Variant),Envy,1
Hawkeye (Variant),Faora,1
Hawkeye (Variant),Freddy Freeman,1
Hawkeye (Variant),General Zod,1
Hawkeye (Variant),Gluttony,1
Hawkeye (Variant),Green Lantern,1
Hawkeye (Variant),Harley Quinn,1
Hawkeye (Variant),Hawkman,1
Hawkeye (Variant),Hespera,1
Hawkeye (Variant),Huntress,1
Hawkeye (Variant),Incubus,1
Hawkeye (Variant),Joker,1
Hawkeye (Variant),Jor-El,1
Hawkeye (Variant),Judomaster,1
Hawkeye (Variant),Karathen,1
Hawkeye (Variant),Katana,1
Hawkeye (Variant),Killer Croc,1
Hawkeye (Variant),King Nereus,1
Hawkeye (Variant),King Shark,1
Hawkeye (Variant),Lex Luthor,1
Hawkeye (Variant),Lust,1
Hawkeye (Variant),Mera,1
Hawkeye (Variant),Mister Zsasz,1
Hawkeye (Variant),Nam-Ek,1
Hawkeye (Variant),Nuidis Vulko,1
Hawkeye (Variant),Ocean Master,1
Hawkeye (Variant),Parademon,1
Hawkeye (Variant),Peacemaker,1
Hawkeye (Variant),Penthesileia,1
Hawkeye (Variant),Philippus,1
Hawkeye (Variant),Polka-Dot Man,1
Hawkeye (Variant),Queen Atlanna,1
Hawkeye (Variant),Queen Hippolyta,1
Hawkeye (Variant),Ratcatcher,1
Hawkeye (Variant),Rick Flag,1
Hawkeye (Variant),Sabbac,1
Hawkeye (Variant),Savant,1
Hawkeye (Variant),Shazam,1
Hawkeye (Variant),Slipknot,1
Hawkeye (Variant),Sol Soria,1
Hawkeye (Variant),Starro,1
Hawkeye (Variant),Steppenwolf,1
Hawkeye (Variant),Supergirl,1
Hawkeye (Variant),Superman,1
Hawkeye (Variant),T.D.K.,1
Hawkeye (Variant),The Flash,1
Hawkeye (Variant),Vigilante,1
Hawkeye (Variant),White Dragon,1
Hawkeye (Variant),Wonder Woman,1
Hawkeye (Variant),Wrath,1
Hawkeye (Variant),Zeus,1
Hawkeye (Variant),Agatha Harkness,1
Hawkeye (Variant),Abomination,1
Hawkeye (Variant),Ajak,1
Hawkeye (Variant),Ancient One (Time Stone),1
Hawkeye (Variant),Ancient One,1
Hawkeye (Variant),Ant-Man,1
Hawkeye (Variant),Arishem the Judge,1
Hawkeye (Variant),Ayo,1
Hawkeye (Variant),Baby Groot,1
Hawkeye (Variant),Baron Mordo,1
Hawkeye (Variant),Baron Zemo,1
Hawkeye (Variant),Black Bolt (Earth-838),1
Hawkeye (Variant),Black Bolt,1
Hawkeye (Variant),Black Panther,1
Hawkeye (Variant),Black Panther (Variant),1
Hawkeye (Variant),Black Widow,1
Hawkeye (Variant),Black Widow (Variant),1
Hawkeye (Variant),Bucky Barnes,1
Hawkeye (Variant),Bullseye,1
Hawkeye (Variant),Captain America,1
Hawkeye (Variant),Captain America (Worthy),1
Hawkeye (Variant),Captain Carter (Earth-838),1
Hawkeye (Variant),Captain Marvel,1
Hawkeye (Variant),Chitauri Footsoldier,1
Hawkeye (Variant),Corvus Glaive,1
Hawkeye (Variant),Crossbones,1
Hawkeye (Variant),Cull Obsidian,1
Hawkeye (Variant),Dar-Benn,1
Hawkeye (Variant),Daredevil,1
Hawkeye (Variant),Deathlok,1
Hawkeye (Variant),Destroyer,1
Hawkeye (Variant),Doctor Strange,1
Hawkeye (Variant),Dormammu,1
Hawkeye (Variant),Drax the Destroyer,1
Hawkeye (Variant),Ebony Maw,1
Hawkeye (Variant),Echo,1
Hawkeye (Variant),Ego,1
Hawkeye (Variant),Elektra,1
Hawkeye (Variant),Eternity,1
Hawkeye (Variant),Falcon,1
Hawkeye (Variant),Fandral,1
Hawkeye (Variant),Fat Thor,1
Hawkeye (Variant),Fenris,1
Hawkeye (Variant),Frigga,1
Hawkeye (Variant),Giah,1
Hawkeye (Variant),Gamora,1
Hawkeye (Variant),Gargantos,1
Hawkeye (Variant),Ghost,1
Hawkeye (Variant),Ghost Rider,1
Hawkeye (Variant),Giant-Man,1
Hawkeye (Variant),Gilgamesh,1
Hawkeye (Variant),Gorr the God Butcher,1
Hawkeye (Variant),Gravik,1
Hawkeye (Variant),Groot,1
Hawkeye (Variant),Hawkeye,1
Hawkeye (Variant),Heimdall,1
Hawkeye (Variant),Hela,1
Hawkeye (Variant),High Evolutionary,1
Hawkeye (Variant),Hulk (Stark Gauntlet),1
Hawkeye (Variant),Hulk,1
Hawkeye (Variant),Ikaris,1
Hawkeye (Variant),Iron Fist,1
Hawkeye (Variant),Iron Man,1
Hawkeye (Variant),Iron Man (MK 1),1
Hawkeye (Variant),Iron Man (Stark Gauntlet),1
Hawkeye (Variant),Iron Man (Hulkbuster),1
Hawkeye (Variant),Iron Monger,1
Hawkeye (Variant),Iron Spider,1
Hawkeye (Variant),Ironheart,1
Hawkeye (Variant),Jemiah the Analyzer,1
Hawkeye (Variant),Jessica Jones,1
Hawkeye (Variant),Kaecilius,1
Hawkeye (Variant),Kang the Conqueror,1
Hawkeye (Variant),Killian,1
Hawkeye (Variant),Killmonger,1
Hawkeye (Variant),Kingo,1
Hawkeye (Variant),Kingpin,1
Hawkeye (Variant),Korath the Pursuer,1
Hawkeye (Variant),Korg,1
Hawkeye (Variant),Kro,1
Hawkeye (Variant),Kurse,1
Hawkeye (Variant),Kid Loki,1
Hawkeye (Variant),Lady Loki,1
Hawkeye (Variant),Leo Fitz,1
Hawkeye (Variant),Leviathan,1
Hawkeye (Variant),Loki,1
Hawkeye (Variant),Loki (Mind Stone),1
Hawkeye (Variant),Loki (Keeper of the Multiverse),1
Hawkeye (Variant),Loki (Variant L1130),1
Hawkeye (Variant),Loki (King of Asgard),1
Hawkeye (Variant),Luke Cage,1
Hawkeye (Variant),MBaku,1
Hawkeye (Variant),Makkari,1
Hawkeye (Variant),Malekith (Reality Stone),1
Hawkeye (Variant),Malekith,1
Hawkeye (Variant),Mandarin,1
Hawkeye (Variant),Mantis,1
Hawkeye (Variant),Mighty Thor,1
Hawkeye (Variant),MODOK,1
Hawkeye (Variant),Moon Knight,1
Hawkeye (Variant),Mr. Fantastic (Earth-838),1
Hawkeye (Variant),Mr. Knight,1
Hawkeye (Variant),Ms. America,1
Hawkeye (Variant),Ms. Marvel,1
Hawkeye (Variant),Mysterio,1
Hawkeye (Variant),Namor,1
Hawkeye (Variant),Nebula,1
Hawkeye (Variant),Nick Fury,1
Hawkeye (Variant),Nomad,1
Hawkeye (Variant),Odin,1
Hawkeye (Variant),Okoye,1
Hawkeye (Variant),Outrider,1
Hawkeye (Variant),Pepper Potts (Extremis),1
Hawkeye (Variant),Phastos,1
Hawkeye (Variant),Photon,1
Hawkeye (Variant),Proxima Midnight,1
Hawkeye (Variant),Quake,1
Hawkeye (Variant),Quicksilver,1
Hawkeye (Variant),Red Guardian,1
Hawkeye (Variant),Red Skull (Stonekeeper),1
Hawkeye (Variant),Red Skull,1
Hawkeye (Variant),Rescue,1
Hawkeye (Variant),Rocket Raccoon,1
Hawkeye (Variant),Ronan the Accuser (Power Stone),1
Hawkeye (Variant),Ronan the Accuser,1
Hawkeye (Variant),Ronin,1
Hawkeye (Variant),Scarlet Witch,1
Hawkeye (Variant),Sersi (Uni-Mind),1
Hawkeye (Variant),Sersi,1
Hawkeye (Variant),Shang-Chi,1
Hawkeye (Variant),She-Hulk,1
Hawkeye (Variant),Shuri,1
Hawkeye (Variant),Sif,1
Hawkeye (Variant),Sinister Strange,1
Hawkeye (Variant),Smart Hulk,1
Hawkeye (Variant),Spectral Vision,1
Hawkeye (Variant),Spider-Man,1
Hawkeye (Variant),Star-Lord (Celestial Power),1
Hawkeye (Variant),Star-Lord,1
Hawkeye (Variant),Stature,1
Hawkeye (Variant),Surtur,1
Hawkeye (Variant),Swole Groot,1
Hawkeye (Variant),Talos the Untamed,1
Hawkeye (Variant),Taskmaster,1
Hawkeye (Variant),Teenage Groot,1
Hawkeye (Variant),Thanos,1
Hawkeye (Variant),Thanos (Infinity Gauntlet),1
Hawkeye (Variant),The Collector,1
Hawkeye (Variant),The Executioner,1
Hawkeye (Variant),The Grandmaster,1
Hawkeye (Variant),The Great Protector,1
Hawkeye (Variant),The Punisher,1
Hawkeye (Variant),Thena,1
Hawkeye (Variant),Thor (Pre-Ragnarok),1
Hawkeye (Variant),Thor (Awakened),1
Hawkeye (Variant),Thor,1
Hawkeye (Variant),Ultron,1
Hawkeye (Variant),Unworthy Thor,1
Hawkeye (Variant),Valkyrie,1
Hawkeye (Variant),Vision,1
Hawkeye (Variant),Vulture,1
Hawkeye (Variant),Wanda Maximoff (Pre-Wandavision),1
Hawkeye (Variant),War Machine,1
Hawkeye (Variant),Warlock,1
Hawkeye (Variant),Wasp,1
Hawkeye (Variant),Whiplash,1
Hawkeye (Variant),Whiplash Mark II,1
Hawkeye (Variant),White Wolf,1
Hawkeye (Variant),Winter Soldier,1
Hawkeye (Variant),Wolverine,1
Hawkeye (Variant),Wong,1
Hawkeye (Variant),Yellowjacket,1
Hawkeye (Variant),Yondu,1
Heimdall,Aquaman,1
Heimdall,Ares,1
Heimdall,Atom Smasher,1
Heimdall,Batman,1
Heimdall,Black Adam,1
Heimdall,Black Canary,1
Heimdall,Black Manta,1
Heimdall,Black Mask,1
Heimdall,Bloodsport,1
Heimdall,Captain Boomerang,1
Heimdall,Cassandra Cain,1
Heimdall,Cheetah,1
Heimdall,Cyborg,1
Heimdall,Cyclone,1
Heimdall,Dark Flash,1
Heimdall,Darkseid,1
Heimdall,Deadshot,1
Heimdall,Doctor Fate,1
Heimdall,Doctor Sivana,1
Heimdall,Doomsday,1
Heimdall,El Diablo,1
Heimdall,Enchantress,1
Heimdall,Envy,1
Heimdall,Faora,1
Heimdall,Freddy Freeman,1
Heimdall,General Zod,1
Heimdall,Gluttony,1
Heimdall,Green Lantern,1
Heimdall,Harley Quinn,1
Heimdall,Hawkman,1
Heimdall,Hespera,1
Heimdall,Huntress,1
Heimdall,Incubus,1
Heimdall,Joker,1
Heimdall,Jor-El,1
Heimdall,Judomaster,1
Heimdall,Karathen,1
Heimdall,Katana,1
Heimdall,Killer Croc,1
Heimdall,King Nereus,1
Heimdall,King Shark,1
Heimdall,Lex Luthor,1
Heimdall,Lust,1
Heimdall,Mera,1
Heimdall,Mister Zsasz,1
Heimdall,Nam-Ek,1
Heimdall,Nuidis Vulko,1
Heimdall,Ocean Master,1
Heimdall,Parademon,1
Heimdall,Peacemaker,1
Heimdall,Penthesileia,1
Heimdall,Philippus,1
Heimdall,Polka-Dot Man,1
Heimdall,Queen Atlanna,1
Heimdall,Queen Hippolyta,1
Heimdall,Ratcatcher,1
Heimdall,Rick Flag,1
Heimdall,Sabbac,1
Heimdall,Savant,1
Heimdall,Shazam,1
Heimdall,Slipknot,1
Heimdall,Sol Soria,1
Heimdall,Starro,1
Heimdall,Steppenwolf,1
Heimdall,Supergirl,1
Heimdall,Superman,1
Heimdall,T.D.K.,1
Heimdall,The Flash,1
Heimdall,Vigilante,1
Heimdall,White Dragon,1
Heimdall,Wonder Woman,1
Heimdall,Wrath,1
Heimdall,Zeus,1
Heimdall,Agatha Harkness,1
Heimdall,Abomination,1
Heimdall,Ajak,1
Heimdall,Ancient One (Time Stone),1
Heimdall,Ancient One,1
Heimdall,Ant-Man,1
Heimdall,Arishem the Judge,1
Heimdall,Ayo,1
Heimdall,Baby Groot,1
Heimdall,Baron Mordo,1
Heimdall,Baron Zemo,1
Heimdall,Black Bolt (Earth-838),1
Heimdall,Black Bolt,1
Heimdall,Black Panther,1
Heimdall,Black Panther (Variant),1
Heimdall,Black Widow,1
Heimdall,Black Widow (Variant),1
Heimdall,Bucky Barnes,1
Heimdall,Bullseye,1
Heimdall,Captain America,1
Heimdall,Captain America (Worthy),1
Heimdall,Captain Carter (Earth-838),1
Heimdall,Captain Marvel,1
Heimdall,Chitauri Footsoldier,1
Heimdall,Corvus Glaive,1
Heimdall,Crossbones,1
Heimdall,Cull Obsidian,1
Heimdall,Dar-Benn,1
Heimdall,Daredevil,1
