id,name,description,modified,comics_available,series_available,stories_available,events_available,event_available,thumbnail
1010826,MVP,,1969-12-31T19:00:00-0500,4,3,6,6,1,http://i.annihil.us/u/prod/marvel/i/mg/9/50/4ce5a36f31b94.jpg
1009464,Mysterio,,2011-01-25T15:41:53-0500,93,37,103,103,1,http://i.annihil.us/u/prod/marvel/i/mg/6/70/4ce5a083d8346.jpg
1010951,Mysterio (Daniel Berkhart),,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010952,Mysterio (Francis Klum),,1969-12-31T19:00:00-0500,3,2,2,2,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009465,Mystique,,2014-06-05T17:08:23-0400,230,85,275,275,10,http://i.annihil.us/u/prod/marvel/i/mg/5/03/5390dc2225782.jpg
1010953,Mystique (Age of Apocalypse),,2013-11-20T17:14:59-0500,2,1,2,2,1,http://i.annihil.us/u/prod/marvel/i/mg/4/03/528d33b473550.jpg
1010954,Mystique (House of M),,1969-12-31T19:00:00-0500,1,1,1,1,1,http://i.annihil.us/u/prod/marvel/i/mg/b/70/4c0033fbbdb54.jpg
1011129,Mystique (Ultimate),,1969-12-31T19:00:00-0500,11,5,17,17,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1013483,Nakia (Nakia),,2017-08-24T16:48:01-0400,2,2,2,2,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009466,Namor,,2016-05-26T09:29:39-0400,370,144,416,416,16,http://i.annihil.us/u/prod/marvel/i/mg/e/90/50febf4ae101d.jpg
1009468,Namora,,2011-09-07T16:36:43-0400,52,18,92,92,3,http://i.annihil.us/u/prod/marvel/i/mg/2/a0/4c003d248f331.jpg
1009469,Namorita,,2013-11-20T17:14:56-0500,69,23,77,77,7,http://i.annihil.us/u/prod/marvel/i/mg/4/03/528d33a253447.jpg
1014978,Naoko,,2010-11-18T15:50:39-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/e/40/4cd054abbdc21.jpg
1009547,Natasha Romanoff,,1969-12-31T19:00:00-0500,20,9,21,21,1,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010365,Nebula,,2014-07-17T14:47:55-0400,33,19,32,32,2,http://i.annihil.us/u/prod/marvel/i/mg/e/30/528d339973337.jpg
1011302,Nehzno,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011422,Nekra,,1969-12-31T19:00:00-0500,9,2,9,9,0,http://i.annihil.us/u/prod/marvel/i/mg/4/c0/4c002e11323ba.jpg
1011086,Nemesis,,2004-04-14T00:00:00-0400,35,6,55,55,1,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010831,Network,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010815,New Goblin,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011336,New Mutants,,2017-10-13T10:18:07-0400,307,63,485,485,16,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/53ea47c1d41a6.jpg
1010683,New Warriors,,2013-11-01T16:41:52-0400,129,23,166,166,4,http://i.annihil.us/u/prod/marvel/i/mg/0/03/527411a7204f7.jpg
1011271,New X-Men,,2014-04-29T14:50:14-0400,46,12,52,52,1,http://i.annihil.us/u/prod/marvel/i/mg/6/90/535ff4561d2d5.jpg
1011269,Newton Destine,,1969-12-31T19:00:00-0500,3,2,2,2,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011303,Next Avengers,,1969-12-31T19:00:00-0500,1,1,1,1,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010685,Nextwave,,1969-12-31T19:00:00-0500,13,2,12,12,0,http://i.annihil.us/u/prod/marvel/i/mg/5/d0/4c0038e2924ca.jpg
1009471,Nick Fury,,2016-02-10T10:01:27-0500,581,209,655,655,10,http://i.annihil.us/u/prod/marvel/i/mg/3/c0/5261a745e658d.jpg
1017298,Nick Fury (LEGO Marvel Super Heroes),,2013-09-12T17:37:19-0400,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011007,Nick Fury (Ultimate),,1969-12-31T19:00:00-0500,85,34,108,108,0,http://i.annihil.us/u/prod/marvel/i/mg/5/70/4c0032832d0de.jpg
1010746,Nico Minoru,,1969-12-31T19:00:00-0500,29,13,28,28,1,http://i.annihil.us/u/prod/marvel/i/mg/2/b0/4c00377e2a541.jpg
1010706,Nicolaos,,1969-12-31T19:00:00-0500,2,1,2,2,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011282,Night Nurse (Earth-9997),,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/2/b0/4ce5a5ecbf8b9.jpg
1014057,Night Nurse (Linda Carter),,2021-08-27T17:46:06-0400,11,6,9,9,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010684,Night Thrasher,,2017-08-24T16:58:26-0400,50,13,75,75,4,http://i.annihil.us/u/prod/marvel/i/mg/9/e0/52695ac9de43e.jpg
1014063,Night Thrasher (Dwayne Taylor),,2017-08-24T16:58:59-0400,14,4,20,20,0,http://i.annihil.us/u/prod/marvel/i/mg/f/80/4ce5ab3d8bf66.jpg
1009472,Nightcrawler,,2013-10-17T15:06:41-0400,650,198,765,765,17,http://i.annihil.us/u/prod/marvel/i/mg/1/40/526034979bc98.jpg
1011337,Nightcrawler (Ultimate),,1969-12-31T19:00:00-0500,38,8,65,65,0,http://i.annihil.us/u/prod/marvel/i/mg/3/a0/4c002e438799c.jpg
1010349,Nighthawk,,2011-05-13T14:31:56-0400,59,24,62,62,1,http://i.annihil.us/u/prod/marvel/i/mg/5/80/4c00391ba3a93.jpg
1009473,Nightmare,,2016-06-16T14:58:09-0400,68,31,82,82,4,http://i.annihil.us/u/prod/marvel/i/mg/2/40/4c003d1b26622.jpg
1011124,Nightshade,,1969-12-31T19:00:00-0500,4,3,4,4,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011409,Nine-Fold Daughters of Xao,,1969-12-31T19:00:00-0500,1,1,1,1,0,http://i.annihil.us/u/prod/marvel/i/mg/5/70/4c002e21e16a8.jpg
1010797,Nitro,,1969-12-31T19:00:00-0500,11,7,10,10,1,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/4c00372e0847c.jpg
1009474,Nocturne,,1969-12-31T19:00:00-0500,33,14,34,34,1,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009475,Nomad,,1969-12-31T19:00:00-0500,24,13,26,26,0,http://i.annihil.us/u/prod/marvel/i/mg/3/50/4c003d1875f38.jpg
1011427,Nomad (Rikki Barnes),,2010-11-18T16:43:35-0500,20,5,20,20,0,http://i.annihil.us/u/prod/marvel/i/mg/9/50/4ce5a79501bd6.jpg
1010955,Nomad (Steve Rogers),,1969-12-31T19:00:00-0500,4,2,6,6,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009325,Norman Osborn,,2013-07-18T13:46:24-0400,210,87,239,239,5,http://i.annihil.us/u/prod/marvel/i/mg/3/f0/51e829cd06982.jpg
1010063,Norrin Radd,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/d/50/4c00393385563.jpg
1009476,Northstar,,2012-05-30T14:06:10-0400,109,32,125,125,6,http://i.annihil.us/u/prod/marvel/i/mg/2/c0/4c003d15985a0.jpg
1009477,Nova,,2016-08-25T14:11:04-0400,199,69,272,272,11,http://i.annihil.us/u/prod/marvel/i/mg/1/00/51756578d2a75.jpg
1010956,Nova (Frankie Raye),,2014-03-05T13:43:01-0500,8,6,8,8,0,http://i.annihil.us/u/prod/marvel/i/mg/9/f0/53176fd93dbc9.jpg
1017078,Nova (Sam Alexander),"Sam Alexander inherited the role of Nova from his father, who went missing mysteriously. The new Human Rocket struggles to become a hero while searching for his dad.",2014-12-18T23:44:59-0500,116,22,119,119,4,http://i.annihil.us/u/prod/marvel/i/mg/e/20/5269615681f91.jpg
1016837,Nova (USM),"The hyperactive loose cannon of the team. Sam Alexander always feels like he has something to prove. 

The hyperactive loose cannon of the group. Sam always feels like he has something to prove.

Samâ€™s powers derive from the Nova Force, which is channeled through his helmet. These powers include flight, enhanced durability, and the ability to absorb and release pulses of energy. However, Sam does not know the extent of his powers, let alone how they work.  

Enthusiastic and immature, Samâ€™s eagerness can be a blessing and a curse. His personality will constantly clash with Spideyâ€™s as they compete for bragging rights. ",2013-09-18T15:55:09-0400,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/7/03/523217e5c9327.jpg
1010707,Nuke,,1969-12-31T19:00:00-0500,12,7,14,14,0,http://i.annihil.us/u/prod/marvel/i/mg/c/10/4ce5a28ac1c48.jpg
1009620,Obadiah Stane,,1969-12-31T19:00:00-0500,4,2,7,7,0,http://i.annihil.us/u/prod/marvel/i/mg/5/e0/4ce5a1b721545.jpg
1009480,Odin,,2014-06-12T16:01:36-0400,224,87,270,270,7,http://i.annihil.us/u/prod/marvel/i/mg/3/00/539a06a64b262.jpg
1009481,Ogun,,1969-12-31T19:00:00-0500,8,5,10,10,0,http://i.annihil.us/u/prod/marvel/i/mg/b/a0/4c003d0c92efb.jpg
1017840,Okoye,,2017-08-24T16:49:45-0400,10,5,10,10,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010882,Old Lace,,1969-12-31T19:00:00-0500,13,7,13,13,0,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/4c00359a2be7b.jpg
1017810,Old Man Logan (Earth-807128),,2021-08-27T21:34:01-0400,160,45,160,160,1,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1014160,Omega (Michael Pointer),,2021-08-27T21:38:43-0400,1,1,2,2,1,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010757,Omega Flight,,1969-12-31T19:00:00-0500,10,3,13,13,1,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009482,Omega Red,,1969-12-31T19:00:00-0500,66,25,71,71,1,http://i.annihil.us/u/prod/marvel/i/mg/5/d0/4c003d09267ae.jpg
1011329,Omega Sentinel,,1969-12-31T19:00:00-0500,2,2,2,2,0,http://i.annihil.us/u/prod/marvel/i/mg/8/70/4c002e4dc5f11.jpg
1011123,Omega the Unknown,,1969-12-31T19:00:00-0500,17,6,16,16,0,http://i.annihil.us/u/prod/marvel/i/mg/f/10/4ce5a4e4cd15d.jpg
1009483,Onslaught,,2014-04-29T14:14:34-0400,46,27,41,41,1,http://i.annihil.us/u/prod/marvel/i/mg/6/60/535febc427605.jpg
1011255,Onslaught (Ultimate),,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009484,Oracle,,1969-12-31T19:00:00-0500,20,13,12,12,0,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c003d0361454.jpg
1011202,Ord,,1969-12-31T19:00:00-0500,11,5,9,9,0,http://i.annihil.us/u/prod/marvel/i/mg/6/40/4c002f1c476f9.jpg
1009485,Orphan,,1969-12-31T19:00:00-0500,14,2,22,22,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010957,Orphan-Maker,,-0001-11-30T00:00:00-0500,24,3,24,24,1,http://i.annihil.us/u/prod/marvel/i/mg/c/50/4c7c63f383bac.jpg
1009479,Otto Octavius,,1969-12-31T19:00:00-0500,21,10,21,21,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1014198,Outlaw (Inez Temple),,2021-08-27T21:44:22-0400,14,6,14,14,0,http://i.annihil.us/u/prod/marvel/i/mg/c/e0/4ce59d3a80ff7.jpg
1011228,Outlaw Kid,,1969-12-31T19:00:00-0500,3,1,3,3,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010332,Overlord,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011028,Owl,,1969-12-31T19:00:00-0500,21,18,23,23,1,http://i.annihil.us/u/prod/marvel/i/mg/9/40/4ce5a45d60e63.jpg
1009488,Ozymandias,,2010-12-10T17:17:11-0500,15,12,11,11,1,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011150,Paibok,,1969-12-31T19:00:00-0500,4,2,7,7,0,http://i.annihil.us/u/prod/marvel/i/mg/3/30/4c002f617817e.jpg
1010873,Paladin,,2014-04-29T14:51:16-0400,25,15,26,26,2,http://i.annihil.us/u/prod/marvel/i/mg/c/30/535ff3bef14c1.jpg
1010708,Pandemic,,1969-12-31T19:00:00-0500,2,2,1,1,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011321,Paper Doll,,1969-12-31T19:00:00-0500,3,1,4,4,0,http://i.annihil.us/u/prod/marvel/i/mg/9/10/4ce5a65b2e406.jpg
1010357,Patch,,1969-12-31T19:00:00-0500,5,2,5,5,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009492,Patriot,,2011-03-10T14:50:29-0500,81,16,81,81,2,http://i.annihil.us/u/prod/marvel/i/mg/8/b0/4c003cfda4644.jpg
1011351,Payback,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1017857,Peggy Carter (Captain Carter),,2022-05-03T11:41:04-0400,17,9,17,17,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1014267,Penance (Monet St. Croix),,2021-08-19T00:00:58-0400,18,6,18,18,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009493,Penance (Robert Baldwin),,2013-10-24T13:29:17-0400,67,20,84,84,6,http://i.annihil.us/u/prod/marvel/i/mg/6/90/52695808ada2e.jpg
1009494,Pepper Potts,,2015-11-23T17:45:15-0500,85,20,122,122,2,http://i.annihil.us/u/prod/marvel/i/mg/c/f0/4ce188e09af9c.jpg
1009495,Pestilence,,1969-12-31T19:00:00-0500,10,2,13,13,1,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011388,Pet Avengers,,2011-07-19T15:56:51-0400,15,4,25,25,0,http://i.annihil.us/u/prod/marvel/i/mg/6/50/4ce5a721b6817.jpg
1010779,Pete Wisdom,"Pete Wisdom is a former agent of the British intelligence agency Black Air, which was charged with the observation of, and interaction with, extranormal activity, and he was the agency's liaison with the British superhero group Excalibur, whom he eventually aided in exposing Black Air's subversive criminal activities.",-0001-11-30T00:00:00-0500,24,11,24,24,0,http://i.annihil.us/u/prod/marvel/i/mg/f/b0/4c003740c9027.png
1009491,Peter Parker,,2021-07-01T15:07:31-0400,199,38,208,208,4,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010734,Peter Quill,,1969-12-31T19:00:00-0500,8,6,7,7,1,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011021,Phalanx,,2013-11-01T16:41:45-0400,4,3,4,4,0,http://i.annihil.us/u/prod/marvel/i/mg/e/03/527411987e35d.jpg
1011419,Phantom Reporter,,1969-12-31T19:00:00-0500,2,2,2,2,0,http://i.annihil.us/u/prod/marvel/i/mg/9/90/4ce5a77f0492c.jpg
1017839,Phil Coulson (Phil Coulson),,2017-08-24T12:56:20-0400,4,4,7,7,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011369,Phil Sheldon,,1969-12-31T19:00:00-0500,8,3,14,14,0,http://i.annihil.us/u/prod/marvel/i/mg/9/80/4ce5a6f45075d.jpg
1014318,Phoenix Force,,2021-08-23T23:19:13-0400,16,8,17,17,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011045,Photon,,1969-12-31T19:00:00-0500,33,12,36,36,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010741,Phyla-Vell,,1969-12-31T19:00:00-0500,7,3,7,7,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010886,Piledriver,,1969-12-31T19:00:00-0500,6,3,5,5,0,http://i.annihil.us/u/prod/marvel/i/mg/e/e0/4ce5a3bf4b3c4.jpg
1010762,Pip,,1969-12-31T19:00:00-0500,19,10,18,18,1,http://i.annihil.us/u/prod/marvel/i/mg/9/30/4ce5a30a8249e.jpg
1011179,Pixie,,2012-12-20T13:26:34-0500,53,15,54,54,4,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/4c002f2d626ee.jpg
1009498,Plazm,,1969-12-31T19:00:00-0500,2,2,2,2,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009499,Polaris,,2013-11-01T16:43:39-0400,284,74,328,328,10,http://i.annihil.us/u/prod/marvel/i/mg/c/c0/5274122562b05.jpg
1009501,Post,,1969-12-31T19:00:00-0500,13,8,11,11,1,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1016840,Power Man (USM),"A former street kid whoâ€™s not quite used to the Super Hero world, Luke is a no-nonsense tough guy who serves as the emotional heart and big brother of the group. He is fiercely loyal and nearly fearless in battle. 

Lukeâ€™s unbreakable skin and super strength make him the bruiser out of all the trainees. Heâ€™s the first guy to jump into a fight. However, he can still be hurt by concussive blasts and other forms of energy.

As Dannyâ€™s best friend, Luke is the translator for Dannyâ€™s sometimes spacey, non-sequitur comments. Luke will always be the first to defend Peter from others, both as civilians and Super Heroes.",2013-09-18T15:54:58-0400,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/3/00/52321806b45cf.jpg
1010770,Power Pack,,2013-11-20T17:14:55-0500,142,39,170,170,4,http://i.annihil.us/u/prod/marvel/i/mg/3/40/528d338b532d2.jpg
1011151,Praxagora,,1969-12-31T19:00:00-0500,3,1,3,3,1,http://i.annihil.us/u/prod/marvel/i/mg/c/20/4c002f58eeeb4.jpg
1011152,Preak,,1969-12-31T19:00:00-0500,3,1,3,3,1,http://i.annihil.us/u/prod/marvel/i/mg/8/e0/4c002f5458faa.jpg
1009502,Pretty Boy,,1969-12-31T19:00:00-0500,3,2,2,2,0,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c002e0305708.gif
1011104,Pride,,1969-12-31T19:00:00-0500,10,5,10,10,0,http://i.annihil.us/u/prod/marvel/i/mg/1/b0/4c0030ac10524.jpg
1014989,Prima,,2010-11-18T16:00:31-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/8/90/4cd0612ec055b.jpg
1011234,Prince of Orphans,,2011-05-26T17:52:40-0400,11,3,16,16,1,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010750,Princess Powerful,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/3/60/4c0037783e8b3.jpg
1009503,Prism,,1969-12-31T19:00:00-0500,5,4,5,5,1,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011030,Prodigy,,2014-04-29T14:18:25-0400,28,9,30,30,3,http://i.annihil.us/u/prod/marvel/i/mg/c/20/535feca6710cd.jpg
1014434,Prodigy (David Alleyne),,2021-08-12T23:33:40-0400,16,5,23,23,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011153,Proemial Gods,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/2/f0/4c002f51c9436.jpg
1011378,Professor Monster,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009504,Professor X,,2013-11-20T17:14:37-0500,437,142,443,443,15,http://i.annihil.us/u/prod/marvel/i/mg/3/e0/528d3378de525.jpg
1010958,Professor X (Ultimate),,2013-07-18T13:53:49-0400,16,1,18,18,0,http://i.annihil.us/u/prod/marvel/i/mg/3/70/51e82b7720a59.jpg
1009505,Proteus,,2014-04-29T14:23:50-0400,16,10,14,14,1,http://i.annihil.us/u/prod/marvel/i/mg/a/10/535fedc85b486.jpg
1010960,Proteus (House of M),,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010959,Proteus (Ultimate),,1969-12-31T19:00:00-0500,5,3,3,3,0,http://i.annihil.us/u/prod/marvel/i/mg/8/30/4c0033f0b31ed.jpg
1009506,Proudstar,,1969-12-31T19:00:00-0500,5,3,6,6,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009507,Prowler,,1969-12-31T19:00:00-0500,30,13,28,28,3,http://i.annihil.us/u/prod/marvel/i/mg/8/50/4c003c8acc314.jpg
1010961,Prowler (Rick Lawson),,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009511,Psycho-Man,,2011-10-10T16:38:33-0400,14,9,13,13,0,http://i.annihil.us/u/prod/marvel/i/mg/5/e0/4c003c82b377c.jpg
1009512,Psylocke,,2015-07-28T19:24:17-0400,460,109,531,531,21,http://i.annihil.us/u/prod/marvel/i/mg/1/50/526961ce86539.jpg
1009510,PsyNapse,,1969-12-31T19:00:00-0500,4,2,4,4,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009513,Puck,,2012-09-17T13:21:57-0400,76,21,92,92,2,http://i.annihil.us/u/prod/marvel/i/mg/b/d0/4c003c7cc0d8f.jpg
1010962,Puck (Zuzha Yu),,1969-12-31T19:00:00-0500,12,1,24,24,0,http://i.annihil.us/u/prod/marvel/i/mg/b/60/4c0033edbce41.jpg
1010865,Puff Adder,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/4/c0/4c0035b602a0a.jpg
1011165,pug,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009514,Puma,,1969-12-31T19:00:00-0500,31,13,35,35,2,http://i.annihil.us/u/prod/marvel/i/mg/7/c0/4c003c7a0ab21.jpg
1009515,Punisher,,2017-08-24T11:20:12-0400,770,220,978,978,9,http://i.annihil.us/u/prod/marvel/i/mg/3/90/5261675f6b22f.jpg
1009517,Punisher (2099),,2014-03-05T13:43:05-0500,6,5,6,6,0,http://i.annihil.us/u/prod/marvel/i/mg/c/a0/53176fef7fa1c.jpg
1017306,Punisher (Marvel: Avengers Alliance),,2013-09-18T10:16:29-0400,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/0/03/5239b5b358300.jpg
1009519,Puppet Master,,1969-12-31T19:00:00-0500,42,22,50,50,1,http://i.annihil.us/u/prod/marvel/i/mg/6/40/4c003c738f74c.jpg
1011207,Purifiers,,2013-11-01T16:41:38-0400,12,5,16,16,2,http://i.annihil.us/u/prod/marvel/i/mg/d/90/5274118670d83.jpg
1009520,Purple Man,,2011-06-14T17:29:03-0400,29,17,28,28,2,http://i.annihil.us/u/prod/marvel/i/mg/2/60/4c003c7030b39.jpg
1009522,Pyro,,2013-10-15T19:40:03-0400,58,23,63,63,5,http://i.annihil.us/u/prod/marvel/i/mg/e/c0/4ce5a0eeab435.jpg
1014528,Quake (Daisy Johnson),,2017-08-24T16:53:55-0400,39,12,40,40,5,http://i.annihil.us/u/prod/marvel/i/mg/b/c0/553a9abceb412.jpg
1009523,Quasar (Phyla-Vell),,2013-11-01T16:41:34-0400,113,33,115,115,7,http://i.annihil.us/u/prod/marvel/i/mg/6/03/52741171e681e.jpg
1010778,Quasar (Wendell Vaughn),,2013-11-01T16:41:29-0400,99,20,100,100,9,http://i.annihil.us/u/prod/marvel/i/mg/d/80/52741155a2994.jpg
1010334,Quasimodo,,1969-12-31T19:00:00-0500,10,9,9,9,0,http://i.annihil.us/u/prod/marvel/i/mg/5/d0/4c00392ddd605.jpg
1011191,Queen Noir,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009387,Quentin Quire,,2014-02-07T13:41:04-0500,81,17,81,81,4,http://i.annihil.us/u/prod/marvel/i/mg/6/40/4c003d7fc6294.jpg
1009524,Quicksilver,,2014-03-05T13:43:15-0500,388,137,409,409,11,http://i.annihil.us/u/prod/marvel/i/mg/6/f0/53176ffc42f58.jpg
1010964,Quicksilver (Age of Apocalypse),,2013-11-20T17:25:52-0500,4,3,3,3,1,http://i.annihil.us/u/prod/marvel/i/mg/9/50/528d36e27d0ae.jpg
1010963,Quicksilver (Ultimate),,2014-03-05T13:43:21-0500,32,13,48,48,0,http://i.annihil.us/u/prod/marvel/i/mg/1/03/53177007431ee.jpg
1009430,Rachel Grey,,2013-11-01T16:41:25-0400,98,35,105,105,8,http://i.annihil.us/u/prod/marvel/i/mg/d/10/52741143108e7.jpg
1009526,Radioactive Man,,1969-12-31T19:00:00-0500,30,20,27,27,2,http://i.annihil.us/u/prod/marvel/i/mg/3/00/4c003c66d3393.jpg
1011280,Rafael Vega,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010817,Rage,,1969-12-31T19:00:00-0500,38,9,44,44,5,http://i.annihil.us/u/prod/marvel/i/mg/6/20/4c0035e72e3d8.jpg
1009527,Raider,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009528,Randall,,1969-12-31T19:00:00-0500,7,3,11,11,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011326,Randall Flagg,,1969-12-31T19:00:00-0500,1,1,1,1,0,http://i.annihil.us/u/prod/marvel/i/mg/8/d0/4ce5a67201a4e.jpg
1010767,Random,,1969-12-31T19:00:00-0500,3,3,2,2,0,http://i.annihil.us/u/prod/marvel/i/mg/5/c0/4c00375b36bd4.jpg
1010838,Rattler,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011154,Ravenous,,1969-12-31T19:00:00-0500,5,2,5,5,1,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1010892,Rawhide Kid,,1969-12-31T19:00:00-0500,125,7,375,375,0,http://i.annihil.us/u/prod/marvel/i/mg/1/90/4ce5a3e0dbd3a.jpg
1009531,Raza,,-0001-11-30T00:00:00-0500,35,13,31,31,2,http://i.annihil.us/u/prod/marvel/i/mg/c/70/4ce5a1057fce9.jpg
1009532,Reaper,,1969-12-31T19:00:00-0500,18,8,21,21,1,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1009533,Reavers,,1969-12-31T19:00:00-0500,16,5,15,15,0,http://i.annihil.us/u/prod/marvel/i/mg/b/c0/4c003c63deac8.jpg
1015000,Reavers (Ultimate),,2012-07-11T09:37:35-0400,2,2,1,1,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
1011249,Red 9,,1969-12-31T19:00:00-0500,0,0,0,0,0,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg
